symbol,scan_time,market_provider,price,mark_price,funding_rate,oi_contracts,oi_value_now,price_change_pct_24h,high_24h,low_24h,volume_24h,rsi_1m,rsi_5m,rsi_15m,rsi_1h,rsi_4h,rsi_1d,oi_value_1h_ago,oi_change_pct_1h,rsi_mean,rsi_std,rsi_min,rsi_max,rsi_range,rsi_divergence_5m_4h,rsi_divergence_15m_1h,rsi_divergence_1m_1h,n_tf_oversold,n_tf_overbought,oi_rising,oi_spike,price_momentum_24h,price_pct_change,price_rolling_std_6,oi_pct_change,rsi_5m_slope,target_time,future_scan_time,future_price,future_return_pct,label
0GUSDT,2026-04-27 21:28:02.383816+00:00,kucoin,0.54418,0.54418,-0.001443,13737055,7476804.2954,-2.06,0.63047,0.51759,5751231.3472,57.67,53.43,54.4,49.65,42.4,44.29,7350250.48692,1.722,50.30666666666667,5.997935200272396,42.4,57.67,15.270000000000003,11.030000000000001,4.75,8.020000000000003,0,0,1,0,-2.06,,,,,2026-04-27 22:28:02.383816+00:00,,,,
0GUSDT,2026-04-27 21:36:39.315235+00:00,kucoin,0.54656,0.54656,-0.001489,13757969,7519693.11633,-1.36,0.63047,0.51759,5758125.44494,64.28,61.44,58.51,51.4,44.13,45.02,7386303.2544,1.806,54.129999999999995,8.556728346745617,44.13,64.28,20.15,17.309999999999995,7.109999999999999,12.880000000000003,0,0,1,0,-1.36,0.43735528685362457,,0.15224515007037365,8.009999999999998,2026-04-27 22:36:39.315235+00:00,,,,
0GUSDT,2026-04-28 00:12:26.523922+00:00,kucoin,0.5502,0.5502,-0.001748,13668430,7511895.7594,-8.3,0.63047,0.51759,5409164.36158,54.64,56.42,60.84,52.83,45.49,45.63,7535560.124619999,-0.314,52.64166666666667,6.096344533133497,45.49,60.84,15.350000000000001,10.93,8.010000000000005,1.8100000000000023,0,0,0,0,-8.3,0.6659836065573632,0.16166463523379956,-0.6508155382527803,-5.019999999999996,2026-04-28 01:12:26.523922+00:00,,,,
1000BONKUSDT,2026-04-28 09:12:32.046598+00:00,kucoin,0.0061927,0.0061927,-1.5e-05,755925,4682879.7825,-0.8099999999999999,0.006321,0.006089,7043224.406,55.56,53.06,51.52,48.05,46.79,52.11,4659301.9931,0.506,51.181666666666665,3.2486392022917348,46.79,55.56,8.770000000000003,6.270000000000003,3.470000000000006,7.510000000000005,0,0,1,0,-0.8099999999999999,,,,,2026-04-28 10:12:32.046598+00:00,,,,
AAVEUSDT,2026-04-27 21:28:02.383816+00:00,kucoin,96.59,96.59,-1.5e-05,12065293,11665931.8017,-0.48,100.82,95.18,10125987.0764,68.6,67.96,55.29,51.67,53.87,48.03,11502874.7526,1.418,57.56999999999999,8.652433183792866,48.03,68.6,20.569999999999993,14.089999999999996,3.6199999999999974,16.929999999999993,0,0,1,0,-0.48,,,,,2026-04-27 22:28:02.383816+00:00,,,,
AAVEUSDT,2026-04-27 21:36:39.315235+00:00,kucoin,96.92,96.92,-1.2e-05,11992344,11628975.9768,0.11,100.82,95.18,10102994.502,75.68,72.79,58.78,53.26,54.63,48.35,11659079.3436,-0.258,60.58166666666668,11.125573093853042,48.35,75.68,27.330000000000005,18.160000000000004,5.520000000000003,22.42000000000001,0,2,0,0,0.11,0.34165027435553164,,-0.6046185533994053,4.8300000000000125,2026-04-27 22:36:39.315235+00:00,,,,
AAVEUSDT,2026-04-28 00:12:26.523922+00:00,kucoin,97.68,97.68,-4.3e-05,12041822,11751614.0898,0.83,100.82,95.18,10314200.2034,50.8,56.44,58.67,55.98,56.3,49.0,11535902.1297,1.87,54.531666666666666,3.7554462673118714,49.0,58.67,9.670000000000002,0.14000000000000057,2.690000000000005,-5.18,0,0,1,0,0.83,0.7841518778374024,0.3128958845079516,0.4125798926381652,-16.35000000000001,2026-04-28 01:12:26.523922+00:00,,,,
AAVEUSDT,2026-04-28 09:12:32.046598+00:00,kucoin,97.53,97.53,-4.3e-05,14091806,13759239.3784,1.41,99.29,95.18,12219790.2064,55.91,51.64,52.65,55.21,55.78,49.06,13284481.4772,3.574,53.375,2.7470911888759706,49.06,55.91,6.849999999999994,-4.140000000000001,-2.5600000000000023,0.6999999999999957,0,0,1,1,1.41,-0.15356265356265553,0.4691041205425793,17.023868979295663,-4.799999999999997,2026-04-28 10:12:32.046598+00:00,,,,
ADAUSDT,2026-04-27 21:28:02.383816+00:00,kucoin,0.24569,0.24569,-0.000113,17343562,42616600.5464,-2.87,0.25613,0.243,15426387.3088,61.42,54.33,49.51,37.94,41.36,46.25,43168146.1156,-1.278,48.468333333333334,8.596337398373024,37.94,61.42,23.480000000000004,12.969999999999999,11.57,23.480000000000004,0,0,0,0,-2.87,,,,,2026-04-27 22:28:02.383816+00:00,,,,
ADAUSDT,2026-04-27 21:36:39.315235+00:00,kucoin,0.24603,0.24603,-0.000109,17375894,42748174.4188,-2.34,0.25613,0.243,15428068.0204,70.82,60.34,52.69,39.58,42.06,46.43,43197345.4338,-1.04,51.98666666666667,11.902167309640149,39.58,70.82,31.239999999999995,18.28,13.11,31.239999999999995,0,1,0,0,-2.34,0.13838577068663316,,0.18642075947259418,6.010000000000005,2026-04-27 22:36:39.315235+00:00,,,,
