symbol,scan_time,price,price_change_pct_24h,high_24h,low_24h,volume_24h,rsi_1m,rsi_5m,rsi_15m,rsi_1h,rsi_4h,rsi_1d,oi_contracts,funding_rate,rsi_mean,rsi_std,rsi_min,rsi_max,rsi_range,rsi_divergence_5m_4h,rsi_divergence_15m_1h,rsi_divergence_1m_1h,n_tf_oversold,n_tf_overbought,price_momentum_24h,price_pct_change,price_rolling_std_6,oi_pct_change,rsi_5m_slope,cg_funding_oi_weighted_bps,cg_funding_spread_bps,cg_top_ls_ratio,cg_global_ls_ratio,cg_top_minus_global_ls,cg_taker_buy_sell_ratio,cg_liq_pull_up,cg_liq_pull_down,cg_liq_pull_ratio,orderbook_imb,cvd_avg,taker_buy_ratio,basis_bps,orderbook_bid_depth,orderbook_ask_depth,trade_count,target_time,future_scan_time,future_price,future_return_pct,label
1000BONKUSDT,2026-04-29 23:01:12.560132+00:00,0.006155,-1.36,0.006535,0.005979,16834953.398,,,,,,,5436908.46,-7.1e-05,,,,,,,,,0,0,-1.36,,,,,-1.5346697613649967,3.2800000000000002,,,,,2126373.5181794823,2126373.5181794628,1.000000000000009,,,,,,,,2026-04-30 00:01:12.560132+00:00,,,,
1000BONKUSDT,2026-04-29 23:21:51.344441+00:00,0.0061517,-1.12,0.006535,0.005979,16842564.69,,,,,,,5403013.5032,-0.000121,,,,,,,,,0,0,-1.12,-0.05361494719738902,,-0.623423348937524,,-1.5346697613649967,3.2800000000000002,,,,,2126373.5181794823,2126373.5181794628,1.000000000000009,,,,,,,,2026-04-30 00:21:51.344441+00:00,,,,
1000BONKUSDT,2026-04-30 05:06:18.137312+00:00,0.006127,-3.28,0.006535,0.005979,16734635.032,54.3,31.31,35.57,39.55,44.41,49.62,5190874.051,1.4e-05,42.46,8.666214860018185,31.31,54.3,22.99,-13.099999999999998,-3.979999999999997,14.75,0,0,-3.28,-0.4015150283661506,0.24600250656978162,-3.9263172685827685,,-1.5346697613649967,3.2800000000000002,,,,,2126373.5181794823,2126373.5181794628,1.000000000000009,,,,,,,,2026-04-30 06:06:18.137312+00:00,2026-04-30 06:45:26.364023+00:00,0.0061552,0.46025787497961146,0.0
1000BONKUSDT,2026-04-30 06:45:26.364023+00:00,0.0061552,-2.47,0.006535,0.005979,16660177.41,60.16,53.05,44.12,42.4,44.41,49.62,5183527.817600001,-3e-05,48.96,6.778870112341731,42.4,60.16,17.759999999999998,8.64,1.7199999999999989,17.759999999999998,0,0,-2.47,0.46025787497960824,0.43354205501319043,-0.14152208910913622,21.74,-1.5346697613649967,3.2800000000000002,,,,,2126373.5181794823,2126373.5181794628,1.000000000000009,,,,,,,,2026-04-30 07:45:26.364023+00:00,,,,
1000BONKUSDT,2026-04-30 07:22:20.590718+00:00,0.0061658,-1.98,0.006535,0.005979,16593382.324,53.95,55.14,47.27,43.05,44.41,49.62,5168512.679,3.5e-05,48.906666666666666,4.939589726552873,43.05,55.14,12.090000000000003,10.730000000000004,4.220000000000006,10.900000000000006,0,0,-1.98,0.17221211333506847,0.36410659336531354,-0.2896702618054636,2.0900000000000034,-1.5346697613649967,3.2800000000000002,,,,,2126373.5181794823,2126373.5181794628,1.000000000000009,,,,,,,,2026-04-30 08:22:20.590718+00:00,,,,
1000BONKUSDT,2026-04-30 12:04:54.998846+00:00,0.0062701,-2.25,0.006455,0.005979,15605755.676,60.05,52.88,59.08,53.23,48.63,49.62,5095522.166999999,0.000287,53.915,4.737808565149081,48.63,60.05,11.419999999999995,4.25,5.850000000000001,6.82,0,0,-2.25,1.691589088196177,0.8013235380384367,-1.4122150129681432,-2.259999999999998,-1.5346697613649967,3.2800000000000002,,,,,2126373.5181794823,2126373.5181794628,1.000000000000009,,,,,,,,2026-04-30 13:04:54.998846+00:00,,,,
1000BONKUSDT,2026-04-30 17:05:00.177698+00:00,0.0062179,0.99,0.006307,0.005979,14087328.698,38.76,39.39,46.05,47.21,48.2,49.62,4873341.3040000005,-7.3e-05,44.87166666666667,4.6450378541694,38.76,49.62,10.86,-8.810000000000002,-1.1600000000000037,-8.450000000000003,0,0,0.99,-0.8325226072949388,0.8696122893536321,-4.360315895373845,-13.490000000000002,-1.5346697613649967,3.2800000000000002,,,,,2126373.5181794823,2126373.5181794628,1.000000000000009,,,,,,,,2026-04-30 18:05:00.177698+00:00,,,,
1000BONKUSDT,2026-04-30 20:44:09.984103+00:00,0.0061846,1.17,0.006307,0.006084,12794722.002,46.97,39.26,35.92,42.69,44.41,49.62,4799094.985,-9.7e-05,43.14499999999999,5.013129760937771,35.92,49.62,13.699999999999996,-5.149999999999999,-6.769999999999996,4.280000000000001,0,0,1.17,-0.5355505878190336,0.9157347819169068,-1.5235197858820104,-0.13000000000000256,-1.5346697613649967,3.2800000000000002,,,,,2126373.5181794823,2126373.5181794628,1.000000000000009,,,,,,,,2026-04-30 21:44:09.984103+00:00,,,,
1000BONKUSDT,2026-04-30 23:38:42.114777+00:00,0.0061588,0.09,0.006307,0.006084,12423113.386,66.16,56.02,42.31,40.57,44.41,49.62,4761670.0612,-0.000275,49.84833333333333,9.764235590493843,40.57,66.16,25.589999999999996,11.610000000000007,1.740000000000002,25.589999999999996,0,0,0.09,-0.4171652168289075,0.9174437483834368,-0.7798329459403286,16.760000000000005,-1.5346697613649967,3.2800000000000002,,,,,2126373.5181794823,2126373.5181794628,1.000000000000009,,,,,,,,2026-05-01 00:38:42.114777+00:00,,,,
AAVEUSDT,2026-04-29 23:01:12.560132+00:00,93.51,-3.06,98.72,91.99,21702814.5982,37.81,40.84,44.99,36.99,40.73,44.51,9789146.7156,3.9e-05,40.97833333333333,3.3043027504553306,36.99,44.99,8.0,0.11000000000000654,8.0,0.8200000000000003,0,0,-3.06,,,,,0.4170783898026273,1.35,2.22,,,,12452299.729083825,12452299.729083816,1.0000000000000007,-0.1303384487831939,-21.36000000000001,0.4165364176305098,-0.1078969799625127,1164129.9130000002,1513072.2960000003,100.0,2026-04-30 00:01:12.560132+00:00,,,,
