symbol,scan_time,market_provider,price,mark_price,funding_rate,oi_contracts,oi_value_now,price_change_pct_24h,high_24h,low_24h,volume_24h,rsi_1m,rsi_5m,rsi_15m,rsi_1h,rsi_4h,rsi_1d,oi_value_1h_ago,oi_change_pct_1h,rsi_mean,rsi_std,rsi_min,rsi_max,rsi_range,rsi_divergence_5m_4h,rsi_divergence_15m_1h,rsi_divergence_1m_1h,n_tf_oversold,n_tf_overbought,oi_rising,oi_spike,price_momentum_24h,price_pct_change,price_rolling_std_6,oi_pct_change,rsi_5m_slope,cg_funding_oi_weighted_bps,cg_funding_spread_bps,cg_top_ls_ratio,cg_global_ls_ratio,cg_top_minus_global_ls,cg_taker_buy_sell_ratio,cg_liq_pull_up,cg_liq_pull_down,cg_liq_pull_ratio,target_time,future_scan_time,future_price,future_return_pct,label
CROSSUSDT,2026-04-29 13:11:14.790397+00:00,kucoin,0.10784,0.10784,0.000268,825876.0,890707.2660000001,7.670000000000001,0.11054,0.09941,11110837.6234,45.89,53.88,57.56,59.13,51.69,60.74,886146.2895,0.515,54.815,5.505549018944433,45.89,60.74,14.850000000000001,2.190000000000005,-1.5700000000000003,-13.240000000000002,0,0,1,0,7.670000000000001,3.2554576790501777,1.7718600853801938,5.510762819374482,8.150000000000006,,,,,,,,,,2026-04-29 14:11:14.790397+00:00,,,,
CROSSUSDT,2026-04-29 18:05:39.799652+00:00,kucoin,0.10591,0.10591,0.000641,837948.0,887303.1372,1.7399999999999998,0.11054,0.10231,8728453.954,37.27,39.69,43.25,51.26,49.4,59.93,890763.6224,-0.388,46.800000000000004,8.402666243520564,37.27,59.93,22.659999999999997,-9.71,-8.009999999999998,-13.989999999999995,0,0,0,0,1.7399999999999998,-1.7896884272997071,1.916521287407173,1.4617206457143705,-14.190000000000005,,,,,,,,,,2026-04-29 19:05:39.799652+00:00,,,,
CROSSUSDT,2026-04-29 21:45:00.809610+00:00,0.10697,3.24,0.11054,0.10325,6938504.749,83.56,71.16,59.33,55.52,50.94,60.19,950266.9253,0.001297,,,,,,316775.7055323333,548619.4902185983,0.001297,950266.9253,950266.924003,,,,1,1,0,0,71.16,2959.201208573317,1207.9673033706913,728.0352419243198,950227.2353000001,,,,,,,,,,2026-04-29 22:45:00.809610+00:00,,,,
CUSDT,2026-04-27 21:28:02.383816+00:00,kucoin,0.07584,0.07584,0.000652,3190109.0,2418102.622,-6.45,0.08246,0.07499,11108251.7594,47.68,45.76,39.05,33.62,39.21,49.76,2424543.348,-0.266,42.513333333333335,6.192697850425667,33.62,49.76,16.14,6.549999999999997,5.43,14.060000000000002,0,0,0,0,-6.45,,,,,,,,,,,,,,2026-04-27 22:28:02.383816+00:00,,,,
CUSDT,2026-04-27 21:36:39.315235+00:00,kucoin,0.07593,0.07593,0.000673,3207121.0,2439015.5205,-6.3100000000000005,0.08246,0.07499,11080116.4534,50.27,51.36,43.57,34.41,39.66,49.91,2433416.7195,0.23,44.86333333333332,6.854591648425652,34.41,51.36,16.950000000000003,11.700000000000003,9.160000000000004,15.860000000000007,0,0,1,0,-6.3100000000000005,0.11867088607593335,,0.533273314485494,5.600000000000001,,,,,,,,,,2026-04-27 22:36:39.315235+00:00,,,,
CUSDT,2026-04-28 00:12:26.523922+00:00,kucoin,0.07683,0.07683,-0.000439,3044807.0,2335975.9304,-5.16,0.08246,0.07499,11111482.845,43.47,50.88,53.16,41.14,41.34,50.5,2351814.7744,-0.673,46.748333333333335,5.361083534759243,41.14,53.16,12.019999999999996,9.54,12.019999999999996,2.3299999999999983,0,0,0,0,-5.16,1.1853022520742718,0.7542222719236954,-5.061050081989427,-0.4799999999999969,,,,,,,,,,2026-04-28 01:12:26.523922+00:00,,,,
CUSDT,2026-04-28 09:12:32.046598+00:00,kucoin,0.07611,0.07611,0.000827,3042788.0,2316170.2256,-3.05,0.07865,0.07438,11998126.5112,50.28,54.46,52.17,45.32,41.78,50.05,2316550.8256,-0.016,49.01,4.653420247516873,41.78,54.46,12.68,12.68,6.850000000000001,4.960000000000001,0,0,0,0,-3.05,-0.9371339320577876,1.0612226942414833,-0.06630962159506204,3.5799999999999983,,,,,,,,,,2026-04-28 10:12:32.046598+00:00,,,,
CUSDT,2026-04-28 16:25:28.864080+00:00,kucoin,0.07475,0.07475,0.000101,2968993.0,2219322.2675,-2.31,0.07829,0.07438,11705716.721,51.19,37.43,38.19,41.38,39.51,49.11,2215370.9825,0.178,42.80166666666667,5.884516689301396,37.43,51.19,13.759999999999998,-2.0799999999999983,-3.190000000000005,9.809999999999995,0,0,1,0,-2.31,-1.7868873998160506,1.2891956893202063,-2.4252429022330824,-17.03,,,,,,,,,,2026-04-28 17:25:28.864080+00:00,,,,
CUSDT,2026-04-28 20:50:08.986813+00:00,kucoin,0.07539,0.07539,-4e-06,2839818.0,2141222.772,-1.06,0.07829,0.07438,11707742.8092,52.39,53.84,50.68,45.42,40.97,49.58,2132425.1,0.413,48.81333333333333,4.799265221538259,40.97,53.84,12.870000000000005,12.870000000000005,5.259999999999998,6.969999999999999,0,0,1,0,-1.06,0.8561872909699009,1.2409350957944347,-4.350801770162471,16.410000000000004,,,,,,,,,,2026-04-28 21:50:08.986813+00:00,,,,
CUSDT,2026-04-29 00:08:01.591960+00:00,kucoin,0.07406,0.07406,-0.000784,2790243.0,2066453.9658,-3.31,0.07829,0.0736,11777154.5338,50.08,44.33,38.43,37.69,38.27,48.46,2069215.6632,-0.133,42.876666666666665,5.532983523079268,37.69,50.08,12.39,6.059999999999995,0.740000000000002,12.39,0,0,0,0,-3.31,-1.764159702878365,1.2986336618651797,-1.7457104645438593,-9.510000000000005,,,,,,,,,,2026-04-29 01:08:01.591960+00:00,,,,
CUSDT,2026-04-29 07:53:25.898144+00:00,kucoin,0.07645,0.07645,1.7e-05,2776230.0,2118818.736,0.76,0.07748,0.07346,9442259.9728,62.63,59.68,61.21,55.75,44.56,50.39,2142878.616,-1.123,55.70333333333334,7.0217310306409955,44.56,62.63,18.07,15.119999999999997,5.460000000000001,6.880000000000003,0,0,0,0,0.76,3.227113151498795,1.9816252814739779,-0.5022143232686238,15.350000000000001,,,,,,,,,,2026-04-29 08:53:25.898144+00:00,,,,
CUSDT,2026-04-29 13:11:14.790397+00:00,kucoin,0.07454,0.07454,-0.000355,2762543.0,2061133.3323,-3.42,0.07748,0.07346,6970951.84,31.42,39.38,39.15,42.96,40.66,48.83,2054034.1908,0.346,40.400000000000006,5.673260085700283,31.42,48.83,17.409999999999997,-1.279999999999994,-3.8100000000000023,-11.54,0,0,1,0,-3.42,-2.498364944408127,2.152569796050803,-0.4930067033350971,-20.299999999999997,,,,,,,,,,2026-04-29 14:11:14.790397+00:00,,,,
DAMUSDT,2026-04-28 09:12:32.046598+00:00,kucoin,0.04835,0.04835,-0.003941,2168011.0,1044547.6998,129.79,0.08046,0.01844,7360167.9836,56.35,51.48,44.63,53.38,64.52,56.43,1061634.7368,-1.61,54.465,6.5625018095235585,44.63,64.52,19.889999999999993,-13.04,-8.75,2.969999999999999,0,0,0,0,129.79,,,,,,,,,,,,,,2026-04-28 10:12:32.046598+00:00,,,,
DAMUSDT,2026-04-28 16:25:28.864080+00:00,kucoin,0.02936,0.02936,-0.014472,1038842.0,303653.5166,-44.1,0.0665,0.0274,6269881.525,43.02,23.49,18.59,32.32,44.57,44.52,562935.8931999999,-46.059,34.41833333333334,11.43202767083192,18.59,44.57,25.98,-21.080000000000002,-13.73,10.700000000000003,2,0,0,1,-44.1,-39.27611168562564,,-52.083176699749224,-27.99,,,,,,,,,,2026-04-28 17:25:28.864080+00:00,,,,
DAMUSDT,2026-04-28 20:50:08.986813+00:00,kucoin,0.02806,0.02806,-0.004034,1203579.0,327614.2038,-44.92,0.06169,0.025,5915880.9084,48.76,52.78,32.18,33.12,43.5,43.57,769513.7552,-57.426,42.318333333333335,8.261957193466127,32.18,52.78,20.6,9.280000000000001,-0.9399999999999977,15.64,0,0,0,1,-44.92,-4.427792915531336,24.641482515284128,15.857753152067389,29.290000000000003,,,,,,,,,,2026-04-28 21:50:08.986813+00:00,,,,
DAMUSDT,2026-04-29 00:08:01.591960+00:00,kucoin,0.02583,0.02583,-0.00903,1444283.0,371614.0159,-55.7,0.06165,0.02494,5249781.5346,44.32,42.95,33.38,31.04,42.03,42.81,354500.9929,4.827,39.42166666666667,5.682976039599909,31.04,44.32,13.280000000000001,0.9200000000000017,2.3400000000000034,13.280000000000001,0,0,1,1,-55.7,-7.9472558802565985,19.18458212009401,19.999019590737287,-9.829999999999998,,,,,,,,,,2026-04-29 01:08:01.591960+00:00,,,,
DOGEUSDT,2026-04-27 21:28:02.383816+00:00,kucoin,0.09806,0.09806,-2.1e-05,8069646.0,79163227.26,-1.28,0.10086,0.09693,20250419.49,60.21,58.57,53.79,46.85,50.64,56.24,79608826.89,-0.56,54.38333333333333,5.020779487954701,46.85,60.21,13.36,7.93,6.939999999999998,13.36,0,0,0,0,-1.28,,,,,,,,,,,,,,2026-04-27 22:28:02.383816+00:00,,,,
DOGEUSDT,2026-04-27 21:36:39.315235+00:00,kucoin,0.09821,0.09821,-1.9e-05,8062533.0,79206324.192,-0.73,0.10086,0.09693,20239051.876,70.7,65.96,57.35,48.67,51.49,56.62,79723184.47999999,-0.648,58.465,8.427456911785429,48.67,70.7,22.03,14.469999999999992,8.68,22.03,0,1,0,0,-0.73,0.15296757087499557,,-0.08814513052989303,7.3899999999999935,,,,,,,,,,2026-04-27 22:36:39.315235+00:00,,,,
DOGEUSDT,2026-04-28 00:12:26.523922+00:00,kucoin,0.09897,0.09897,-2.1e-05,7641388.0,75619175.648,-0.37,0.10086,0.09693,21241840.178,54.99,65.39,69.69,56.81,55.41,58.51,76572585.97600001,-1.245,60.133333333333326,6.023386644294607,54.99,69.69,14.699999999999996,9.980000000000004,12.879999999999995,-1.8200000000000003,0,0,0,0,-0.37,0.7738519499032703,0.4390315547436917,-5.2234824961336574,-0.5699999999999932,,,,,,,,,,2026-04-28 01:12:26.523922+00:00,,,,
DOGEUSDT,2026-04-28 09:12:32.046598+00:00,kucoin,0.09982,0.09982,6.6e-05,8650415.0,86391694.605,1.7000000000000002,0.101,0.09693,25554876.654,59.93,55.89,56.05,61.09,59.44,60.26,85673898.954,0.838,58.776666666666664,2.2400684513350635,55.89,61.09,5.200000000000003,-3.549999999999997,-5.040000000000006,-1.1600000000000037,0,0,1,0,1.7000000000000002,0.8588461149843463,0.38535393671556284,13.204760705777542,-9.5,,,,,,,,,,2026-04-28 10:12:32.046598+00:00,,,,
DOGEUSDT,2026-04-28 16:25:28.864080+00:00,kucoin,0.09969,0.09969,4.4e-05,8648781.0,86098614.855,2.0,0.101,0.09733,23480146.644,58.28,64.3,59.93,56.36,56.73,59.67,84747044.415,1.595,59.21166666666667,2.8905322462596166,56.36,64.3,7.939999999999998,7.57,3.5700000000000003,1.9200000000000017,0,0,1,0,2.0,-0.13023442195952972,0.48017720551443,-0.018889267162325307,8.409999999999997,,,,,,,,,,2026-04-28 17:25:28.864080+00:00,,,,
DOGEUSDT,2026-04-28 20:50:08.986813+00:00,kucoin,0.09975,0.09975,4.7e-05,8815383.0,87924630.042,1.73,0.101,0.09789,23094564.348,57.18,57.14,57.58,57.58,57.65,60.07,88525304.218,-0.679,57.86666666666665,1.1014112159709775,57.14,60.07,2.9299999999999997,-0.509999999999998,0.0,-0.3999999999999986,0,0,0,0,1.73,0.060186578393017776,0.44490929256254663,1.9263061464962483,-7.159999999999997,,,,,,,,,,2026-04-28 21:50:08.986813+00:00,,,,
DOGEUSDT,2026-04-29 00:08:01.591960+00:00,kucoin,0.09947,0.09947,4.7e-05,8624061.0,85783534.767,0.64,0.101,0.09806,24567620.892,64.1,53.0,51.81,53.98,56.04,59.84,85549501.751,0.274,56.461666666666666,4.684333107995913,51.81,64.1,12.289999999999992,-3.039999999999999,-2.1699999999999946,10.119999999999997,0,0,1,0,0.64,-0.2807017543859702,0.4724564456543894,-2.170319769430329,-4.140000000000001,,,,,,,,,,2026-04-29 01:08:01.591960+00:00,,,,
DOGEUSDT,2026-04-29 07:53:25.898144+00:00,kucoin,0.10463,0.10463,3.7e-05,8838065.0,92516864.42,5.029999999999999,0.10547,0.09806,30522953.032,60.87,79.33,84.75,82.68,73.47,68.46,93101010.224,-0.627,74.92666666666666,9.13817195431705,60.87,84.75,23.880000000000003,5.859999999999999,2.069999999999993,-21.81000000000001,0,4,0,0,5.029999999999999,5.18749371669851,2.067380843464184,2.4814759543096976,26.33,,,,,,,,,,2026-04-29 08:53:25.898144+00:00,,,,
DOGEUSDT,2026-04-29 13:11:14.790397+00:00,kucoin,0.10706,0.10706,-6e-06,9741023.0,104287392.238,8.51,0.11211,0.09806,66870892.858,46.15,38.09,51.99,68.43,69.65,71.33,107000613.818,-2.536,57.606666666666676,14.101196639529096,38.09,71.33,33.239999999999995,-31.560000000000002,-16.440000000000005,-22.28000000000001,0,1,0,0,8.51,2.322469654974668,2.117832343802286,10.216693359915329,-41.239999999999995,,,,,,,,,,2026-04-29 14:11:14.790397+00:00,,,,
DOGEUSDT,2026-04-29 18:05:39.799652+00:00,kucoin,0.10353,0.10353,3e-06,11054939.0,114352289.016,4.18,0.11211,0.09886,87857451.138,46.13,50.58,41.08,50.52,57.97,66.72,103239253.992,10.764,52.166666666666664,9.056077885413014,41.08,66.72,25.64,-7.390000000000001,-9.440000000000005,-4.390000000000001,0,0,1,1,4.18,-3.297216514104251,2.856190920259457,13.488480624673604,12.489999999999995,,,,,,,,,,2026-04-29 19:05:39.799652+00:00,,,,
DOGEUSDT,2026-04-29 21:45:00.809610+00:00,0.10345,3.88,0.11211,0.09886,96423577.06,76.96,73.72,54.96,51.82,57.08,66.33,109498711.155,0.00011,,,,,,36499592.49503667,63219091.2134116,0.00011,109498711.155,109498711.15489,,,,1,1,0,0,73.72,3647.7059789433015,1488.8464570430058,772.2217016303754,109498660.575,,,,,,,,,,2026-04-29 22:45:00.809610+00:00,,,,
DOGSUSDT,2026-04-27 21:28:02.383816+00:00,kucoin,3.081e-05,3.081e-05,0.000109,61373782.0,1890926.22342,-4.88,3.451e-05,3.039e-05,5189847.83154,38.59,41.01,44.81,39.84,37.59,49.81,1894450.05555,-0.186,41.94166666666667,4.595512666359072,37.59,49.81,12.219999999999999,3.4199999999999946,4.969999999999999,-1.25,0,0,0,0,-4.88,,,,,,,,,,,,,,2026-04-27 22:28:02.383816+00:00,,,,
DOGSUSDT,2026-04-27 21:36:39.315235+00:00,kucoin,3.082e-05,3.082e-05,0.000156,61591438.0,1901327.69106,-4.130000000000001,3.451e-05,3.039e-05,5172726.56346,60.66,49.11,48.06,40.66,38.16,50.01,1897092.60489,0.223,47.776666666666664,7.9492557303603375,38.16,60.66,22.5,10.950000000000003,7.400000000000006,20.0,0,0,1,0,-4.130000000000001,0.03245699448231054,,0.354640031797282,8.100000000000001,,,,,,,,,,2026-04-27 22:36:39.315235+00:00,,,,
DOGSUSDT,2026-04-28 00:12:26.523922+00:00,kucoin,3.104e-05,3.104e-05,-0.00023,61326283.0,1902341.29866,-3.06,3.451e-05,3.039e-05,5112191.8568,56.38,59.76,56.01,43.76,40.19,50.54,1901480.8659,0.045,51.106666666666676,7.748537066225255,40.19,59.76,19.57,19.57,12.25,12.620000000000005,0,0,1,0,-3.06,0.7138221933809197,0.4817979526057272,-0.4305062661469239,10.649999999999999,,,,,,,,,,2026-04-28 01:12:26.523922+00:00,,,,
DOGSUSDT,2026-04-28 09:12:32.046598+00:00,kucoin,3.126e-05,3.126e-05,-2.6e-05,62298788.0,1953689.99168,-0.44,3.181e-05,3.039e-05,5076392.3862,71.21,60.37,54.41,49.92,44.38,51.54,1951641.6192,0.105,55.305,9.4016312414389,44.38,71.21,26.82999999999999,15.989999999999995,4.489999999999995,21.289999999999992,0,1,1,0,-0.44,0.7087628865979356,0.3919340485688838,1.5857882663457668,0.6099999999999994,,,,,,,,,,2026-04-28 10:12:32.046598+00:00,,,,
EIGENUSDT,2026-04-29 21:45:00.809610+00:00,0.1854,3.0,0.1929,0.1746,5235458.059,53.54,65.28,59.54,54.57,54.48,54.44,1144570.4226000002,-0.0002,,,,,,381541.6208000001,660802.3267386334,-0.0002,1144570.4226000002,1144570.4228,,,,1,1,0,0,65.28,,,,,,,,,,,,,,2026-04-29 22:45:00.809610+00:00,,,,
ETHFIUSDT,2026-04-27 21:28:02.383816+00:00,kucoin,0.4289,0.4289,-0.000231,3133941.0,1344147.2949,-4.5600000000000005,0.4536,0.4218,7307024.7786,56.11,64.87,53.89,39.82,37.58,41.82,1314928.9113,2.222,49.01499999999999,10.886330419383752,37.58,64.87,27.290000000000006,27.290000000000006,14.07,16.29,0,0,1,0,-4.5600000000000005,,,,,,,,,,,,,,2026-04-27 22:28:02.383816+00:00,,,,
ETHFIUSDT,2026-04-27 21:36:39.315235+00:00,kucoin,0.4298,0.4298,-0.000222,3133941.0,1348848.2064,-4.23,0.4536,0.4218,7302306.1066,60.7,72.44,58.53,42.14,38.86,42.08,1334221.0624,1.096,52.458333333333336,13.43986371458679,38.86,72.44,33.58,33.58,16.39,18.560000000000002,0,1,1,0,-4.23,0.20983912333878418,,0.0,7.569999999999993,,,,,,,,,,2026-04-27 22:36:39.315235+00:00,,,,
ETHFIUSDT,2026-04-28 00:12:26.523922+00:00,kucoin,0.4348,0.4348,-0.000102,3266019.0,1419411.8574,-2.68,0.4536,0.4218,7185985.5332,51.38,62.73,65.47,49.15,42.64,42.93,1393889.9724,1.831,52.38333333333333,9.737284357903215,42.64,65.47,22.83,20.089999999999996,16.32,2.230000000000004,0,0,1,0,-2.68,1.1633317822242972,0.6742211249095379,4.214437987186104,-9.71,,,,,,,,,,2026-04-28 01:12:26.523922+00:00,,,,
ETHFIUSDT,2026-04-28 09:12:32.046598+00:00,kucoin,0.4245,0.4245,0.000131,3290066.0,1396962.0236,-2.72,0.4401,0.4218,6960372.425,47.76,39.8,30.32,35.1,36.68,40.8,1394146.501,0.202,38.41,5.907009395624827,30.32,47.76,17.439999999999998,3.1199999999999974,-4.780000000000001,12.659999999999997,0,0,1,0,-2.72,-2.3689052437902536,1.827373760778768,0.7362786315695091,-22.93,,,,,,,,,,2026-04-28 10:12:32.046598+00:00,,,,
ETHFIUSDT,2026-04-28 16:25:28.864080+00:00,kucoin,0.4296,0.4296,1.8e-05,3445327.0,1477011.6849,0.91,0.4355,0.4195,6841073.8114,64.63,62.45,58.24,49.16,41.6,41.64,1403990.7852,5.201,52.953333333333326,10.254356472576262,41.6,64.63,23.029999999999994,20.85,9.080000000000005,15.469999999999999,0,0,1,1,0.91,1.201413427561837,1.677488559250823,4.719084662739292,22.650000000000006,,,,,,,,,,2026-04-28 17:25:28.864080+00:00,,,,
ETHFIUSDT,2026-04-28 20:50:08.986813+00:00,kucoin,0.4299,0.4299,-0.000265,3297063.0,1416418.2648,0.6,0.4355,0.4195,6856987.654,39.49,43.9,53.56,50.64,42.89,41.88,1413222.4704,0.226,45.393333333333324,5.475610163869106,39.49,53.56,14.07,1.009999999999998,2.9200000000000017,-11.149999999999999,0,0,1,0,0.6,0.06983240223463749,1.4527710434893124,-4.303336083918885,-18.550000000000004,,,,,,,,,,2026-04-28 21:50:08.986813+00:00,,,,
ETHFIUSDT,2026-04-29 00:08:01.591960+00:00,kucoin,0.4261,0.4261,-0.000221,3520121.0,1500979.5944,-1.79,0.4355,0.4195,6695769.2414,50.49,44.79,41.86,44.88,41.08,41.33,1423457.516,5.446,44.07166666666666,3.569949112615847,41.08,50.49,9.410000000000004,3.710000000000001,-3.020000000000003,5.609999999999999,0,0,1,1,-1.79,-0.8839264945336156,1.3547684215910303,6.765354498837306,0.8900000000000006,,,,,,,,,,2026-04-29 01:08:01.591960+00:00,,,,
ETHFIUSDT,2026-04-29 07:53:25.898144+00:00,kucoin,0.4291,0.4291,-0.000147,3334624.0,1431554.0832,0.09,0.4332,0.4195,5641056.131,46.89,52.05,55.14,51.97,43.73,42.26,1432313.5149,-0.053,48.673333333333325,5.154325044723769,42.26,55.14,12.880000000000003,8.32,3.1700000000000017,-5.079999999999998,0,0,0,0,0.09,0.7040600797934671,1.3919897227761482,-5.2696199931763665,7.259999999999998,,,,,,,,,,2026-04-29 08:53:25.898144+00:00,,,,
ETHUSDT,2026-04-27 21:28:02.383816+00:00,kucoin,2288.89,2288.89,1.3e-05,32484993.0,743545756.2777,-3.3300000000000005,2404.43,2265.41,443877717.7864,47.19,47.19,45.47,34.32,41.37,51.46,748516218.2461,-0.664,44.5,5.9545612768700265,34.32,51.46,17.14,5.82,11.149999999999999,12.869999999999997,0,0,0,0,-3.3300000000000005,,,,,,,,,,,,,,2026-04-27 22:28:02.383816+00:00,,,,
ETHUSDT,2026-04-27 21:36:39.315235+00:00,kucoin,2291.64,2291.64,8e-06,31247064.0,716082716.2752,-3.0,2404.43,2265.41,446603757.288,65.92,55.59,49.08,35.36,42.06,51.66,744107166.8255999,-3.766,49.94499999999999,10.636273313524809,35.36,65.92,30.560000000000002,13.530000000000001,13.719999999999999,30.560000000000002,0,0,0,1,-3.0,0.12014557274486748,,-3.8107719462953216,8.400000000000006,,,,,,,,,,2026-04-27 22:36:39.315235+00:00,,,,
ETHUSDT,2026-04-28 00:12:26.523922+00:00,kucoin,2305.58,2305.58,-7.3e-05,30157840.0,695171385.6240001,-2.65,2404.43,2265.41,392597197.587,63.08,67.16,64.93,45.45,45.49,52.57,700836400.9089,-0.808,56.446666666666665,9.866583332981415,45.45,67.16,21.709999999999994,21.669999999999995,19.480000000000004,17.629999999999995,0,0,0,0,-2.65,0.6082979874674876,0.3451758827029526,-3.485844302043861,11.569999999999993,,,,,,,,,,2026-04-28 01:12:26.523922+00:00,,,,
ETHUSDT,2026-04-28 09:12:32.046598+00:00,kucoin,2285.63,2285.63,-3.6e-05,30965146.0,707826079.3848001,-1.4200000000000002,2329.68,2265.41,284338713.2724,48.5,51.3,48.8,39.82,41.34,51.01,706772402.9988,0.149,46.794999999999995,4.967815415250448,39.82,51.3,11.479999999999997,9.959999999999994,8.979999999999997,8.68,0,0,1,0,-1.4200000000000002,-0.865292030638698,0.7506494512114225,2.6769357487141043,-15.86,,,,,,,,,,2026-04-28 10:12:32.046598+00:00,,,,
ETHUSDT,2026-04-28 16:25:28.864080+00:00,kucoin,2279.06,2279.06,1.3e-05,31209003.0,711268782.8715001,0.1399999999999999,2310.61,2257.46,270344198.2398,53.71,58.47,52.59,40.32,40.66,50.5,713568754.5505002,-0.322,49.375,7.362843879914881,40.32,58.47,18.15,17.810000000000002,12.270000000000003,13.39,0,0,0,0,0.1399999999999999,-0.28744809964867946,0.6247162592306231,0.7875209114144077,7.170000000000002,,,,,,,,,,2026-04-28 17:25:28.864080+00:00,,,,
ETHUSDT,2026-04-28 20:50:08.986813+00:00,kucoin,2298.08,2298.08,1e-05,28961681.0,665562598.7248,0.26,2310.61,2257.46,272605815.029,54.23,55.04,60.2,53.69,46.02,51.99,672192812.3136,-0.986,53.528333333333336,4.605568006952743,46.02,60.2,14.18,9.019999999999996,6.510000000000005,0.5399999999999991,0,0,0,0,0.26,0.8345545970707136,0.6853169256327046,-7.200877259680483,-3.4299999999999997,,,,,,,,,,2026-04-28 21:50:08.986813+00:00,,,,
ETHUSDT,2026-04-29 00:08:01.591960+00:00,kucoin,2288.67,2288.67,-3.2e-05,28541881.0,653229467.8827,-0.51,2310.61,2257.46,263491825.367,52.25,54.0,51.75,48.14,44.25,51.54,651385669.5573,0.283,50.321666666666665,3.5326444296966355,44.25,54.0,9.75,9.75,3.6099999999999994,4.109999999999999,0,0,1,0,-0.51,-0.4094722550999075,0.6449754892657373,-1.4495014982037868,-1.0399999999999991,,,,,,,,,,2026-04-29 01:08:01.591960+00:00,,,,
ETHUSDT,2026-04-29 07:53:25.898144+00:00,kucoin,2323.58,2323.58,2.8e-05,28473141.0,661596209.6478001,1.81,2342.78,2257.46,298407133.0926,41.66,46.34,58.82,64.93,52.66,54.14,652990157.2796,1.318,53.09166666666666,8.372732926987862,41.66,64.93,23.27000000000001,-6.319999999999993,-6.1100000000000065,-23.27000000000001,0,0,1,0,1.81,1.5253400446547438,0.9014134342452751,-0.24083906733406435,-7.659999999999997,,,,,,,,,,2026-04-29 08:53:25.898144+00:00,,,,
ETHUSDT,2026-04-29 13:11:14.790397+00:00,kucoin,2313.68,2313.68,2.6e-05,29216687.0,675980643.7816,2.08,2346.45,2257.46,333003547.372,45.67,36.31,39.07,52.24,49.91,53.44,681064978.7184,-0.747,46.10666666666666,7.092826422990108,36.31,53.44,17.129999999999995,-13.599999999999994,-13.170000000000002,-6.57,0,0,0,0,2.08,-0.4260666729787643,0.9144051964147565,2.6113943663609085,-10.030000000000001,,,,,,,,,,2026-04-29 14:11:14.790397+00:00,,,,
ETHUSDT,2026-04-29 18:05:39.799652+00:00,kucoin,2269.41,2269.41,6.7e-05,28409976.0,644738836.3416,-0.8699999999999999,2346.45,2263.01,378515920.6416,39.84,42.95,35.68,36.81,41.03,49.81,676239540.7053,-4.658,41.02,5.071906939209355,35.68,49.81,14.130000000000003,1.9200000000000017,-1.1300000000000026,3.030000000000001,0,0,0,1,-0.8699999999999999,-1.913402026209332,1.1865752040029973,-2.7611309933942896,6.640000000000001,,,,,,,,,,2026-04-29 19:05:39.799652+00:00,,,,
ETHUSDT,2026-04-29 21:45:00.809610+00:00,2251.45,-1.69,2346.45,2219.89,472950828.2364,64.32,62.03,46.81,37.19,40.08,48.08,689832977.721,5.7e-05,,,,,,229944341.93368566,398275241.5035842,5.7e-05,689832977.721,689832977.720943,,,,1,1,0,0,62.03,-100.07446869450649,40.84061645267018,1564.7350502386907,689832934.7709999,,,,,,,,,,2026-04-29 22:45:00.809610+00:00,,,,
FARTCOINUSDT,2026-04-27 21:28:02.383816+00:00,kucoin,0.1968,0.1968,-4.7e-05,43824847.0,8633494.859000001,-4.279999999999999,0.214,0.1926,7173432.201,66.12,64.04,50.84,41.17,45.08,51.02,8632491.341,0.012,53.044999999999995,10.052513616006697,41.17,66.12,24.950000000000003,18.960000000000008,9.670000000000002,24.950000000000003,0,0,1,0,-4.279999999999999,,,,,,,,,,,,,,2026-04-27 22:28:02.383816+00:00,,,,
FARTCOINUSDT,2026-04-27 21:36:39.315235+00:00,kucoin,0.1976,0.1976,1e-06,43613496.0,8635472.208,-3.46,0.214,0.1926,7156138.2436,80.71,71.46,56.46,44.13,46.57,51.49,8756527.626,-1.382,58.47,14.58330415235175,44.13,80.71,36.57999999999999,24.889999999999993,12.329999999999998,36.57999999999999,0,2,0,0,-3.46,0.40650406504065817,,-0.48226295005662223,7.4199999999999875,,,,,,,,,,2026-04-27 22:36:39.315235+00:00,,,,
FARTCOINUSDT,2026-04-28 00:12:26.523922+00:00,kucoin,0.2013,0.2013,8.6e-05,43600136.0,8772347.3632,-2.98,0.214,0.1926,6912744.7616,46.99,56.78,61.41,51.1,50.11,52.64,8799180.6024,-0.305,53.17166666666666,5.158516905726553,46.99,61.41,14.419999999999995,6.670000000000002,10.309999999999995,-4.109999999999999,0,0,0,0,-2.98,1.8724696356275272,1.0365941959479816,-0.03063271974345083,-14.679999999999993,,,,,,,,,,2026-04-28 01:12:26.523922+00:00,,,,
FARTCOINUSDT,2026-04-28 09:12:32.046598+00:00,kucoin,0.1997,0.1997,-0.000181,40463504.0,8084608.0992,-0.84,0.2056,0.1926,6637379.318,68.39,61.16,54.55,50.08,49.07,52.16,7960362.8688,1.561,55.901666666666664,7.483302524064269,49.07,68.39,19.32,12.089999999999996,4.469999999999999,18.310000000000002,0,0,1,0,-0.84,-0.7948335817188346,1.335837667840793,-7.194087651469716,4.3799999999999955,,,,,,,,,,2026-04-28 10:12:32.046598+00:00,,,,
