symbol,scan_time,market_provider,price,mark_price,funding_rate,oi_contracts,oi_value_now,price_change_pct_24h,high_24h,low_24h,volume_24h,rsi_1m,rsi_5m,rsi_15m,rsi_1h,rsi_4h,rsi_1d,oi_value_1h_ago,oi_change_pct_1h,rsi_mean,rsi_std,rsi_min,rsi_max,rsi_range,rsi_divergence_5m_4h,rsi_divergence_15m_1h,rsi_divergence_1m_1h,n_tf_oversold,n_tf_overbought,oi_rising,oi_spike,price_momentum_24h,price_pct_change,price_rolling_std_6,oi_pct_change,rsi_5m_slope,target_time,future_scan_time,future_price,future_return_pct,label
BCHUSDT,2026-04-26 05:10:23.261140+00:00,kucoin,453.77,453.77,0.000178,2639250,11990112.75,-0.33,456.06,451.54,6271604.0862,75.48,69.89,64.8,53.06,50.34,52.0,11987841.25,0.019,60.92833333333334,10.590475752612187,50.34,75.48,25.14,19.549999999999997,11.739999999999995,22.42,0,1,1,0,-0.33,,,,,2026-04-26 06:10:23.261140+00:00,,,,
BEATUSDT,2026-04-26 05:10:23.261140+00:00,kucoin,0.56604,0.56604,-0.000427,2162571,12260263.7703,0.38,0.58407,0.54089,7238313.3742,57.26,52.35,54.48,53.15,54.59,61.72,12087860.3573,1.426,55.591666666666676,3.436541381486139,52.35,61.72,9.369999999999997,-2.240000000000002,1.3299999999999983,4.109999999999999,0,0,1,0,0.38,,,,,2026-04-26 06:10:23.261140+00:00,,,,
BSBUSDT,2026-04-26 05:10:23.261140+00:00,kucoin,0.6307,0.6307,4.3e-05,644050,4063891.095,28.98,0.79461,0.47021,20741221.8372,53.66,55.15,46.29,50.49,60.87,76.2,4595033.2374,-11.559,57.10999999999999,10.53761453081294,46.29,76.2,29.910000000000004,-5.719999999999999,-4.200000000000003,3.1699999999999946,0,1,0,1,28.98,,,,,2026-04-26 06:10:23.261140+00:00,,,,
BTCUSDT,2026-04-26 05:10:23.261140+00:00,kucoin,77786.7,77786.7,-3e-05,29335020,2281869119.9304004,0.27,77869.9,77102.5,183423504.134,66.62,70.84,68.63,57.8,53.88,63.11,2289758073.21576,-0.345,63.48,6.559131040008273,53.88,70.84,16.96,16.96,10.829999999999998,8.820000000000007,0,1,0,0,0.27,,,,,2026-04-26 06:10:23.261140+00:00,,,,
CAKEUSDT,2026-04-26 05:10:23.261140+00:00,kucoin,1.5133,1.5133,-0.000275,2182043,3300776.4461,0.54,1.5197,1.4903,5837732.9028,57.21,66.69,67.83,63.2,49.73,52.25,3300165.3153,0.019,59.48500000000001,7.58990316143757,49.73,67.83,18.1,16.96,4.6299999999999955,-5.990000000000002,0,0,1,0,0.54,,,,,2026-04-26 06:10:23.261140+00:00,,,,
CATIUSDT,2026-04-26 05:10:23.261140+00:00,kucoin,0.04712,0.04712,0.000664,8352390,393648.1407,-2.31,0.04841,0.04651,7846880.84096,58.72,65.41,59.97,48.89,51.97,48.62,404308.52253,-2.637,55.59666666666667,6.811589144000588,48.62,65.41,16.79,13.439999999999998,11.079999999999998,9.829999999999998,0,0,0,0,-2.31,,,,,2026-04-26 06:10:23.261140+00:00,,,,
CETUSUSDT,2026-04-26 05:10:23.261140+00:00,kucoin,0.02761,0.02761,0.000392,6266479,1735188.0351,-2.47,0.03197,0.02738,5010598.3828,56.33,33.61,31.48,40.57,50.89,61.77,1645239.5622,5.467,45.775,12.432518248528735,31.48,61.77,30.290000000000003,-17.28,-9.09,15.759999999999998,0,0,1,1,-2.47,,,,,2026-04-26 06:10:23.261140+00:00,,,,
CHIPUSDT,2026-04-26 05:10:23.261140+00:00,kucoin,0.06778,0.06778,0.000256,979733,6636711.341999999,-14.7,0.08195,0.06602,15570562.408,55.07,48.28,40.81,29.49,41.28,,6588399.174,0.733,42.986000000000004,9.53725484612842,29.49,55.07,25.580000000000002,7.0,11.320000000000004,25.580000000000002,1,0,1,0,-14.7,,,,,2026-04-26 06:10:23.261140+00:00,,,,
CROSSUSDT,2026-04-26 05:10:23.261140+00:00,kucoin,0.12854,0.12854,0.000713,1220130,1569209.193,6.909999999999999,0.13197,0.11584,13524182.6244,54.05,63.91,62.19,60.04,73.96,80.84,1529801.8029,2.576,65.83166666666666,9.80434070535427,54.05,80.84,26.790000000000006,-10.049999999999997,2.1499999999999986,-5.990000000000002,0,2,1,0,6.909999999999999,,,,,2026-04-26 06:10:23.261140+00:00,,,,
CUSDT,2026-04-26 05:10:23.261140+00:00,kucoin,0.07963,0.07963,-0.000398,3041404,2425519.69,-2.43,0.08695,0.07837,13202185.8426,56.34,49.64,42.34,39.49,45.52,53.67,2447717.305,-0.907,47.833333333333336,6.554899439859216,39.49,56.34,16.85,4.119999999999997,2.8500000000000014,16.85,0,0,0,0,-2.43,,,,,2026-04-26 06:10:23.261140+00:00,,,,
DOGEUSDT,2026-04-26 05:10:23.261140+00:00,kucoin,0.09822,0.09822,2.8e-05,7435784,73004527.312,-0.26,0.09905,0.09738,13524906.026,67.56,61.26,56.93,54.36,56.61,57.26,74741567.14400001,-2.324,58.99666666666667,4.7525852613779245,54.36,67.56,13.200000000000003,4.649999999999999,2.5700000000000003,13.200000000000003,0,0,0,0,-0.26,,,,,2026-04-26 06:10:23.261140+00:00,,,,
DOGSUSDT,2026-04-26 05:10:23.261140+00:00,kucoin,3.242e-05,3.242e-05,0.000122,75501937,2451547.89439,-0.88,3.292e-05,3.168e-05,5473080.04932,68.93,68.62,70.11,56.63,50.34,55.03,2458234.47396,-0.272,61.60999999999999,8.603280769566922,50.34,70.11,19.769999999999996,18.28,13.479999999999997,12.300000000000004,0,1,0,0,-0.88,,,,,2026-04-26 06:10:23.261140+00:00,,,,
ETHFIUSDT,2026-04-26 05:10:23.261140+00:00,kucoin,0.4337,0.4337,0.000101,3519698,1526844.9924,-2.88,0.4501,0.4327,6740873.0506,48.45,42.51,36.05,29.23,35.46,42.6,1538969.7024,-0.788,39.050000000000004,6.800802893776588,29.23,48.45,19.220000000000002,7.049999999999997,6.819999999999997,19.220000000000002,1,0,0,0,-2.88,,,,,2026-04-26 06:10:23.261140+00:00,,,,
ETHUSDT,2026-04-26 05:10:23.261140+00:00,kucoin,2318.95,2318.95,-1.1e-05,28781951,667439052.7145,0.15,2323.0,2300.54,105707929.4368,69.34,69.28,59.88,54.25,47.81,54.81,664600449.2089999,0.427,59.22833333333333,8.699313574453255,47.81,69.34,21.53,21.47,5.630000000000003,15.090000000000003,0,0,1,0,0.15,,,,,2026-04-26 06:10:23.261140+00:00,,,,
FILUSDT,2026-04-26 05:10:23.261140+00:00,kucoin,0.9449,0.9449,0.000228,106347096,10043419.74624,-0.43,0.9575,0.9292,10156487.74068,57.71,64.3,69.05,57.64,53.64,54.94,9931364.04192,1.128,59.54666666666666,5.933402621318281,53.64,69.05,15.409999999999997,10.659999999999997,11.409999999999997,0.07000000000000028,0,0,1,0,-0.43,,,,,2026-04-26 06:10:23.261140+00:00,,,,
FLOKIUSDT,2026-04-26 05:10:23.261140+00:00,kucoin,3.2376e-05,3.2376e-05,0.000341,1966232,6367838.9552,-1.83,3.325e-05,3.188e-05,8231942.7954,67.42,63.53,60.62,46.4,47.76,57.77,6335776.815199999,0.506,57.25,8.512076127479125,46.4,67.42,21.020000000000003,15.770000000000003,14.219999999999999,21.020000000000003,0,0,1,0,-1.83,,,,,2026-04-26 06:10:23.261140+00:00,,,,
GALAUSDT,2026-04-26 05:10:23.261140+00:00,kucoin,0.003445,0.003445,0.000402,1209087549,4172561.131599,-4.94,0.003759,0.003404,7171843.630212,68.0,58.98,53.01,46.53,55.69,59.48,4061223.402845,2.741,56.94833333333333,7.187654462108391,46.53,68.0,21.47,3.289999999999999,6.479999999999997,21.47,0,0,1,0,-4.94,,,,,2026-04-26 06:10:23.261140+00:00,,,,
GIGGLEUSDT,2026-04-26 05:10:23.261140+00:00,kucoin,34.11,34.11,7.6e-05,9054838,3087699.7580000004,-2.76,36.46,32.09,8371719.9412,51.71,47.48,56.04,51.36,45.64,52.1,2941263.7870000005,4.979,50.721666666666664,3.68511827037704,45.64,56.04,10.399999999999999,1.8399999999999963,4.68,0.3500000000000014,0,0,1,1,-2.76,,,,,2026-04-26 06:10:23.261140+00:00,,,,
HAEDALUSDT,2026-04-26 05:10:23.261140+00:00,kucoin,0.03441,0.03441,-0.000372,1965252,677029.314,-3.8,0.03812,0.0342,5342415.6204,36.13,39.83,40.86,42.32,50.37,58.83,685108.1835,-1.179,44.723333333333336,8.35911877333171,36.13,58.83,22.699999999999996,-10.54,-1.4600000000000009,-6.189999999999998,0,0,0,0,-3.8,,,,,2026-04-26 06:10:23.261140+00:00,,,,
HBARUSDT,2026-04-26 05:10:23.261140+00:00,kucoin,0.09183,0.09183,5.9e-05,13926339,12795520.2732,0.8500000000000001,0.0922,0.09018,6061481.3616,69.71,71.05,76.41,62.79,59.49,55.75,13151949.4384,-2.71,65.86666666666666,7.813766484011832,55.75,76.41,20.659999999999997,11.559999999999995,13.619999999999997,6.919999999999995,0,2,0,0,0.8500000000000001,,,,,2026-04-26 06:10:23.261140+00:00,,,,
HUSDT,2026-04-26 05:10:23.261140+00:00,kucoin,0.15163,0.15163,-0.000132,5453848,8245672.7912,4.71,0.15313,0.13948,5069907.7944,60.28,56.83,58.03,61.09,67.88,68.2,8294584.268099999,-0.59,62.05166666666667,4.88415158104933,56.83,68.2,11.370000000000005,-11.049999999999997,-3.0600000000000023,-0.8100000000000023,0,0,0,0,4.71,,,,,2026-04-26 06:10:23.261140+00:00,,,,
HYPERUSDT,2026-04-26 05:10:23.261140+00:00,kucoin,0.12826,0.12826,0.000965,4169573,5348728.2444,23.43,0.18127,0.10301,20042072.9802,38.08,34.88,30.25,43.45,57.45,62.82,5063797.8396000005,5.627,44.48833333333334,12.971120871638915,30.25,62.82,32.57,-22.57,-13.200000000000003,-5.3700000000000045,0,0,1,1,23.43,,,,,2026-04-26 06:10:23.261140+00:00,,,,
HYPEUSDT,2026-04-26 05:10:23.261140+00:00,kucoin,41.396,41.396,1.7e-05,16818134,69615302.0662,0.83,41.89,40.836,15992856.8954,57.67,55.59,52.42,51.61,51.09,53.49,69697653.4397,-0.118,53.645,2.5368306999088452,51.09,57.67,6.579999999999998,4.5,0.8100000000000023,6.060000000000002,0,0,0,0,0.83,,,,,2026-04-26 06:10:23.261140+00:00,,,,
IDOLUSDT,2026-04-26 05:10:23.261140+00:00,kucoin,0.02262,0.02262,0.002428,504091,1138741.569,-5.12,0.02393,0.0224,17875235.774,52.98,55.75,53.22,36.38,36.77,46.82,1157066.577,-1.584,46.98666666666667,8.584636664802222,36.38,55.75,19.369999999999997,18.979999999999997,16.839999999999996,16.599999999999994,0,0,0,0,-5.12,,,,,2026-04-26 06:10:23.261140+00:00,,,,
JELLYJELLYUSDT,2026-04-26 05:10:23.261140+00:00,kucoin,0.047947,0.047947,0.000569,3205411,15393665.7864,5.67,0.053107,0.045263,8200985.1814,47.5,38.64,43.15,52.69,69.0,52.33,15396989.0472,-0.022,50.55166666666667,10.526738177928939,38.64,69.0,30.36,-30.36,-9.54,-5.189999999999998,0,0,0,0,5.67,,,,,2026-04-26 06:10:23.261140+00:00,,,,
LABUSDT,2026-04-26 05:10:23.261140+00:00,kucoin,0.80492,0.80492,0.000996,837121,6719821.4033,9.94,0.94504,0.62546,8594514.8432,52.16,46.34,47.29,52.38,59.14,73.18,6559652.6864,2.442,55.08166666666667,9.969771144147026,46.34,73.18,26.840000000000003,-12.799999999999997,-5.090000000000003,-0.22000000000000597,0,1,1,0,9.94,,,,,2026-04-26 06:10:23.261140+00:00,,,,
MOODENGUSDT,2026-04-26 05:10:23.261140+00:00,kucoin,0.05806,0.05806,0.00012,8446080,4902104.832,-1.15,0.05943,0.05684,7261393.2728,70.82,62.67,61.07,51.91,48.96,58.3,4994795.2924,-1.856,58.955000000000005,7.861472508379075,48.96,70.82,21.859999999999992,13.71,9.160000000000004,18.909999999999997,0,1,0,0,-1.15,,,,,2026-04-26 06:10:23.261140+00:00,,,,
MOVRUSDT,2026-04-26 05:10:23.261140+00:00,kucoin,2.3597,2.3597,0.00017,18326658,4325091.288,3.32,2.82,2.2,5969101.8104,62.93,56.3,46.02,49.43,54.74,59.9,4358847.548,-0.774,54.88666666666666,6.3283605038482635,46.02,62.93,16.909999999999997,1.5599999999999952,-3.4099999999999966,13.5,0,0,0,0,3.32,,,,,2026-04-26 06:10:23.261140+00:00,,,,
MUSDT,2026-04-26 05:10:23.261140+00:00,kucoin,4.33161,4.33161,-0.000221,514510,22287029.67,-0.16,4.45816,4.01999,14611634.5798,55.56,54.52,50.46,49.04,52.02,71.96,22237908.192,0.221,55.593333333333334,8.379581532908825,49.04,71.96,22.919999999999995,2.5,1.4200000000000017,6.520000000000003,0,1,1,0,-0.16,,,,,2026-04-26 06:10:23.261140+00:00,,,,
OPGUSDT,2026-04-26 05:10:23.261140+00:00,kucoin,0.29248,0.29248,-0.000944,557107,1628869.4466,5.0,0.31482,0.2481,7610408.751,62.43,65.56,66.24,59.36,80.5,,1658262.4079999998,-1.773,66.81800000000001,8.12388576975329,59.36,80.5,21.14,-14.939999999999998,6.8799999999999955,3.0700000000000003,0,1,0,0,5.0,,,,,2026-04-26 06:10:23.261140+00:00,,,,
ORCAUSDT,2026-04-26 05:10:23.261140+00:00,kucoin,1.5057,1.5057,-0.02,4747286,7214925.262800001,63.03,1.7604,0.9415,10365052.5268,22.65,42.32,56.1,70.63,72.89,85.36,5570273.6928,29.526,58.324999999999996,22.927100776155715,22.65,85.36,62.71,-30.57,-14.529999999999994,-47.98,1,3,1,1,63.03,,,,,2026-04-26 06:10:23.261140+00:00,,,,
ORDIUSDT,2026-04-26 05:10:23.261140+00:00,kucoin,4.7432,4.7432,0.000655,25957569,12300513.22203,-2.45,4.9013,4.5486,5165095.0138,66.67,65.95,68.15,55.87,53.49,56.01,12381792.35217,-0.656,61.02333333333333,6.563348738766415,53.49,68.15,14.660000000000004,12.46,12.280000000000008,10.800000000000004,0,0,0,0,-2.45,,,,,2026-04-26 06:10:23.261140+00:00,,,,
PENGUUSDT,2026-04-26 05:10:23.261140+00:00,kucoin,0.008701,0.008701,5e-05,119296643,10360913.44455,2.49,0.00869,0.00834,8980975.43696,63.11,59.96,60.64,61.07,59.79,66.67,10908871.63335,-5.023,61.873333333333335,2.6345752345808364,59.79,66.67,6.880000000000003,0.1700000000000017,-0.4299999999999997,2.039999999999999,0,0,0,1,2.49,,,,,2026-04-26 06:10:23.261140+00:00,,,,
PEPEUSDT,2026-04-26 05:10:23.261140+00:00,kucoin,3.8566e-06,3.8566e-06,-9.4e-05,13230657,26540750.864628,-0.16,3.8942e-06,3.7813e-06,16141528.34632,66.48,62.37,59.98,55.09,52.81,56.43,26674170.190668,-0.5,58.86000000000001,5.066738595980652,52.81,66.48,13.670000000000002,9.559999999999995,4.8899999999999935,11.39,0,0,0,0,-0.16,,,,,2026-04-26 06:10:23.261140+00:00,,,,
PIPPINUSDT,2026-04-26 05:10:23.261140+00:00,kucoin,0.0285,0.0285,0.000788,15775909,4481935.746900001,7.02,0.03281,0.02658,5824237.9762,47.46,36.96,31.8,42.22,55.42,35.63,4481395.1046,0.012,41.58166666666667,8.70545671786763,31.8,55.42,23.62,-18.46,-10.419999999999998,5.240000000000002,0,0,1,0,7.02,,,,,2026-04-26 06:10:23.261140+00:00,,,,
RAVEUSDT,2026-04-26 05:10:23.261140+00:00,kucoin,0.94075,0.94075,0.002024,2960439,27900657.3555,4.3,1.11629,0.711,28261502.4634,36.33,35.37,46.87,51.28,37.89,45.24,27837249.3195,0.228,42.163333333333334,6.529482878962673,35.37,51.28,15.910000000000004,-2.520000000000003,-4.410000000000004,-14.950000000000003,0,0,1,0,4.3,,,,,2026-04-26 06:10:23.261140+00:00,,,,
RAYUSDT,2026-04-26 05:10:23.261140+00:00,kucoin,0.8076,0.8076,-0.006,5190768,4112126.4096,22.02,0.877,0.6632,11745042.0688,30.71,39.79,53.84,76.19,75.53,72.22,3483055.4414,18.061,58.04666666666666,19.66736450739312,30.71,76.19,45.48,-35.74,-22.349999999999994,-45.48,0,3,1,1,22.02,,,,,2026-04-26 06:10:23.261140+00:00,,,,
RIVERUSDT,2026-04-26 05:10:23.261140+00:00,kucoin,6.631,6.631,0.000659,4852318,32122345.16,4.16,6.791,6.028,6974643.168,44.84,45.53,57.88,59.58,56.55,39.31,32218672.78,-0.299,50.615,8.430736029552817,39.31,59.58,20.269999999999996,-11.019999999999996,-1.6999999999999957,-14.739999999999995,0,0,0,0,4.16,,,,,2026-04-26 06:10:23.261140+00:00,,,,
SANDUSDT,2026-04-26 05:10:23.261140+00:00,kucoin,0.0801,0.0801,-0.000484,22584193,1812833.17211,-0.52,0.08633,0.07864,5215127.43854,69.78,58.68,53.24,50.9,54.12,52.09,1847187.84914,-1.86,56.46833333333334,7.045635291914184,50.9,69.78,18.880000000000003,4.560000000000002,2.3400000000000034,18.880000000000003,0,0,0,0,-0.52,,,,,2026-04-26 06:10:23.261140+00:00,,,,
SIRENUSDT,2026-04-26 05:10:23.261140+00:00,kucoin,0.66685,0.66685,-0.001398,1401340,9364594.684,-0.84,0.81002,0.65578,5163347.614,44.76,46.37,41.29,43.6,46.95,48.07,8145287.488,14.969,45.173333333333325,2.4781337063739457,41.29,48.07,6.780000000000001,-0.5800000000000054,-2.3100000000000023,1.1599999999999966,0,0,1,1,-0.84,,,,,2026-04-26 06:10:23.261140+00:00,,,,
SKYAIUSDT,2026-04-26 05:10:23.261140+00:00,kucoin,0.1898,0.1898,0.000891,5190211,9852577.5413,-3.01,0.20438,0.18911,23030736.8806,42.82,37.22,24.83,34.0,49.75,67.13,10289509.2523,-4.246,42.625,14.63943543993415,24.83,67.13,42.3,-12.530000000000001,-9.170000000000002,8.82,1,0,0,1,-3.01,,,,,2026-04-26 06:10:23.261140+00:00,,,,
SOLUSDT,2026-04-26 05:10:23.261140+00:00,kucoin,86.433,86.433,-0.000115,39708886,343215814.36380005,0.29,86.787,85.518,59219011.1038,56.62,61.63,62.43,55.43,52.26,52.14,340989628.72920007,0.653,56.751666666666665,4.455295351227197,52.14,62.43,10.29,9.370000000000005,7.0,1.1899999999999977,0,0,1,0,0.29,,,,,2026-04-26 06:10:23.261140+00:00,,,,
SOMIUSDT,2026-04-26 05:10:23.261140+00:00,kucoin,0.1991,0.1991,-0.001658,11859208,2337449.8968,17.16,0.2558,0.1705,6028428.168,23.86,24.73,39.48,54.99,66.36,66.79,2169498.2274,7.741,46.035000000000004,19.55847309991248,23.86,66.79,42.93000000000001,-41.629999999999995,-15.510000000000005,-31.130000000000003,2,0,1,1,17.16,,,,,2026-04-26 06:10:23.261140+00:00,,,,
SOONUSDT,2026-04-26 05:10:23.261140+00:00,kucoin,0.1834,0.1834,0.000861,35520149,6515105.72958,-21.3,0.23767,0.18025,9097032.0856,61.95,44.59,38.85,37.14,46.4,57.47,6469661.7738,0.702,47.73333333333334,9.997068903767078,37.14,61.95,24.810000000000002,-1.8099999999999952,1.7100000000000009,24.810000000000002,0,0,1,0,-21.3,,,,,2026-04-26 06:10:23.261140+00:00,,,,
SUIUSDT,2026-04-26 05:10:23.261140+00:00,kucoin,0.9397,0.9397,0.000212,77614394,73081713.39039999,-0.49,0.9547,0.9315,5128681.9822,70.7,71.35,64.04,51.96,47.3,50.28,73019793.7744,0.085,59.27166666666667,10.741147828173053,47.3,71.35,24.049999999999997,24.049999999999997,12.080000000000005,18.740000000000002,0,2,1,0,-0.49,,,,,2026-04-26 06:10:23.261140+00:00,,,,
TACUSDT,2026-04-26 05:10:23.261140+00:00,kucoin,0.008569,0.008569,0.001165,6274591,5369794.9778,-2.58,0.009072,0.007965,11026063.361,58.74,59.78,53.55,49.96,57.44,80.93,5394257.165,-0.453,60.06666666666667,10.850179107584664,49.96,80.93,30.970000000000006,2.3400000000000034,3.5899999999999963,8.780000000000001,0,1,0,0,-2.58,,,,,2026-04-26 06:10:23.261140+00:00,,,,
TAOUSDT,2026-04-26 05:10:23.261140+00:00,kucoin,245.93,245.93,-0.000219,10013521,24676319.8003,-0.84,253.4,244.6,5468736.86,57.47,57.07,51.98,44.59,48.14,42.69,24197979.4559,1.977,50.32333333333333,6.248883633631424,42.69,57.47,14.780000000000001,8.93,7.3899999999999935,12.879999999999995,0,0,1,0,-0.84,,,,,2026-04-26 06:10:23.261140+00:00,,,,
TRADOORUSDT,2026-04-26 05:10:23.261140+00:00,kucoin,0.803,0.803,-0.000345,4148543,3306388.771,-38.37,1.361,0.758,9172158.412,45.31,40.43,39.84,19.21,21.92,32.71,3387311.369,-2.389,33.23666666666667,10.641476714566766,19.21,45.31,26.1,18.509999999999998,20.630000000000003,26.1,2,0,0,0,-38.37,,,,,2026-04-26 06:10:23.261140+00:00,,,,
TRUMPUSDT,2026-04-26 05:10:23.261140+00:00,kucoin,2.631,2.631,-0.001163,27845065,7328821.108,-9.81,2.983,2.467,13068108.9028,55.76,54.87,61.78,44.06,37.31,38.01,7109426.800000001,3.086,48.63166666666667,10.242154883942472,37.31,61.78,24.47,17.559999999999995,17.72,11.699999999999996,0,0,1,1,-9.81,,,,,2026-04-26 06:10:23.261140+00:00,,,,
TRXUSDT,2026-04-26 05:10:23.261140+00:00,kucoin,0.32362,0.32362,-0.000157,549610,17791425.31,-0.05,0.32451,0.32075,5731623.412,40.24,43.77,43.26,46.06,36.94,53.57,17920876.939,-0.722,43.973333333333336,5.66402565907559,36.94,53.57,16.630000000000003,6.830000000000005,-2.8000000000000043,-5.82,0,0,0,0,-0.05,,,,,2026-04-26 06:10:23.261140+00:00,,,,
USELESSUSDT,2026-04-26 05:10:23.261140+00:00,kucoin,0.04063,0.04063,-0.000481,4395591,1786368.1824,-3.81,0.04265,0.04018,8563811.8726,51.46,53.61,50.28,35.99,40.82,50.41,1784641.7952,0.097,47.095,7.004691998938996,35.99,53.61,17.619999999999997,12.79,14.29,15.469999999999999,0,0,1,0,-3.81,,,,,2026-04-26 06:10:23.261140+00:00,,,,
VELVETUSDT,2026-04-26 05:10:23.261140+00:00,kucoin,0.09925,0.09925,0.000966,1812240,1800460.44,3.54,0.10521,0.09137,11862988.8816,55.44,48.85,46.84,52.09,55.8,61.55,1784189.8905,0.912,53.428333333333335,5.325250854811127,46.84,61.55,14.709999999999994,-6.949999999999996,-5.25,3.3499999999999943,0,0,1,0,3.54,,,,,2026-04-26 06:10:23.261140+00:00,,,,
VIRTUALUSDT,2026-04-26 05:10:23.261140+00:00,kucoin,0.7,0.7,-0.000111,4776735,3342281.4795,-0.19,0.7117,0.6905,9812209.6138,64.47,65.17,59.59,50.9,50.12,52.33,3329127.1195,0.395,57.096666666666664,6.8637472758447835,50.12,65.17,15.050000000000004,15.050000000000004,8.690000000000005,13.57,0,0,1,0,-0.19,,,,,2026-04-26 06:10:23.261140+00:00,,,,
