symbol,scan_time,market_provider,price,mark_price,funding_rate,oi_contracts,oi_value_now,price_change_pct_24h,high_24h,low_24h,volume_24h,rsi_1m,rsi_5m,rsi_15m,rsi_1h,rsi_4h,rsi_1d,oi_value_1h_ago,oi_change_pct_1h,rsi_mean,rsi_std,rsi_min,rsi_max,rsi_range,rsi_divergence_5m_4h,rsi_divergence_15m_1h,rsi_divergence_1m_1h,n_tf_oversold,n_tf_overbought,oi_rising,oi_spike,price_momentum_24h,price_pct_change,price_rolling_std_6,oi_pct_change,rsi_5m_slope,target_time,future_scan_time,future_price,future_return_pct,label
AAVEUSDT,2026-04-26 05:10:23.261140+00:00,kucoin,93.96,93.96,1.5e-05,11744854,11026068.9352,-0.38,96.33,93.06,7577577.8258,70.55,66.96,56.01,47.1,48.39,44.76,11118392.4048,-0.83,55.62833333333333,10.903715727524569,44.76,70.55,25.79,18.569999999999993,8.909999999999997,23.449999999999996,0,1,0,0,-0.38,,,,,2026-04-26 06:10:23.261140+00:00,2026-04-26 06:31:23.857015+00:00,94.76,0.8514261387824728,1.0
AAVEUSDT,2026-04-26 06:31:23.857015+00:00,kucoin,94.76,94.76,4.1e-05,11700431,11087328.4156,0.24,96.33,93.06,7665096.4358,53.62,61.5,63.56,54.95,51.51,45.72,10986761.5228,0.915,55.14333333333334,6.566669373941914,45.72,63.56,17.840000000000003,9.990000000000002,8.61,-1.3300000000000054,0,0,1,0,0.24,0.8514261387824629,,-0.3782337353874343,-5.459999999999994,2026-04-26 07:31:23.857015+00:00,,,,
AAVEUSDT,2026-04-26 09:40:11.454026+00:00,kucoin,95.42,95.42,4.5e-05,11828145,11295878.475,0.2299999999999999,96.33,93.06,7613216.2168,65.96,71.9,68.04,61.49,54.22,46.58,11197573.64,0.878,61.365,9.447949512989581,46.58,71.9,25.320000000000007,17.680000000000007,6.550000000000004,4.469999999999992,0,1,1,0,0.2299999999999999,0.6964964119881678,0.10955186042362519,1.091532440129761,10.400000000000006,2026-04-26 10:40:11.454026+00:00,,,,
AAVEUSDT,2026-04-26 11:58:52.180560+00:00,kucoin,95.84,95.84,6.5e-05,11520143,11035144.9797,0.29,96.33,93.06,7126400.6298,47.91,58.96,68.23,64.14,55.3,46.96,11080017.8052,-0.405,56.916666666666664,8.56985569695702,46.96,68.23,21.270000000000003,3.6600000000000037,4.090000000000003,-16.230000000000004,0,0,0,0,0.29,0.4401592957451239,0.2077066655928716,-2.603975517716428,-12.940000000000005,2026-04-26 12:58:52.180560+00:00,,,,
ADAUSDT,2026-04-26 05:10:23.261140+00:00,kucoin,0.25025,0.25025,1.1e-05,17797847,44540891.9022,-0.1699999999999999,0.25389,0.24812,8220190.5362,56.17,58.13,57.08,50.09,50.07,49.21,44547964.2498,-0.016,53.458333333333336,4.078452729487822,49.21,58.13,8.920000000000002,8.060000000000002,6.989999999999995,6.079999999999998,0,0,0,0,-0.1699999999999999,,,,,2026-04-26 06:10:23.261140+00:00,2026-04-26 06:31:23.857015+00:00,0.25141,0.4635364635364835,0.0
ADAUSDT,2026-04-26 06:31:23.857015+00:00,kucoin,0.25141,0.25141,1.9e-05,17640242,44345804.3638,-0.15,0.25389,0.24812,8069683.0176,59.76,63.22,64.84,57.14,52.95,50.09,44632218.0186,-0.642,58.0,5.760933952060203,50.09,64.84,14.75,10.269999999999996,7.700000000000003,2.6199999999999974,0,0,0,0,-0.15,0.4635364635364736,,-0.8855284574589284,5.089999999999996,2026-04-26 07:31:23.857015+00:00,,,,
ADAUSDT,2026-04-26 09:40:11.454026+00:00,kucoin,0.25185,0.25185,5.9e-05,16820094,42364770.7578,-0.35,0.25389,0.24812,9063784.4172,44.81,54.73,59.28,59.9,54.05,50.44,42360463.7808,0.01,53.86833333333333,5.661262815544483,44.81,59.9,15.089999999999996,0.6799999999999997,-0.6199999999999974,-15.089999999999996,0,0,1,0,-0.35,0.17501292709121152,0.2040169491523688,-4.649301296433461,-8.490000000000002,2026-04-26 10:40:11.454026+00:00,,,,
ADAUSDT,2026-04-26 11:58:52.180560+00:00,kucoin,0.25364,0.25364,8.9e-05,16988695,43069739.564,0.76,0.25449,0.24812,8722150.1268,40.8,59.73,67.15,68.06,57.5,51.57,42176319.87280001,2.118,57.468333333333334,10.233844666920966,40.8,68.06,27.260000000000005,2.229999999999997,-0.9099999999999966,-27.260000000000005,0,0,1,0,0.76,0.7107405201508765,0.26812923832081403,1.0023784647101186,5.0,2026-04-26 12:58:52.180560+00:00,,,,
AGTUSDT,2026-04-26 05:10:23.261140+00:00,kucoin,0.01622,0.01622,0.001504,1474251,2431482.1743,48.2,0.018723,0.010901,7937712.7078,68.85,62.63,58.88,68.08,69.73,61.1,2484522.0130000003,-2.135,64.87833333333334,4.579831510729041,58.88,69.73,10.850000000000001,-7.100000000000001,-9.199999999999996,0.769999999999996,0,0,0,0,48.2,,,,,2026-04-26 06:10:23.261140+00:00,2026-04-26 06:31:23.857015+00:00,0.016635,2.5585696670776956,1.0
AGTUSDT,2026-04-26 06:31:23.857015+00:00,kucoin,0.016635,0.016635,0.001537,1552256,2576434.5088000004,50.05,0.018723,0.010901,8230036.2166,54.77,56.08,56.7,68.4,69.95,61.21,2551612.1998,0.973,61.185,6.575873326030544,54.77,69.95,15.18,-13.870000000000005,-11.700000000000003,-13.630000000000003,0,0,1,0,50.05,2.5585696670777036,,5.291161410099088,-6.550000000000004,2026-04-26 07:31:23.857015+00:00,,,,
