symbol,scan_time,price,price_change_pct_24h,high_24h,low_24h,volume_24h,rsi_1m,rsi_5m,rsi_15m,rsi_1h,rsi_4h,rsi_1d,oi_contracts,funding_rate
RIVERUSDT,2026-05-02T14:13:52.946253+00:00,6.774,1.15,6.792,6.367,17658081.372,69.99,68.03,82.35,64.35,54.6,35.96,34996245.24,0.000949
BUSDT,2026-05-02T14:13:52.946253+00:00,0.36197,32.2,0.38706,0.26494,16514845.7742,60.47,56.32,57.29,67.12,92.38,82.94,4852700.1292,0.001002
ASTERUSDT,2026-05-02T14:13:52.946253+00:00,0.6592,-0.16,0.66174,0.65194,15937251.81182,69.84,69.7,67.22,56.61,50.09,43.73,32383764.275200002,0.000117
ADAUSDT,2026-05-02T14:13:52.946253+00:00,0.2488,-0.5,0.25103,0.2469,15840243.9582,54.35,59.24,60.44,52.84,49.22,44.58,43239593.904,0.000159
APEUSDT,2026-05-02T14:13:52.946253+00:00,0.1856,13.389999999999999,0.1887,0.163,15554035.10758,51.38,65.22,66.32,64.44,62.17,58.94,12451333.87392,-0.000699
AINUSDT,2026-05-02T14:13:52.946253+00:00,0.09689,6.39,0.09759,0.08903,15413040.0378,48.54,64.82,67.11,61.26,62.37,60.94,4050570.7443000004,0.000684
HUSDT,2026-05-02T14:13:52.946253+00:00,0.18957,-0.26,0.20042,0.1822,15158780.3034,44.9,38.4,44.04,46.46,59.79,70.63,11794969.571999999,0.000299
BCHUSDT,2026-05-02T14:13:52.946253+00:00,446.04,-2.06,458.11,444.41,14309597.5136,45.06,46.18,34.77,37.63,44.34,47.76,11153667.3192,0.000104
BASUSDT,2026-05-02T14:13:52.946253+00:00,0.017327,0.9900000000000001,0.01914,0.015113,13467103.23914,51.31,72.18,66.59,55.72,57.42,62.99,1623268.38591,0.000384
ORCAUSDT,2026-05-02T14:13:52.946253+00:00,2.1438,6.43,2.398,1.9072,12518239.7392,39.96,40.56,51.57,57.41,67.73,85.54,12893248.3914,-0.000148
ZENUSDT,2026-05-02T14:13:52.946253+00:00,6.192,5.800000000000001,6.661,5.81,11773853.9824,54.61,59.38,54.58,52.32,55.74,53.26,4395037.6368,-0.000485
1000BONKUSDT,2026-05-02T14:13:52.946253+00:00,0.006263,-1.0999999999999999,0.006378,0.006186,11695968.862,60.78,68.44,63.59,51.63,48.14,48.49,4546192.703000001,7.9e-05
DASHUSDT,2026-05-02T14:13:52.946253+00:00,37.03,2.91,38.8,35.81,11489970.25,40.62,43.22,47.78,50.32,56.73,54.99,9219546.4718,-0.000382
SOONUSDT,2026-05-02T14:13:52.946253+00:00,0.17781,4.25,0.17775,0.16801,11421804.20664,67.36,74.96,77.83,69.96,54.24,50.57,4284421.56624,0.001084
AAVEUSDT,2026-05-02T14:13:52.946253+00:00,92.29,-1.7000000000000002,93.93,91.5,11269207.737,39.77,48.2,55.16,46.48,38.71,39.65,15859925.752000002,-1.6e-05
IDOLUSDT,2026-05-02T14:13:52.946253+00:00,0.02288,-0.65,0.02379,0.02249,10993716.2,52.09,63.69,58.73,47.65,44.65,45.93,1345689.4880000001,-0.000273
XLMUSDT,2026-05-02T14:13:52.946253+00:00,0.15994,-1.0699999999999998,0.1626,0.15876,10863771.588,49.97,59.12,65.15,50.57,38.21,40.18,9091509.405,-0.000105
MOODENGUSDT,2026-05-02T14:13:52.946253+00:00,0.06167,-0.35000000000000003,0.06272,0.05948,10121816.621,73.55,75.32,70.65,54.26,52.26,54.64,4076247.6258,8.7e-05
TRXUSDT,2026-05-02T14:13:52.946253+00:00,0.33182,1.6099999999999999,0.33183,0.32562,10069142.008,63.08,62.55,67.05,75.74,77.52,60.97,19762900.562,0.000251
AIXBTUSDT,2026-05-02T14:13:52.946253+00:00,0.03128,1.66,0.03111,0.02922,10005141.7424,78.94,76.46,72.79,62.69,58.02,57.57,1355014.5664000001,-0.000301
USELESSUSDT,2026-05-02T14:13:52.946253+00:00,0.03975,1.78,0.04016,0.03848,9832821.9982,74.1,72.43,68.94,63.48,52.11,45.48,1478935.7175,-0.000176
TACUSDT,2026-05-02T14:13:52.946253+00:00,0.020565,16.86,0.024529,0.01668,9720026.0192,34.61,27.8,33.56,54.41,66.39,80.43,12056584.968,0.000887
ZBTUSDT,2026-05-02T14:13:52.946253+00:00,0.19399,3.2300000000000004,0.21389,0.18543,9697300.855,56.93,55.46,58.07,54.2,52.12,59.0,9193709.873,2.5e-05
GIGGLEUSDT,2026-05-02T14:13:52.946253+00:00,30.49,0.42,30.67,29.41,9548714.1106,64.9,72.37,70.74,55.71,36.11,42.38,2516875.7142,-5.8e-05
RAYUSDT,2026-05-02T14:13:52.946253+00:00,0.844,2.41,0.8511,0.8059,9510564.0822,46.57,51.1,61.35,61.92,61.33,64.04,1998430.7959999999,-0.000338
CUSDT,2026-05-02T14:13:52.946253+00:00,0.07623,-3.08,0.08062,0.07498,9309163.0846,19.88,35.45,39.73,45.18,46.45,47.12,3784189.0779000004,0.000649
XMRUSDT,2026-05-02T14:13:52.946253+00:00,386.65,0.88,388.26,374.8,8901494.7642,59.92,58.75,56.46,58.74,55.05,58.65,27739952.927500002,0.000238
CROSSUSDT,2026-05-02T14:13:52.946253+00:00,0.10755,5.3,0.11014,0.09993,8755779.1412,37.45,49.93,57.11,66.72,57.43,57.49,646842.267,-0.000385
VELVETUSDT,2026-05-02T14:13:52.946253+00:00,0.09804,-7.3999999999999995,0.10651,0.09259,8714646.7842,42.14,38.71,37.32,32.88,31.76,52.44,1566289.0008,-0.000517
BIOUSDT,2026-05-02T14:13:52.946253+00:00,0.0616,54.279999999999994,0.06262,0.03989,8430573.13792,68.6,74.05,78.38,83.82,82.6,74.95,14023357.8408,-0.000501
TONUSDT,2026-05-02T14:13:52.946253+00:00,1.3287,-0.9400000000000001,1.3419,1.3086,7605399.9526,24.82,30.12,39.55,50.11,51.79,48.23,30719800.4391,-2.2e-05
BSBUSDT,2026-05-02T14:13:52.946253+00:00,0.58664,19.040000000000003,0.59939,0.47494,7369000.3484,42.27,48.09,54.1,60.0,46.74,55.01,5903235.125600001,-9e-05
WIFUSDT,2026-05-02T14:13:52.946253+00:00,0.1908,0.79,0.1974,0.1854,6990295.21,56.28,56.97,60.97,57.89,55.34,47.7,12197992.824,-0.000136
INJUSDT,2026-05-02T14:13:52.946253+00:00,3.773,2.85,3.897,3.584,6673549.03,62.13,48.65,44.96,57.49,62.35,65.11,6545807.884000001,0.000104
CHIPUSDT,2026-05-02T14:13:52.946253+00:00,0.06665,6.460000000000001,0.06906,0.06194,6413276.542,41.08,49.46,47.61,56.39,48.6,49.72,9583610.165000001,0.000318
HBARUSDT,2026-05-02T14:13:52.946253+00:00,0.08819,-0.31,0.08867,0.0876,6212522.0164,51.56,61.5,59.18,53.45,40.9,42.42,11381876.3615,-0.000113
WLDUSDT,2026-05-02T14:13:52.946253+00:00,0.237,-1.16,0.2404,0.2307,6189206.014,63.89,56.95,57.59,47.48,31.63,31.71,10930876.08,-0.000636
PAXGUSDT,2026-05-02T14:13:52.946253+00:00,4603.25,-0.54,4651.85,4600.02,6169244.40884,33.47,43.46,46.83,46.37,46.62,36.68,55254457.7135,0.000154
BNBUSDT,2026-05-02T14:13:52.946253+00:00,616.65,-0.8099999999999999,622.62,613.76,6082963.6166,42.91,59.74,62.42,48.87,39.54,42.09,26996597.8425,-2.5e-05
SUIUSDT,2026-05-02T14:13:52.946253+00:00,0.9202,-0.36,0.9277,0.9144,6021014.0858,53.46,57.89,56.42,52.03,46.39,42.48,76343045.8272,-4e-05
CAKEUSDT,2026-05-02T14:13:52.946253+00:00,1.4619,0.08,1.4649,1.4456,5856550.1132,77.52,80.18,77.73,60.17,42.94,42.07,2831242.7253,0.000277
ETHFIUSDT,2026-05-02T14:13:52.946253+00:00,0.4136,-0.5499999999999999,0.4166,0.4075,5850309.7912,57.31,69.81,66.31,52.4,41.21,35.38,1458887.5576000002,5.9e-05
LUNCUSDT,2026-05-02T14:13:52.946253+00:00,7.8806e-05,10.27,7.964e-05,6.6424e-05,5813341.162976,48.89,65.41,71.33,70.88,66.81,82.83,6073109.839524,-0.00025
CLUSDT,2026-05-02T14:13:52.946253+00:00,102.494,2.22,102.785,99.0,5593081.6414,59.86,40.14,36.93,37.14,46.5,52.82,5561416.6846,-0.000223
SPXUSDT,2026-05-02T14:13:52.946253+00:00,0.3718,-0.29,0.3798,0.3671,5533758.4724,54.3,60.97,53.55,47.43,46.65,53.63,6149080.1086,-0.000372
LINKUSDT,2026-05-02T14:13:52.946253+00:00,9.105,-1.66,9.276,9.066,5508324.6624,49.76,56.35,60.31,45.14,39.9,44.2,25978281.2925,9e-06
AGTUSDT,2026-05-02T14:13:52.946253+00:00,0.017882,0.8099999999999999,0.018782,0.016769,5162564.1704,42.39,31.11,43.57,50.2,49.98,52.98,2133574.7361999997,0.001313
FARTCOINUSDT,2026-05-02T14:13:52.946253+00:00,0.2054,0.0,0.2089,0.2028,5087786.6576,60.62,59.34,53.84,51.03,51.25,50.39,8663187.0208,0.000411
AIGENSYNUSDT,2026-05-02T14:13:52.946253+00:00,0.03091,-18.02,0.03812,0.02816,5066339.81,62.37,58.6,43.28,29.78,25.42,,2086421.909,0.001109
