symbol,scan_time,market_provider,price,mark_price,funding_rate,oi_contracts,oi_value_now,price_change_pct_24h,high_24h,low_24h,volume_24h,rsi_1m,rsi_5m,rsi_15m,rsi_1h,rsi_4h,rsi_1d,oi_value_1h_ago,oi_change_pct_1h
TIAUSDT,2026-04-29T07:53:25.898144+00:00,kucoin,0.3702,0.3702,-0.000223,9184051,3399935.6802,4.1000000000000005,0.3821,0.3514,10655773.907,53.31,49.13,49.26,57.14,56.25,57.06,3424934.9159999997,-0.73
BNBUSDT,2026-04-29T07:53:25.898144+00:00,kucoin,625.18,625.18,9e-06,4026154,25163462.5,0.19,628.45,619.06,9930701.1262,29.07,35.89,44.06,50.15,44.57,49.85,25369018.75,-0.81
MOODENGUSDT,2026-04-29T07:53:25.898144+00:00,kucoin,0.05877,0.05877,0.000374,7329060,4307288.562,1.8900000000000001,0.0593,0.05667,9478827.4478,54.55,57.81,58.52,57.87,53.34,58.94,4320111.0006,-0.297
CUSDT,2026-04-29T07:53:25.898144+00:00,kucoin,0.07645,0.07645,1.7e-05,2776230,2118818.736,0.76,0.07748,0.07346,9442259.9728,62.63,59.68,61.21,55.75,44.56,50.39,2142878.616,-1.123
LDOUSDT,2026-04-29T07:53:25.898144+00:00,kucoin,0.3927,0.3927,0.000111,89163697,3497000.1963400003,-0.22,0.4004,0.3841,9211119.70014,38.63,35.81,42.06,47.88,49.1,54.65,3491440.1338199996,0.159
INJUSDT,2026-04-29T07:53:25.898144+00:00,kucoin,3.564,3.564,-4.9e-05,1773757,6321669.948,-0.61,3.629,3.474,9153195.4,36.39,24.45,35.58,46.42,50.25,62.81,6312079.224,0.152
BASUSDT,2026-04-29T07:53:25.898144+00:00,kucoin,0.013766,0.013766,0.000931,8023108,1101973.8838,-3.7900000000000005,0.01502,0.011789,8943988.48186,49.24,47.75,49.35,46.37,45.31,58.21,1138619.9626,-3.218
SKYAIUSDT,2026-04-29T07:53:25.898144+00:00,kucoin,0.23209,0.23209,0.000731,1805993,4165703.4538000003,43.56,0.23777,0.15553,8896643.8204,56.75,55.0,58.66,65.69,69.37,69.85,3929378.4442000003,6.014
RAYUSDT,2026-04-29T07:53:25.898144+00:00,kucoin,0.7795,0.7795,0.000113,2746800,2140031.88,3.9,0.7967,0.7395,8865079.7414,41.27,43.49,52.01,59.86,61.16,70.19,2139523.1277,0.024
SUIUSDT,2026-04-29T07:53:25.898144+00:00,kucoin,0.9311,0.9311,0.000114,82054811,76393029.04100001,0.6,0.9385,0.913,8096969.8194,45.56,45.68,52.21,55.42,47.73,48.57,76216233.072,0.232
CHIPUSDT,2026-04-29T07:53:25.898144+00:00,kucoin,0.06747,0.06747,-0.001192,1358589,9171834.339,-5.2299999999999995,0.07202,0.06643,7873189.082,52.39,36.75,40.24,35.46,41.91,,9066984.558,1.156
GALAUSDT,2026-04-29T07:53:25.898144+00:00,kucoin,0.003357,0.003357,-8.5e-05,1131813970,3798367.68332,0.7799999999999999,0.003395,0.00325,7698367.937218,34.67,40.27,49.83,56.16,50.59,55.09,3837841.472144,-1.029
SWARMSUSDT,2026-04-29T07:53:25.898144+00:00,kucoin,0.02196,0.02196,0.000963,3238146,729878.1084,-15.07,0.02688,0.01806,7267947.7818,79.69,77.68,69.38,54.87,53.98,70.88,1022512.2236,-28.619
PAXGUSDT,2026-04-29T07:53:25.898144+00:00,kucoin,4563.89,4563.89,0.000101,10862233,49577729.72559,-1.27,4630.39,4551.55,7113468.24606,41.65,27.24,28.47,32.91,30.22,38.12,49513068.27918,0.131
FLOKIUSDT,2026-04-29T07:53:25.898144+00:00,kucoin,3.2585e-05,3.2585e-05,-9e-05,1585165,5168747.515500001,1.6199999999999999,3.2769e-05,3.1561e-05,6917341.9966,54.64,59.65,62.99,61.03,53.18,57.69,5200148.0565,-0.604
LINKUSDT,2026-04-29T07:53:25.898144+00:00,kucoin,9.317,9.317,6.2e-05,28157046,26233919.7582,0.7799999999999999,9.399,9.147,6836840.5568,37.75,40.34,50.47,55.99,49.78,52.44,25998462.397600003,0.906
CAKEUSDT,2026-04-29T07:53:25.898144+00:00,kucoin,1.5139,1.5139,0.000204,2028801,3071807.5941,1.08,1.5223,1.4762,6771221.131,42.89,44.34,54.46,64.6,53.11,52.28,3080248.7016,-0.274
CATIUSDT,2026-04-29T07:53:25.898144+00:00,kucoin,0.04857,0.04857,-0.000427,8784800,426941.27999999997,6.15,0.04913,0.04569,6479915.27054,42.92,46.8,62.42,71.54,63.26,53.79,401738.049,6.274
OPGUSDT,2026-04-29T07:53:25.898144+00:00,kucoin,0.29431,0.29431,0.000747,645915,1901573.76,9.07,0.31892,0.26964,6478546.3072,27.0,31.56,41.61,51.78,69.79,,1855282.304,2.495
JASMYUSDT,2026-04-29T07:53:25.898144+00:00,kucoin,0.005906,0.005906,-0.000157,49869998,2944324.6819200004,-0.27,0.006013,0.005854,6329455.4628,45.76,32.05,41.17,47.15,53.55,61.23,2943493.9300800003,0.028
WLDUSDT,2026-04-29T07:53:25.898144+00:00,kucoin,0.2524,0.2524,-0.000293,37691081,9516997.9525,0.8699999999999999,0.2541,0.2482,6215271.4462,51.51,54.85,53.5,52.36,43.97,40.1,9590778.705,-0.769
AVNTUSDT,2026-04-29T07:53:25.898144+00:00,kucoin,0.15474,0.15474,-0.000252,2422228,3738951.1407999997,-2.17,0.15948,0.15335,6085548.1218,40.85,40.71,43.13,43.02,50.32,54.2,3707765.79,0.841
SUSDT,2026-04-29T07:53:25.898144+00:00,kucoin,0.04719,0.04719,0.000185,50504283,2384307.20043,0.04,0.04814,0.04555,6008013.35522,55.7,50.88,52.14,54.64,57.4,59.3,2410258.82069,-1.077
SPXUSDT,2026-04-29T07:53:25.898144+00:00,kucoin,0.3777,0.3777,-0.000333,18705611,7059497.5914,2.02,0.3846,0.3542,5946905.8698,45.42,44.01,56.23,60.51,51.6,57.85,7132413.1584,-1.022
CLUSDT,2026-04-29T07:53:25.898144+00:00,kucoin,101.648,101.648,-0.000643,8646878,8788254.4553,2.86,101.844,98.207,5939091.41666,61.62,81.72,78.28,69.11,69.59,58.57,7042017.784550001,24.797
LUNCUSDT,2026-04-29T07:53:25.898144+00:00,kucoin,6.6357e-05,6.6357e-05,-0.000494,80278345,5315791.170865,-4.93,7.189e-05,6.0977e-05,5848505.80951,57.79,59.35,55.4,54.5,64.12,76.78,5425967.054702001,-2.031
ETHFIUSDT,2026-04-29T07:53:25.898144+00:00,kucoin,0.4291,0.4291,-0.000147,3334624,1431554.0832,0.09,0.4332,0.4195,5641056.131,46.89,52.05,55.14,51.97,43.73,42.26,1432313.5149,-0.053
BIOUSDT,2026-04-29T07:53:25.898144+00:00,kucoin,0.03276,0.03276,-0.000295,239880366,7889665.237740001,17.95,0.03748,0.02767,5436242.15812,38.34,30.16,36.12,50.06,56.08,59.34,7760811.459830001,1.66
AIOTUSDT,2026-04-29T07:53:25.898144+00:00,kucoin,0.09318,0.09318,-0.001118,1837941,1725642.8049,7.12,0.14221,0.07484,5346307.2896,59.54,50.37,47.98,47.14,56.03,64.15,1175322.5312,46.823
PROSUSDT,2026-04-29T07:53:25.898144+00:00,kucoin,0.9235,0.9235,0.001604,1782561,1643877.7542,-16.6,1.261,0.8,5288411.3612,52.25,49.84,50.71,17.22,,,1732442.1534,-5.112
AUSDT,2026-04-29T07:53:25.898144+00:00,kucoin,0.09458,0.09458,-4.7e-05,24329654,2300368.7857,3.42,0.09827,0.08972,5244647.32334,35.58,34.29,44.58,60.13,64.41,65.54,2343465.0538999997,-1.839
XLMUSDT,2026-04-29T07:53:25.898144+00:00,kucoin,0.16391,0.16391,-7.4e-05,5769212,9473046.104,-0.35000000000000003,0.16501,0.161,5234844.6086,53.59,61.52,68.22,56.4,40.67,47.61,9140588.722000001,3.637
HAEDALUSDT,2026-04-29T07:53:25.898144+00:00,kucoin,0.03157,0.03157,-0.00036,2238365,706651.8305,-6.49,0.0338,0.03092,5161903.5826,42.57,43.02,44.62,39.19,39.39,50.39,702143.0031,0.642
BTCUSDT,2026-04-29T13:11:14.790397+00:00,kucoin,77095.2,77095.2,-0.000134,27633483,2130408898.5816,1.1900000000000002,77880.0,75670.0,419207807.655,44.18,34.69,43.7,53.44,49.22,58.23,2092561014.6168,1.809
ETHUSDT,2026-04-29T13:11:14.790397+00:00,kucoin,2313.68,2313.68,2.6e-05,29216687,675980643.7816,2.08,2346.45,2257.46,333003547.372,45.67,36.31,39.07,52.24,49.91,53.44,681064978.7184,-0.747
SOLUSDT,2026-04-29T13:11:14.790397+00:00,kucoin,84.152,84.152,0.00011,33406923,281125938.4296,0.8,85.661,82.963,118776614.9194,45.91,33.35,35.85,45.73,42.7,47.13,289429948.392,-2.869
DOGEUSDT,2026-04-29T13:11:14.790397+00:00,kucoin,0.10706,0.10706,-6e-06,9741023,104287392.238,8.51,0.11211,0.09806,66870892.858,46.15,38.09,51.99,68.43,69.65,71.33,107000613.818,-2.536
PEPEUSDT,2026-04-29T13:11:14.790397+00:00,kucoin,3.9428e-06,3.9428e-06,1.5e-05,12949490,26549769.56944,2.81,4.1592e-06,3.811e-06,55655445.334424,39.76,29.54,39.31,51.19,53.58,59.3,26120739.149648,1.642
HYPEUSDT,2026-04-29T13:11:14.790397+00:00,kucoin,40.018,40.018,-7.6e-05,16130276,64553364.55200001,0.64,40.882,39.464,39345726.8998,51.07,38.61,39.15,40.79,38.9,47.54,63501827.046000004,1.656
HUSDT,2026-04-29T13:11:14.790397+00:00,kucoin,0.18234,0.18234,0.000326,4767470,8693004.798,12.16,0.186,0.15946,30767062.6978,56.35,55.55,57.12,64.73,68.97,73.11,8487013.4766,2.427
MUSDT,2026-04-29T13:11:14.790397+00:00,kucoin,3.53809,3.53809,0.000241,518624,18341708.2464,-4.22,3.75376,3.32964,30508298.319,49.28,47.85,51.3,48.37,36.04,52.3,18307721.4243,0.186
XRPUSDT,2026-04-29T13:11:14.790397+00:00,kucoin,1.38217,1.38217,-3.6e-05,9654810,133448783.82000001,0.16999999999999998,1.4061,1.36765,30442797.3128,46.11,31.1,33.53,43.11,38.7,46.69,133983888.72800002,-0.399
ZECUSDT,2026-04-29T13:11:14.790397+00:00,kucoin,331.2,331.2,-5e-06,16339147,54156102.7315,-0.27999999999999997,340.59,330.56,28916539.45,42.99,41.14,36.52,33.39,35.6,53.64,54246512.348,-0.167
PENGUUSDT,2026-04-29T13:11:14.790397+00:00,kucoin,0.009729,0.009729,-0.000126,134989510,13154727.7495,-2.8400000000000003,0.010588,0.009521,28742417.3127,53.31,37.69,33.05,41.84,54.48,68.57,15623320.91725,-15.801
RAVEUSDT,2026-04-29T13:11:14.790397+00:00,kucoin,0.80812,0.80812,0.000358,3730762,30143064.6552,-7.4399999999999995,0.90748,0.75447,27707680.9858,61.34,51.57,41.63,34.01,38.88,45.0,30396061.17,-0.832
FILUSDT,2026-04-29T13:11:14.790397+00:00,kucoin,0.9542,0.9542,0.000187,110213606,10518786.556640001,4.77,0.9902,0.9066,26289857.23504,43.04,41.08,49.92,61.1,57.31,56.46,10384292.4132,1.295
SKYAIUSDT,2026-04-29T13:11:14.790397+00:00,kucoin,0.2457,0.2457,0.001862,1659979,4077074.4219,53.47,0.29504,0.15924,24221140.9862,43.66,42.32,47.72,60.12,64.23,71.66,4749756.0021,-14.162
ADAUSDT,2026-04-29T13:11:14.790397+00:00,kucoin,0.24881,0.24881,4.3e-05,17170232,42724688.2856,1.44,0.25397,0.2443,23667453.0016,43.22,31.71,38.97,50.14,49.79,48.7,44326752.8693,-3.614
ASTERUSDT,2026-04-29T13:11:14.790397+00:00,kucoin,0.67405,0.67405,2.6e-05,48200216,32552497.877759997,6.11,0.68085,0.6334,23329889.74982,52.13,58.56,63.89,77.18,64.58,52.53,32490780.779519998,0.19
AINUSDT,2026-04-29T13:11:14.790397+00:00,kucoin,0.09044,0.09044,0.000461,2946868,2665442.106,1.03,0.09121,0.08572,21485185.239,63.85,64.63,63.94,58.83,67.81,64.95,2646925.182,0.7
BCHUSDT,2026-04-29T13:11:14.790397+00:00,kucoin,452.09,452.09,-2e-05,2359428,10667209.9308,1.28,455.32,442.59,20880951.936,47.46,42.39,41.76,51.11,50.9,50.73,10548843.0117,1.122
VIRTUALUSDT,2026-04-29T13:11:14.790397+00:00,kucoin,0.7046,0.7046,-5e-06,4236102,2986028.2997999997,3.66,0.7248,0.6771,20470886.0774,44.12,37.25,41.91,53.43,52.65,53.21,3001610.8192,-0.519
GIGGLEUSDT,2026-04-29T13:11:14.790397+00:00,kucoin,33.9,33.9,-0.000243,7387381,2505060.8970999997,-2.64,35.54,33.68,19643747.2162,48.13,38.62,37.06,36.88,46.22,51.3,2475793.5152,1.182
ZEREBROUSDT,2026-04-29T13:11:14.790397+00:00,kucoin,0.02359,0.02359,0.000472,74168587,1749636.96733,21.27,0.02386,0.01789,18784997.73876,59.81,61.1,72.02,78.39,77.74,76.12,1645199.05984,6.348
AAVEUSDT,2026-04-29T13:11:14.790397+00:00,kucoin,95.66,95.66,-3.2e-05,14121236,13512610.728400001,-0.44999999999999996,98.72,94.73,18738568.4902,58.29,39.99,35.1,42.45,47.97,47.03,14204979.550999999,-4.874
IDOLUSDT,2026-04-29T13:11:14.790397+00:00,kucoin,0.02359,0.02359,-0.001372,668847,1577810.073,9.94,0.02436,0.02129,18490752.85,47.93,50.2,49.35,54.28,54.88,51.2,1559355.616,1.183
ZBTUSDT,2026-04-29T13:11:14.790397+00:00,kucoin,0.17395,0.17395,-0.000336,4792286,8298801.6662,-19.98,0.22164,0.16789,17597411.5358,44.38,47.73,48.23,38.47,48.62,63.61,8633973.9329,-3.882
TONUSDT,2026-04-29T13:11:14.790397+00:00,kucoin,1.3368,1.3368,4e-06,23343193,31200511.7638,3.4099999999999997,1.3646,1.2865,16578251.037,51.78,49.05,56.03,66.76,57.98,51.58,31291542.2434,-0.291
PUMPUSDT,2026-04-29T13:11:14.790397+00:00,kucoin,0.001811,0.001811,-8.9e-05,2805679,5086696.027,3.53,0.002034,0.001741,16360501.332,47.07,28.89,29.71,43.42,51.2,49.41,5138342.958,-1.005
TAOUSDT,2026-04-29T13:11:14.790397+00:00,kucoin,257.1,257.1,0.000158,8556975,22002549.8175,2.22,266.5,248.6,15637049.89,49.54,41.04,35.67,48.22,57.16,48.4,20967601.5675,4.936
1000BONKUSDT,2026-04-29T13:11:14.790397+00:00,kucoin,0.006338,0.006338,0.000453,929562,5898070.89,3.49,0.006535,0.006104,15419132.948,45.0,36.48,43.89,54.43,53.9,56.01,6138958.815,-3.924
BSBUSDT,2026-04-29T13:11:14.790397+00:00,kucoin,0.71883,0.71883,-0.000118,807134,5765438.8754,-14.77,0.94101,0.72587,14883304.445,23.78,25.03,27.87,35.87,50.17,72.88,5670421.3592,1.676
SOONUSDT,2026-04-29T13:11:14.790397+00:00,kucoin,0.16885,0.16885,0.000558,36755887,6204393.7256000005,-4.04,0.17798,0.16578,14436045.22712,56.22,42.45,43.36,44.83,40.58,52.82,6256455.8656,-0.832
TRXUSDT,2026-04-29T13:11:14.790397+00:00,kucoin,0.32349,0.32349,-0.000313,558068,18054057.868,0.02,0.32428,0.32124,14393837.946,47.53,57.19,60.98,55.6,46.58,52.81,18011775.111,0.235
USELESSUSDT,2026-04-29T13:11:14.790397+00:00,kucoin,0.03961,0.03961,0.000625,5160973,2045293.5999,1.51,0.04258,0.03843,13995722.4014,49.22,27.24,36.91,47.04,45.3,48.77,1985135.2599,3.03
FARTCOINUSDT,2026-04-29T13:11:14.790397+00:00,kucoin,0.2074,0.2074,0.0004,47620004,9890674.8308,4.63,0.2156,0.197,12953786.7588,45.81,40.44,45.29,53.34,56.02,55.71,9883184.7534,0.076
TACUSDT,2026-04-29T13:11:14.790397+00:00,kucoin,0.016282,0.016282,-0.000582,6633456,10827790.2288,27.36,0.016588,0.012043,12848001.7922,56.35,62.7,73.83,79.06,79.89,93.8,10643983.455,1.727
PRLUSDT,2026-04-29T13:11:14.790397+00:00,kucoin,0.32432,0.32432,-0.004867,3095054,10033855.5626,-18.5,0.39962,0.31607,12792001.1046,39.09,46.63,44.72,44.12,58.31,69.3,10004629.834099999,0.292
RIVERUSDT,2026-04-29T13:11:14.790397+00:00,kucoin,6.192,6.192,-5e-06,5236037,32400596.956,0.01,6.362,6.134,12371043.802,35.85,40.17,41.46,42.66,44.49,37.89,32289144.888,0.345
XMRUSDT,2026-04-29T13:11:14.790397+00:00,kucoin,382.85,382.85,9.2e-05,7141064,27318854.4384,0.8099999999999999,385.36,376.44,11935607.575,40.62,44.49,50.89,54.35,53.02,59.75,27350254.9632,-0.115
LABUSDT,2026-04-29T13:11:14.790397+00:00,kucoin,0.65694,0.65694,0.000542,1047281,6903466.8958,-7.51,0.74323,0.64595,11895068.2328,61.46,54.88,49.0,43.49,44.87,59.17,6891430.269,0.175
MOODENGUSDT,2026-04-29T13:11:14.790397+00:00,kucoin,0.05989,0.05989,-0.000463,7842436,4707814.3308,4.92,0.06677,0.05683,11261557.1458,50.1,38.36,45.01,54.67,56.18,60.8,5335123.6287,-11.758
ORCAUSDT,2026-04-29T13:11:14.790397+00:00,kucoin,1.672,1.672,-0.000581,7660130,12797779.191,-1.4200000000000002,1.7851,1.5214,11189205.4692,40.86,53.07,60.04,56.33,60.46,88.18,13055693.503500002,-1.975
HBARUSDT,2026-04-29T13:11:14.790397+00:00,kucoin,0.08945,0.08945,0.000208,13523916,12105257.2116,0.7799999999999999,0.09107,0.08815,11178013.824,46.29,33.44,34.82,46.54,44.59,48.86,12296743.2693,-1.557
TIAUSDT,2026-04-29T13:11:14.790397+00:00,kucoin,0.3646,0.3646,-0.000168,9199487,3355052.9089,2.21,0.3821,0.354,11147342.7022,50.75,40.01,37.34,47.9,52.4,55.63,3460735.3102,-3.054
CROSSUSDT,2026-04-29T13:11:14.790397+00:00,kucoin,0.10784,0.10784,0.000268,825876,890707.2660000001,7.670000000000001,0.11054,0.09941,11110837.6234,45.89,53.88,57.56,59.13,51.69,60.74,886146.2895,0.515
VELVETUSDT,2026-04-29T13:11:14.790397+00:00,kucoin,0.11712,0.11712,-0.001434,1539108,1801833.7356,0.04,0.1193,0.10539,10909325.9808,47.05,55.74,57.76,55.39,58.21,69.04,1878953.5980999998,-4.104
APEUSDT,2026-04-29T13:11:14.790397+00:00,kucoin,0.1467,0.1467,-0.000453,430012605,6312585.0414,-12.559999999999999,0.1824,0.1468,10360651.90406,32.66,31.72,30.33,32.4,48.18,62.27,6218118.654200001,1.519
BNBUSDT,2026-04-29T13:11:14.790397+00:00,kucoin,623.21,623.21,-7.2e-05,3803769,23717260.4688,0.3,629.46,619.06,9550010.9662,52.97,38.57,36.65,44.22,42.75,49.17,23991727.7376,-1.144
LDOUSDT,2026-04-29T13:11:14.790397+00:00,kucoin,0.3794,0.3794,-7.9e-05,86295834,3275789.85864,-1.6,0.4004,0.3776,9475078.12568,48.28,36.07,28.36,35.98,43.76,52.29,3352418.57184,-2.286
INJUSDT,2026-04-29T13:11:14.790397+00:00,kucoin,3.517,3.517,-3e-06,1898280,6680047.32,-0.84,3.629,3.474,8809805.864,48.56,33.06,29.53,40.61,46.79,60.45,6117654.816000001,9.193
CHIPUSDT,2026-04-29T13:11:14.790397+00:00,kucoin,0.06451,0.06451,-0.000507,1347633,8700318.648,-9.21,0.07202,0.06276,8702685.46,58.95,57.24,41.21,29.86,39.2,,8392419.096,3.669
BASUSDT,2026-04-29T13:11:14.790397+00:00,kucoin,0.013878,0.013878,0.000437,8362097,1166010.80568,-3.2399999999999998,0.014842,0.011789,8603746.13778,57.36,47.92,49.76,50.2,47.19,58.84,1141391.41872,2.157
XLMUSDT,2026-04-29T13:11:14.790397+00:00,kucoin,0.16171,0.16171,-0.000159,5566088,9011496.472,-0.11,0.16467,0.161,8554424.0932,62.33,42.59,40.67,43.85,35.06,45.13,8736041.431,3.153
WIFUSDT,2026-04-29T13:11:14.790397+00:00,kucoin,0.1807,0.1807,4.8e-05,9645026,17438207.007999998,2.7199999999999998,0.1874,0.1758,8321800.258,43.67,34.6,39.56,51.76,51.6,44.44,16010188.943999998,8.919
SPXUSDT,2026-04-29T13:11:14.790397+00:00,kucoin,0.3812,0.3812,-0.000509,17012281,6496990.1139,4.55,0.396,0.3542,8243557.1346,56.12,43.1,49.07,57.47,53.54,58.81,6564183.1275,-1.024
PAXGUSDT,2026-04-29T13:11:14.790397+00:00,kucoin,4541.64,4541.64,5.4e-05,11414227,51856887.82186001,-0.62,4605.22,4536.62,8201659.47344,43.93,33.53,31.6,32.58,27.5,36.82,51345389.358380005,0.996
SUIUSDT,2026-04-29T13:11:14.790397+00:00,kucoin,0.9223,0.9223,0.000132,81913795,75614624.1645,0.69,0.9385,0.913,8131943.7022,54.85,41.47,37.77,43.67,43.17,46.88,76110311.3256,-0.651
AIOTUSDT,2026-04-29T13:11:14.790397+00:00,kucoin,0.09369,0.09369,0.000408,950746,886095.272,15.770000000000001,0.14221,0.07484,7977873.8964,30.61,32.25,39.02,45.83,55.07,63.4,1072790.716,-17.403
LINKUSDT,2026-04-29T13:11:14.790397+00:00,kucoin,9.268,9.268,-4.8e-05,28049823,26027430.7617,0.9199999999999999,9.415,9.147,7847793.9082,51.97,39.57,39.3,47.35,47.06,51.63,25676443.3077,1.367
FLOKIUSDT,2026-04-29T13:11:14.790397+00:00,kucoin,3.2858e-05,3.2858e-05,4e-05,1868870,6152133.153,3.83,3.4348e-05,3.1561e-05,7734011.4414,50.49,42.46,47.4,55.61,54.75,58.74,6085880.3736000005,1.089
GALAUSDT,2026-04-29T13:11:14.790397+00:00,kucoin,0.003324,0.003324,0.000227,1162993639,3866953.8496749997,1.09,0.003395,0.00325,7067914.966044,42.58,37.37,38.38,47.13,47.96,53.97,3884010.607575,-0.439
CUSDT,2026-04-29T13:11:14.790397+00:00,kucoin,0.07454,0.07454,-0.000355,2762543,2061133.3323,-3.42,0.07748,0.07346,6970951.84,31.42,39.38,39.15,42.96,40.66,48.83,2054034.1908,0.346
CAKEUSDT,2026-04-29T13:11:14.790397+00:00,kucoin,1.5034,1.5034,0.000305,1995258,3001267.0836,1.4000000000000001,1.5288,1.4762,6851916.1092,43.41,33.25,33.25,46.27,47.97,50.82,3054729.36,-1.75
RAYUSDT,2026-04-29T13:11:14.790397+00:00,kucoin,0.8131,0.8131,-0.000305,2788090,2253055.529,7.35,0.8099,0.7395,6759188.1286,55.8,63.63,67.48,68.42,66.0,73.0,2299423.4989,-2.017
CATIUSDT,2026-04-29T13:11:14.790397+00:00,kucoin,0.05018,0.05018,-0.000155,7989699,401482.37475,7.95,0.0511,0.04601,6682396.15922,43.15,56.32,64.03,71.45,70.35,57.85,393591.71775,2.005
SWARMSUSDT,2026-04-29T13:11:14.790397+00:00,kucoin,0.02497,0.02497,0.003145,4372851,1083592.4778,-4.75,0.02688,0.01806,6418798.2236,49.59,61.73,68.37,61.76,58.25,74.73,552980.568,95.955
CLUSDT,2026-04-29T13:11:14.790397+00:00,kucoin,103.181,103.181,-0.000849,9204350,9502939.114,3.2099999999999995,104.308,98.38,6407103.51792,42.06,46.2,60.72,68.79,73.17,60.41,9550530.46824,-0.498
AIXBTUSDT,2026-04-29T13:11:14.790397+00:00,kucoin,0.02955,0.02955,-0.000215,4746286,1403951.3987999998,11.35,0.02991,0.02652,6289943.8694,64.08,63.48,64.54,67.4,62.51,60.15,1566873.0102,-10.398
SUSDT,2026-04-29T13:11:14.790397+00:00,kucoin,0.0472,0.0472,0.000298,50798387,2397683.8664,3.1399999999999997,0.04803,0.04555,6061339.95392,45.53,45.95,47.24,52.73,56.92,59.28,2401670.5672,-0.166
OPGUSDT,2026-04-29T13:11:14.790397+00:00,kucoin,0.26773,0.26773,0.000445,809806,2161939.0782,-5.9799999999999995,0.31892,0.26281,6038003.5544,32.41,37.87,32.29,36.34,59.57,,2158244.2134,0.171
WLDUSDT,2026-04-29T13:11:14.790397+00:00,kucoin,0.2519,0.2519,-0.00022,35361583,8921727.3909,0.84,0.2565,0.249,6010297.8226,54.26,44.59,45.87,49.36,44.05,39.99,8993495.135100001,-0.798
JASMYUSDT,2026-04-29T13:11:14.790397+00:00,kucoin,0.005873,0.005873,-0.000331,57795551,3394332.71023,-0.59,0.006013,0.005853,5956359.79976,46.74,37.94,37.38,43.52,50.68,59.67,3256707.29489,4.226
PROSUSDT,2026-04-29T13:11:14.790397+00:00,kucoin,0.9126,0.9126,0.001848,1918868,1745977.9932000001,-17.34,1.261,0.8,5693745.465,61.02,72.49,57.13,21.68,,,1779524.1864,-1.885
SHIBUSDT,2026-04-29T13:11:14.790397+00:00,kucoin,6.308e-06,6.308e-06,9.7e-05,19917532,12581904.964399999,3.5700000000000003,6.567e-06,6.06e-06,5490845.6202,51.41,41.7,47.89,59.28,58.75,59.11,13055512.5639,-3.628
JELLYJELLYUSDT,2026-04-29T13:11:14.790397+00:00,kucoin,0.055074,0.055074,0.000672,3115526,17264998.8816,7.84,0.056506,0.050713,5370228.5594,48.57,50.61,57.23,63.21,71.01,65.05,17241458.1648,0.137
AUSDT,2026-04-29T13:11:14.790397+00:00,kucoin,0.09426,0.09426,3.7e-05,24853909,2344469.23597,4.02,0.09827,0.08972,5309407.63972,50.23,53.52,50.65,56.64,62.95,65.42,2355111.26358,-0.452
LYNUSDT,2026-04-29T13:11:14.790397+00:00,kucoin,0.06955,0.06955,0.000677,2402910,1676990.8890000002,3.45,0.09172,0.066,5006314.0354,49.09,47.03,38.68,40.59,51.53,50.47,1599114.3217000002,4.87
BTCUSDT,2026-04-29T18:05:39.799652+00:00,kucoin,75904.87,75904.87,-2.1e-05,29186738,2215686406.5427,-0.3,77880.0,75689.6,464289973.6186,41.01,44.35,36.72,37.11,40.33,54.41,2217209851.7049,-0.069
ETHUSDT,2026-04-29T18:05:39.799652+00:00,kucoin,2269.41,2269.41,6.7e-05,28409976,644738836.3416,-0.8699999999999999,2346.45,2263.01,378515920.6416,39.84,42.95,35.68,36.81,41.03,49.81,676239540.7053,-4.658
SOLUSDT,2026-04-29T18:05:39.799652+00:00,kucoin,82.97,82.97,-4e-06,36080408,299359145.176,-0.86,85.661,82.722,137976477.3176,41.31,42.67,36.89,33.99,35.6,44.45,296991853.433,0.797
DOGEUSDT,2026-04-29T18:05:39.799652+00:00,kucoin,0.10353,0.10353,3e-06,11054939,114352289.016,4.18,0.11211,0.09886,87857451.138,46.13,50.58,41.08,50.52,57.97,66.72,103239253.992,10.764
PEPEUSDT,2026-04-29T18:05:39.799652+00:00,kucoin,3.8513e-06,3.8513e-06,-0.000254,14896633,29830805.51516,-0.42,4.1592e-06,3.805e-06,61564359.083864,38.02,47.23,40.79,43.87,48.13,55.48,29247014.8646,1.996
SKYAIUSDT,2026-04-29T18:05:39.799652+00:00,kucoin,0.27115,0.27115,0.001044,2021650,5481097.48,33.339999999999996,0.29504,0.17862,47045726.06,51.68,60.98,60.38,64.36,70.25,74.56,5034880.0504,8.863
HYPEUSDT,2026-04-29T18:05:39.799652+00:00,kucoin,39.654,39.654,0.000182,16636174,65945793.73600001,-0.19,40.882,39.302,41120929.1526,47.54,49.21,42.99,38.89,36.1,46.11,66008809.444000006,-0.095
XRPUSDT,2026-04-29T18:05:39.799652+00:00,kucoin,1.36448,1.36448,-3.9e-05,9462720,129076232.16,-1.11,1.4061,1.35825,37853429.5118,42.71,44.93,38.07,34.6,33.07,43.59,127894992.141,0.924
PENGUUSDT,2026-04-29T18:05:39.799652+00:00,kucoin,0.009494,0.009494,-1.8e-05,144489752,13707742.772240002,-6.47,0.010533,0.009318,32738483.26988,46.43,39.1,34.54,39.62,49.24,65.15,12662044.458660001,8.259
