symbol,scan_time,market_provider,price,mark_price,funding_rate,oi_contracts,oi_value_now,price_change_pct_24h,high_24h,low_24h,volume_24h,rsi_1m,rsi_5m,rsi_15m,rsi_1h,rsi_4h,rsi_1d,oi_value_1h_ago,oi_change_pct_1h
DAMUSDT,2026-04-28T09:12:32.046598+00:00,kucoin,0.04835,0.04835,-0.003941,2168011,1044547.6998000001,129.79,0.08046,0.01844,7360167.9836,56.35,51.48,44.63,53.38,64.52,56.43,1061634.7368,-1.61
FLOKIUSDT,2026-04-28T09:12:32.046598+00:00,kucoin,3.214e-05,3.214e-05,0.000385,1650579,5306941.6008,0.06,3.2845e-05,3.1428e-05,7228208.3254,53.25,53.0,51.94,49.39,46.8,56.03,5299340.868,0.143
1000BONKUSDT,2026-04-28T09:12:32.046598+00:00,kucoin,0.0061927,0.0061927,-1.5e-05,755925,4682879.7825,-0.8099999999999999,0.006321,0.006089,7043224.406,55.56,53.06,51.52,48.05,46.79,52.11,4659301.9931,0.506
ETHFIUSDT,2026-04-28T09:12:32.046598+00:00,kucoin,0.4245,0.4245,0.000131,3290066,1396962.0236,-2.7199999999999998,0.4401,0.4218,6960372.425,47.76,39.8,30.32,35.1,36.68,40.8,1394146.501,0.202
ZEREBROUSDT,2026-04-28T09:12:32.046598+00:00,kucoin,0.01837,0.01837,0.000244,88379438,1621762.6873,16.009999999999998,0.01863,0.01577,6739874.93068,45.47,50.53,63.42,69.89,61.21,68.01,1615874.1539500002,0.364
FARTCOINUSDT,2026-04-28T09:12:32.046598+00:00,kucoin,0.1997,0.1997,-0.000181,40463504,8084608.0992,-0.84,0.2056,0.1926,6637379.318,68.39,61.16,54.55,50.08,49.07,52.16,7960362.8688,1.561
CAKEUSDT,2026-04-28T09:12:32.046598+00:00,kucoin,1.4988,1.4988,0.0,2173739,3258869.5088000004,-0.79,1.5129,1.4829,6597407.0522,58.87,56.48,51.08,43.99,44.27,49.89,3229647.1024,0.905
CATIUSDT,2026-04-28T09:12:32.046598+00:00,kucoin,0.04584,0.04584,0.000181,7233813,331742.66417999996,-1.39,0.04684,0.04525,6427682.2988,56.81,52.54,48.2,45.35,45.3,45.18,340743.23949999997,-2.641
TAOUSDT,2026-04-28T09:12:32.046598+00:00,kucoin,250.5,250.5,0.000308,9676743,24241208.8893,0.36,251.8,244.3,6405452.31,62.7,64.29,64.9,58.19,53.9,44.98,24385189.511800002,-0.59
LDOUSDT,2026-04-28T09:12:32.046598+00:00,kucoin,0.3943,0.3943,-0.000223,161231302,6358962.55088,2.5700000000000003,0.4162,0.3819,6381179.30944,54.61,45.42,39.19,44.34,49.47,55.14,6328512.0706400005,0.481
SIRENUSDT,2026-04-28T09:12:32.046598+00:00,kucoin,0.71302,0.71302,0.001668,866282,6165762.135,15.39,0.7254,0.60274,6144105.2936,54.63,55.26,56.53,60.97,55.57,48.96,6245798.4225,-1.281
SOONUSDT,2026-04-28T09:12:32.046598+00:00,kucoin,0.16964,0.16964,0.000275,34221746,5807772.51366,-4.51,0.17958,0.16451,5998703.26916,49.22,46.42,52.46,41.57,40.63,53.11,5845356.82968,-0.643
OPGUSDT,2026-04-28T09:12:32.046598+00:00,kucoin,0.27997,0.27997,-0.000473,749890,2108240.746,8.53,0.28377,0.256,5941454.9666,63.85,65.12,59.09,54.78,70.89,,2021286.9554,4.302
TONUSDT,2026-04-28T09:12:32.046598+00:00,kucoin,1.3076,1.3076,1.8e-05,22888889,29975289.0344,0.33999999999999997,1.3158,1.2864,5738543.7008,64.54,56.87,54.78,54.24,45.66,46.91,29913587.230400003,0.206
AGTUSDT,2026-04-28T09:12:32.046598+00:00,kucoin,0.016867,0.016867,0.000561,1342116,2290455.1656,-3.84,0.021585,0.016557,5700619.274,47.98,30.61,30.53,42.69,50.66,55.56,2357311.2206,-2.836
PNUTUSDT,2026-04-28T09:12:32.046598+00:00,kucoin,0.05573,0.05573,-0.000186,134958485,7546878.481199999,6.45,0.05744,0.05146,5581368.24868,73.32,56.17,53.09,60.11,57.87,57.31,7576781.757119999,-0.395
BNBUSDT,2026-04-28T09:12:32.046598+00:00,kucoin,624.57,624.57,8.2e-05,4154925,25957893.9375,-0.6,628.9,618.42,5386980.5916,56.95,54.99,51.51,45.6,42.3,49.58,26022624.285,-0.249
WIFUSDT,2026-04-28T09:12:32.046598+00:00,kucoin,0.1767,0.1767,-0.000128,9812031,17318234.715,-0.44999999999999996,0.1798,0.1717,5364933.3,51.79,45.0,44.19,46.73,41.82,40.95,17626197.209999997,-1.747
HUSDT,2026-04-28T09:12:32.046598+00:00,kucoin,0.14692,0.14692,0.000187,4224011,6210563.3733,11.28,0.1509,0.13081,5298481.9348,40.55,49.75,61.09,58.53,55.5,64.14,6242499.7595999995,-0.512
BASUSDT,2026-04-28T09:12:32.046598+00:00,kucoin,0.014156,0.014156,-0.000259,8692378,1233448.4382,-10.11,0.016079,0.01358,5264872.37356,41.24,38.58,44.24,45.01,47.0,59.37,1224507.1772999999,0.73
ZENUSDT,2026-04-28T09:12:32.046598+00:00,kucoin,5.786,5.786,-0.000482,7348879,4252796.2773,-4.47,6.073,5.762,5099681.3196,50.43,39.19,27.15,26.31,36.06,47.87,4228835.2038,0.567
DOGSUSDT,2026-04-28T09:12:32.046598+00:00,kucoin,3.126e-05,3.126e-05,-2.6e-05,62298788,1953689.99168,-0.44,3.181e-05,3.039e-05,5076392.3862,71.21,60.37,54.41,49.92,44.38,51.54,1951641.6191999998,0.105
BTCUSDT,2026-04-28T16:25:28.864080+00:00,kucoin,75996.49,75996.49,6.1e-05,31232435,2373556683.45055,-0.97,77470.1,75670.0,418198078.4592,47.97,48.15,39.32,31.62,37.9,54.69,2377286213.1603003,-0.157
ETHUSDT,2026-04-28T16:25:28.864080+00:00,kucoin,2279.06,2279.06,1.3e-05,31209003,711268782.8715001,0.13999999999999999,2310.61,2257.46,270344198.2398,53.71,58.47,52.59,40.32,40.66,50.5,713568754.5505002,-0.322
SOLUSDT,2026-04-28T16:25:28.864080+00:00,kucoin,83.573,83.573,1e-06,38011251,317675229.1074,-0.8099999999999999,84.933,82.963,93505324.153,56.46,58.31,51.03,37.48,36.27,45.64,315599627.0304,0.658
SWARMSUSDT,2026-04-28T16:25:28.864080+00:00,kucoin,0.02278,0.02278,0.000246,13185984,3001129.9584,-12.25,0.02688,0.01758,35532262.4764,56.97,51.16,47.96,51.58,55.25,71.08,3227271.4976,-7.007
ZECUSDT,2026-04-28T16:25:28.864080+00:00,kucoin,335.32,335.32,2e-06,17051841,57171412.5048,-4.54,358.57,330.56,32498936.8776,66.25,58.08,50.93,33.36,38.44,54.96,56941521.06719999,0.404
PEPEUSDT,2026-04-28T16:25:28.864080+00:00,kucoin,3.8712e-06,3.8712e-06,4.1e-05,12781216,25730888.426880002,1.9900000000000002,3.9158e-06,3.769e-06,29880983.64368,54.63,60.95,56.95,52.51,51.08,56.31,25538440.49796,0.754
ORCAUSDT,2026-04-28T16:25:28.864080+00:00,kucoin,1.6427,1.6427,-0.003825,7894548,12967584.5448,-11.06,1.9682,1.414,29584835.1656,62.23,49.22,49.65,55.31,62.41,87.74,12670275.5874,2.347
MUSDT,2026-04-28T16:25:28.864080+00:00,kucoin,3.56596,3.56596,0.000252,534655,19074244.849,-7.86,4.06142,3.40104,26784403.077,45.74,49.61,46.87,41.18,32.01,53.01,18987160.2212,0.459
HYPEUSDT,2026-04-28T16:25:28.864080+00:00,kucoin,39.775,39.775,4.7e-05,17117813,68065559.8319,-4.5600000000000005,41.844,39.518,25202286.3112,42.11,47.24,41.76,27.5,33.94,46.6,66724441.320499994,2.01
XRPUSDT,2026-04-28T16:25:28.864080+00:00,kucoin,1.37531,1.37531,1.9e-05,9748962,134031654.2646,-0.89,1.4019,1.36765,24259291.864,52.58,53.99,41.5,33.04,31.63,45.29,133957399.6963,0.055
DOGEUSDT,2026-04-28T16:25:28.864080+00:00,kucoin,0.09969,0.09969,4.4e-05,8648781,86098614.855,2.0,0.101,0.09733,23480146.644,58.28,64.3,59.93,56.36,56.73,59.67,84747044.415,1.595
PENGUUSDT,2026-04-28T16:25:28.864080+00:00,kucoin,0.010198,0.010198,5e-05,117877926,11991721.41198,4.17,0.010588,0.009629,22252861.26064,48.27,47.6,52.64,54.84,64.52,74.73,11915967.04845,0.636
ZBTUSDT,2026-04-28T16:25:28.864080+00:00,kucoin,0.19886,0.19886,0.00012,3530271,7003704.6369,9.69,0.22837,0.17851,21951880.3492,55.43,58.02,45.3,48.04,56.08,72.77,6967817.8698,0.515
AINUSDT,2026-04-28T16:25:28.864080+00:00,kucoin,0.08812,0.08812,0.000716,2334631,2056109.5217,-1.63,0.09281,0.08482,20990280.7842,36.36,45.17,46.45,50.63,68.22,63.79,2037047.6509,0.936
PRLUSDT,2026-04-28T16:25:28.864080+00:00,kucoin,0.35391,0.35391,-0.003701,3166043,11206209.1985,13.83,0.40671,0.28453,20748142.6068,66.09,55.04,45.76,54.18,68.04,74.88,10828597.640999999,3.487
APEUSDT,2026-04-28T16:25:28.864080+00:00,kucoin,0.1709,0.1709,-0.000922,448760063,7651359.074150002,21.19,0.1913,0.1395,19578889.89412,53.71,49.2,51.01,63.89,60.81,70.52,8181428.433750001,-6.479
GIGGLEUSDT,2026-04-28T16:25:28.864080+00:00,kucoin,34.06,34.06,8.4e-05,9713554,3304551.070800001,2.9899999999999998,36.77,32.98,18888398.3248,42.39,33.2,34.73,38.96,46.94,51.5,3239980.0902,1.993
RAVEUSDT,2026-04-28T16:25:28.864080+00:00,kucoin,0.88064,0.88064,0.000379,3576616,31533592.6256,-0.33999999999999997,0.91154,0.85,18729119.0416,38.98,45.41,50.16,50.76,38.4,45.14,31369877.1802,0.522
VIRTUALUSDT,2026-04-28T16:25:28.864080+00:00,kucoin,0.6897,0.6897,-5.8e-05,4654307,3208213.8151000002,0.62,0.7017,0.6771,16479435.857,51.07,60.94,56.12,46.48,45.5,49.74,3345099.8342,-4.092
FILUSDT,2026-04-28T16:25:28.864080+00:00,kucoin,0.9209,0.9209,0.00022,106330430,9787716.0815,1.26,0.9319,0.9063,16429465.98798,58.29,66.62,57.91,50.27,45.51,50.59,9717427.16175,0.723
AAVEUSDT,2026-04-28T16:25:28.864080+00:00,kucoin,96.72,96.72,-1.9e-05,12345019,11937633.373,-0.06,98.47,95.18,15523894.0892,57.99,58.62,51.07,48.37,52.68,47.97,11834654.642,0.87
USELESSUSDT,2026-04-28T16:25:28.864080+00:00,kucoin,0.03935,0.03935,-2.4e-05,4789383,1882227.519,0.2,0.04065,0.03843,15359117.1164,48.93,56.57,52.68,43.65,41.39,47.67,1977678.1800000002,-4.826
ADAUSDT,2026-04-28T16:25:28.864080+00:00,kucoin,0.24676,0.24676,-1.5e-05,18529686,45697911.6132,0.64,0.24884,0.24425,15136517.6622,53.42,59.26,54.66,47.24,44.54,46.65,43163274.563200004,5.872
ASTERUSDT,2026-04-28T16:25:28.864080+00:00,kucoin,0.64184,0.64184,0.000205,50189841,32211839.9538,-0.72,0.64776,0.62604,15009356.08656,50.7,60.84,60.96,49.37,38.93,38.75,32607413.383800004,-1.213
XMRUSDT,2026-04-28T16:25:28.864080+00:00,kucoin,384.22,384.22,0.000207,7317911,28122000.181900002,0.38999999999999996,387.83,373.16,14026487.4658,57.49,62.28,62.8,55.95,54.21,59.84,28303500.3489,-0.641
BSBUSDT,2026-04-28T16:25:28.864080+00:00,kucoin,0.74856,0.74856,0.000385,827952,6175693.968,-1.4000000000000001,0.86769,0.683,13617333.2676,32.21,26.1,34.99,47.56,56.26,86.07,6501025.712,-5.004
IDOLUSDT,2026-04-28T16:25:28.864080+00:00,kucoin,0.02328,0.02328,0.004874,629634,1467047.22,3.19,0.02334,0.02129,13431777.028,57.07,74.09,76.91,64.84,53.85,50.14,1434529.74,2.267
BCHUSDT,2026-04-28T16:25:28.864080+00:00,kucoin,446.09,446.09,0.000102,2343204,10451627.1216,-0.79,451.93,442.59,13397377.021,45.07,54.07,49.17,39.97,39.37,47.27,10421019.856800001,0.294
RIVERUSDT,2026-04-28T16:25:28.864080+00:00,kucoin,6.236,6.236,-4.7e-05,5509055,34260813.045,-5.67,6.748,6.106,12550881.89,32.64,46.78,44.74,36.13,44.65,37.88,34493447.178,-0.674
XAGUSDT,2026-04-28T16:25:28.864080+00:00,kucoin,73.03,73.03,0.000329,40510984,29564916.123200003,-2.7,76.14,72.03,12107699.128,44.34,52.02,48.73,39.88,35.9,40.93,29378672.6228,0.634
LABUSDT,2026-04-28T16:25:28.864080+00:00,kucoin,0.704,0.704,0.000127,1017217,7165988.599900001,11.64,0.74323,0.58642,11952492.9248,22.28,36.71,49.04,50.16,48.21,63.05,7175738.4647,-0.136
CROSSUSDT,2026-04-28T16:25:28.864080+00:00,kucoin,0.10442,0.10442,-0.000183,782010,816574.842,2.5700000000000003,0.10511,0.09609,11826258.826,64.1,71.19,68.58,57.27,47.4,59.06,809248.7348,0.905
HUSDT,2026-04-28T16:25:28.864080+00:00,kucoin,0.16968,0.16968,4.4e-05,4424944,7501165.0688000005,15.509999999999998,0.1723,0.1365,11805400.0502,65.58,59.77,62.96,81.14,69.12,70.42,7422078.9032000005,1.066
CUSDT,2026-04-28T16:25:28.864080+00:00,kucoin,0.07475,0.07475,0.000101,2968993,2219322.2675,-2.31,0.07829,0.07438,11705716.721,51.19,37.43,38.19,41.38,39.51,49.11,2215370.9825,0.178
VELVETUSDT,2026-04-28T16:25:28.864080+00:00,kucoin,0.11524,0.11524,0.001065,1381272,1592192.2344,-0.19,0.12494,0.1119,10869304.6662,43.09,43.08,42.8,48.05,59.17,67.45,1620132.5297,-1.725
CHIPUSDT,2026-04-28T16:25:28.864080+00:00,kucoin,0.0708,0.0708,-0.001511,1337656,9478630.416000001,-1.0999999999999999,0.07932,0.0689,10468168.996,47.58,50.08,50.0,42.96,45.49,,9301282.008000001,1.907
1000BONKUSDT,2026-04-28T16:25:28.864080+00:00,kucoin,0.0062324,0.0062324,0.000204,806308,5022170.0088,1.43,0.006253,0.006104,10441963.94,57.99,66.21,61.32,55.01,49.23,53.06,4965296.6622,1.145
TACUSDT,2026-04-28T16:25:28.864080+00:00,kucoin,0.012945,0.012945,0.000657,6757518,8776664.3784,21.29,0.013145,0.010176,10147103.2686,56.86,56.85,62.71,73.95,78.59,91.06,8714697.3316,0.711
MOODENGUSDT,2026-04-28T16:25:28.864080+00:00,kucoin,0.05797,0.05797,0.000815,7389361,4282873.6356,2.34,0.05901,0.05625,10102036.4526,53.43,59.11,56.84,51.65,49.7,57.39,4316933.25,-0.789
TRXUSDT,2026-04-28T16:25:28.864080+00:00,kucoin,0.32342,0.32342,-0.000211,544305,17604456.615,-0.47000000000000003,0.32635,0.32226,9892832.376,56.67,50.04,48.76,41.51,42.07,52.31,17580199.365,0.138
HBARUSDT,2026-04-28T16:25:28.864080+00:00,kucoin,0.08924,0.08924,4.1e-05,13717832,12250023.976,-0.03,0.08996,0.08815,9745319.9702,56.42,66.81,60.66,47.27,41.67,47.97,11290993.770000001,8.494
ZEREBROUSDT,2026-04-28T16:25:28.864080+00:00,kucoin,0.01908,0.01908,0.000309,88388607,1682919.07728,15.190000000000001,0.01995,0.01613,9334793.93164,46.52,49.56,52.1,63.46,63.82,69.28,1717742.9136,-2.027
LUNCUSDT,2026-04-28T16:25:28.864080+00:00,kucoin,6.2902e-05,6.2902e-05,-0.000507,117873620,7419083.516420001,1.6099999999999999,7.2077e-05,6.09e-05,9258160.404702,64.85,54.82,43.05,45.18,60.68,71.85,7335711.678997001,1.137
LDOUSDT,2026-04-28T16:25:28.864080+00:00,kucoin,0.3893,0.3893,-0.000323,161638012,6294184.187280001,-0.02,0.4162,0.3841,9170535.89532,53.51,53.17,46.88,42.38,47.81,54.16,6327635.010180001,-0.529
ZKJUSDT,2026-04-28T16:25:28.864080+00:00,kucoin,0.03392,0.03392,-0.009291,7801338,2612668.0962,168.49,0.04993,0.0119,8762132.1912,47.82,42.94,50.73,69.03,82.57,75.21,2477265.6818999997,5.466
TONUSDT,2026-04-28T16:25:28.864080+00:00,kucoin,1.3013,1.3013,-8e-06,22973602,29879466.7612,-0.16,1.3158,1.2864,8705426.9478,48.7,60.22,54.49,46.94,42.5,45.49,29899917.3956,-0.068
FARTCOINUSDT,2026-04-28T16:25:28.864080+00:00,kucoin,0.2005,0.2005,0.000193,42548531,8518215.9062,2.71,0.2022,0.1926,8645223.96,51.79,55.92,55.27,51.92,49.84,52.3,8580766.794599999,-0.729
SOONUSDT,2026-04-28T16:25:28.864080+00:00,kucoin,0.1731,0.1731,0.000378,35005505,6061203.19075,0.11,0.17852,0.16451,7730790.45512,57.92,47.23,49.39,50.38,43.77,54.19,6020593.62865,0.675
BASUSDT,2026-04-28T16:25:28.864080+00:00,kucoin,0.013679,0.013679,0.001135,8602551,1175538.59415,-4.68,0.016079,0.013539,7586845.38828,50.94,36.38,33.55,40.3,44.47,58.12,1175071.1145,0.04
OPGUSDT,2026-04-28T16:25:28.864080+00:00,kucoin,0.28596,0.28596,0.000302,695144,1988946.0128,5.56,0.29636,0.26095,7566895.459,55.26,57.5,55.83,56.98,70.43,,1931581.814,2.97
SUIUSDT,2026-04-28T16:25:28.864080+00:00,kucoin,0.9209,0.9209,4.5e-05,83734704,77086168.5024,-0.16999999999999998,0.936,0.913,7477465.173,56.16,55.48,48.84,41.29,40.98,46.14,77218748.7114,-0.172
BNBUSDT,2026-04-28T16:25:28.864080+00:00,kucoin,622.42,622.42,0.000164,4186892,26057959.740399998,0.13,627.54,619.06,7446058.4314,44.29,51.7,49.06,41.42,40.22,48.52,25722029.309200004,1.306
TAOUSDT,2026-04-28T16:25:28.864080+00:00,kucoin,260.06,260.06,7.4e-05,8653549,22422210.8139,6.069999999999999,259.8,245.0,7321022.856,58.54,72.34,75.57,74.44,65.49,49.16,23095806.1254,-2.917
INJUSDT,2026-04-28T16:25:28.864080+00:00,kucoin,3.531,3.531,-0.000317,1763473,6225059.6899999995,-0.8099999999999999,3.66,3.515,7198441.958,52.84,43.15,38.61,38.13,48.42,61.08,6085617.63,2.291
CAKEUSDT,2026-04-28T16:25:28.864080+00:00,kucoin,1.4904,1.4904,0.00025,2063863,3076600.5741,-0.41000000000000003,1.5086,1.4762,7080006.9548,59.85,61.56,54.36,40.2,42.08,48.83,3085455.3320999998,-0.287
JELLYJELLYUSDT,2026-04-28T16:25:28.864080+00:00,kucoin,0.051483,0.051483,0.000592,3191647,16416874.673899999,-2.37,0.054341,0.050263,6994443.4416,30.07,43.16,47.16,49.87,62.71,58.7,16406294.082999999,0.064
FLOKIUSDT,2026-04-28T16:25:28.864080+00:00,kucoin,3.1982e-05,3.1982e-05,0.000328,1753420,5607963.186000001,0.76,3.2548e-05,3.1428e-05,6859663.3286,53.74,59.49,54.97,48.42,45.97,55.33,5602737.1638,0.093
ETHFIUSDT,2026-04-28T16:25:28.864080+00:00,kucoin,0.4296,0.4296,1.8e-05,3445327,1477011.6849,0.91,0.4355,0.4195,6841073.8114,64.63,62.45,58.24,49.16,41.6,41.64,1403990.7852,5.201
RAYUSDT,2026-04-28T16:25:28.864080+00:00,kucoin,0.7462,0.7462,0.000736,3598972,2685193.0091999997,1.09,0.7847,0.7301,6725420.6068,61.0,50.96,45.03,50.4,55.63,66.04,2747637.8487,-2.273
CATIUSDT,2026-04-28T16:25:28.864080+00:00,kucoin,0.04648,0.04648,0.000641,7952331,369544.82157,2.2399999999999998,0.04708,0.04537,6645718.36044,46.85,51.51,52.78,52.1,49.35,46.7,368731.03893,0.221
TIAUSDT,2026-04-28T16:25:28.864080+00:00,kucoin,0.3735,0.3735,7.5e-05,10036242,3756565.3806000003,8.16,0.3744,0.3444,6372758.5656,64.15,76.34,80.4,75.3,62.06,57.79,3705510.112,1.378
DAMUSDT,2026-04-28T16:25:28.864080+00:00,kucoin,0.02936,0.02936,-0.014472,1038842,303653.5166,-44.1,0.0665,0.0274,6269881.525,43.02,23.49,18.59,32.32,44.57,44.52,562935.8931999999,-46.059
AVNTUSDT,2026-04-28T16:25:28.864080+00:00,kucoin,0.15567,0.15567,-0.00021,2481779,3861151.7682,2.32,0.16164,0.15147,6239003.2772,58.32,56.32,47.74,48.89,52.13,54.79,3877271.412,-0.416
PNUTUSDT,2026-04-28T16:25:28.864080+00:00,kucoin,0.05564,0.05564,0.000138,133059955,7411439.4935,7.1,0.05744,0.05192,6114920.48706,50.88,56.06,54.86,56.86,56.41,57.09,7386824.271,0.333
GALAUSDT,2026-04-28T16:25:28.864080+00:00,kucoin,0.003306,0.003306,0.000307,1056150526,3491633.638956,0.09,0.003355,0.00325,5961744.877758,60.59,62.87,55.54,48.84,46.03,53.04,3524931.40317,-0.945
PAXGUSDT,2026-04-28T16:25:28.864080+00:00,kucoin,4579.31,4579.31,5.6e-05,10986295,50319867.8108,-1.83,4691.6,4551.55,5749275.8578,59.75,60.46,46.7,32.02,31.47,39.27,50211929.87496,0.215
ZENUSDT,2026-04-28T16:25:28.864080+00:00,kucoin,5.774,5.774,-0.00021,7281619,4207319.4582,-1.26,5.956,5.712,5734688.5668,50.33,58.67,53.33,35.08,36.47,47.68,4255944.795,-1.143
SPXUSDT,2026-04-28T16:25:28.864080+00:00,kucoin,0.3599,0.3599,0.000321,25950995,9334572.9015,-3.8699999999999997,0.3801,0.3542,5521418.6798,51.22,50.84,40.72,30.04,40.57,54.02,9333203.8833,0.015
PUMPUSDT,2026-04-28T16:25:28.864080+00:00,kucoin,0.001772,0.001772,-9.1e-05,2624199,4647456.4290000005,2.13,0.001795,0.001719,5477993.408,52.34,59.47,55.91,52.79,49.46,46.28,4639694.136,0.167
CLUSDT,2026-04-28T16:25:28.864080+00:00,kucoin,99.513,99.513,-0.000625,6779527,6748747.947420001,3.42,101.763,95.937,5335818.31408,42.27,47.01,49.89,62.23,64.44,56.02,6437915.562420001,4.828
SIRENUSDT,2026-04-28T16:25:28.864080+00:00,kucoin,0.70253,0.70253,0.000486,1017255,7141842.178499999,9.94,0.73636,0.6306,5323213.259,54.89,50.42,50.53,55.26,53.57,48.72,7479369.3516999995,-4.513
WLDUSDT,2026-04-28T16:25:28.864080+00:00,kucoin,0.2515,0.2515,-0.00064,35813215,9014186.215499999,1.04,0.2548,0.2481,5110006.2584,68.08,62.74,56.81,49.1,42.06,39.53,8947679.0211,0.743
JASMYUSDT,2026-04-28T16:25:28.864080+00:00,kucoin,0.005994,0.005994,9.8e-05,49789167,2987350.02,2.42,0.006005,0.005826,5042335.97866,62.35,76.55,72.1,61.5,61.59,63.41,2646270.9,12.889
BTCUSDT,2026-04-28T20:50:08.986813+00:00,kucoin,76456.7,76456.7,0.000125,30644669,2342703736.6771502,-0.69,77470.1,75670.0,378706449.3836,66.44,64.76,60.93,44.57,42.65,56.3,2359966083.4386005,-0.731
ETHUSDT,2026-04-28T20:50:08.986813+00:00,kucoin,2298.08,2298.08,1e-05,28961681,665562598.7248,0.26,2310.61,2257.46,272605815.029,54.23,55.04,60.2,53.69,46.02,51.99,672192812.3136,-0.986
SOLUSDT,2026-04-28T20:50:08.986813+00:00,kucoin,83.858,83.858,0.000111,40352264,338390050.6776,-0.49,84.933,82.963,90309731.5938,49.99,52.57,55.71,44.42,39.04,46.22,338849623.1553,-0.136
PEPEUSDT,2026-04-28T20:50:08.986813+00:00,kucoin,3.8945e-06,3.8945e-06,0.000114,11195763,22671823.122468002,1.77,3.9158e-06,3.811e-06,33763160.244632,58.83,53.42,57.34,56.56,52.73,57.28,24309996.245028,-6.739
ZECUSDT,2026-04-28T20:50:08.986813+00:00,kucoin,335.69,335.69,4.1e-05,18043126,60576186.919800006,-4.569999999999999,356.23,330.56,32893647.09,66.36,58.96,54.02,38.91,39.05,55.15,60713906.72310001,-0.227
HYPEUSDT,2026-04-28T20:50:08.986813+00:00,kucoin,39.937,39.937,0.000126,17134190,68437381.698,-4.08,41.843,39.464,29525997.2198,51.37,50.12,50.7,35.78,37.12,47.2,68393541.35880001,0.064
MUSDT,2026-04-28T20:50:08.986813+00:00,kucoin,3.39249,3.39249,0.000398,528446,17916010.4272,-13.05,4.05235,3.35173,29127402.1856,51.45,45.62,32.89,34.66,28.35,49.77,17902991.5984,0.073
DOGEUSDT,2026-04-28T20:50:08.986813+00:00,kucoin,0.09975,0.09975,4.7e-05,8815383,87924630.042,1.73,0.101,0.09789,23094564.348,57.18,57.14,57.58,57.58,57.65,60.07,88525304.218,-0.679
XRPUSDT,2026-04-28T20:50:08.986813+00:00,kucoin,1.38347,1.38347,1.5e-05,9793385,135493440.152,-0.72,1.4019,1.36765,22064361.3444,56.05,56.06,57.95,43.63,36.79,46.58,134924052.49600002,0.422
PENGUUSDT,2026-04-28T20:50:08.986813+00:00,kucoin,0.01034,0.01034,4.7e-05,119350581,12333689.040539999,5.79,0.010588,0.009755,21744335.13744,64.54,66.04,60.56,58.19,66.2,77.04,12502303.23484,-1.349
RAVEUSDT,2026-04-28T20:50:08.986813+00:00,kucoin,0.85523,0.85523,0.000749,3429526,29335822.4514,-2.8000000000000003,0.91154,0.82792,21424100.5252,44.68,39.44,36.88,41.06,37.86,45.09,29669775.2613,-1.126
SWARMSUSDT,2026-04-28T20:50:08.986813+00:00,kucoin,0.02239,0.02239,0.000743,12672705,2837418.6495,2.6,0.02688,0.01758,21223353.5996,51.88,48.19,46.26,50.06,54.09,70.28,2823306.0086,0.5
ZBTUSDT,2026-04-28T20:50:08.986813+00:00,kucoin,0.19428,0.19428,0.000518,3299812,6417804.3588,-0.5499999999999999,0.22837,0.18389,20897876.1682,34.32,46.27,42.83,46.3,54.98,72.12,6545477.3193,-1.951
AINUSDT,2026-04-28T20:50:08.986813+00:00,kucoin,0.08903,0.08903,0.000945,2319311,2066274.1699,0.22999999999999998,0.09143,0.08482,20676356.9638,58.54,47.41,48.76,53.04,69.11,64.62,2109772.3624,-2.062
APEUSDT,2026-04-28T20:50:08.986813+00:00,kucoin,0.1622,0.1622,-0.000293,423667642,6871889.153240001,14.38,0.1913,0.14,20508589.21938,60.97,52.89,44.01,52.96,56.35,68.77,7072569.643440001,-2.837
GIGGLEUSDT,2026-04-28T20:50:08.986813+00:00,kucoin,34.37,34.37,0.000383,8868802,3050867.888,-1.5699999999999998,36.77,33.68,20421070.9624,55.58,61.36,53.47,46.52,48.88,52.07,3255083.144,-6.274
PRLUSDT,2026-04-28T20:50:08.986813+00:00,kucoin,0.36143,0.36143,-0.003242,2958055,10691298.1865,19.61,0.40671,0.29727,19497255.1468,68.21,68.06,57.59,56.26,69.2,75.34,11013668.4464,-2.927
FILUSDT,2026-04-28T20:50:08.986813+00:00,kucoin,0.9221,0.9221,0.000211,104370004,9623958.06884,1.06,0.9319,0.9066,19257668.3297,49.43,57.58,59.91,52.99,46.42,50.92,9701850.89877,-0.803
ORCAUSDT,2026-04-28T20:50:08.986813+00:00,kucoin,1.6767,1.6767,-0.001396,7649769,12855436.8045,13.96,1.7945,1.414,18782329.736,53.63,55.49,55.01,57.63,63.41,88.24,12865837.419000002,-0.081
VIRTUALUSDT,2026-04-28T20:50:08.986813+00:00,kucoin,0.6917,0.6917,1.2e-05,4832576,3342692.8192,0.45999999999999996,0.7017,0.6771,17838800.7028,56.65,53.97,56.3,51.03,46.9,50.33,3392819.6265,-1.477
ASTERUSDT,2026-04-28T20:50:08.986813+00:00,kucoin,0.65193,0.65193,0.000127,49968225,32574785.55975,1.1900000000000002,0.65538,0.62604,17731512.31246,48.38,58.21,69.36,64.95,48.63,42.92,32703707.93326,-0.394
ADAUSDT,2026-04-28T20:50:08.986813+00:00,kucoin,0.24751,0.24751,0.0001,17641491,43675039.2687,0.73,0.24884,0.2443,17274914.5794,62.47,60.23,60.28,54.14,46.95,47.31,44199900.0472,-1.187
