symbol,scan_time,market_provider,price,mark_price,funding_rate,oi_contracts,oi_value_now,price_change_pct_24h,high_24h,low_24h,volume_24h,rsi_1m,rsi_5m,rsi_15m,rsi_1h,rsi_4h,rsi_1d,oi_value_1h_ago,oi_change_pct_1h
HYPERUSDT,2026-04-26T05:10:23.261140+00:00,kucoin,0.12826,0.12826,0.000965,4169573,5348728.2444,23.43,0.18127,0.10301,20042072.9802,38.08,34.88,30.25,43.45,57.45,62.82,5063797.8396000005,5.627
IDOLUSDT,2026-04-26T05:10:23.261140+00:00,kucoin,0.02262,0.02262,0.002428,504091,1138741.569,-5.12,0.02393,0.0224,17875235.774,52.98,55.75,53.22,36.38,36.77,46.82,1157066.577,-1.584
PEPEUSDT,2026-04-26T05:10:23.261140+00:00,kucoin,3.8566e-06,3.8566e-06,-9.4e-05,13230657,26540750.864628002,-0.16,3.8942e-06,3.7813e-06,16141528.34632,66.48,62.37,59.98,55.09,52.81,56.43,26674170.190668,-0.5
HYPEUSDT,2026-04-26T05:10:23.261140+00:00,kucoin,41.396,41.396,1.7e-05,16818134,69615302.0662,0.83,41.89,40.836,15992856.8954,57.67,55.59,52.42,51.61,51.09,53.49,69697653.4397,-0.118
CHIPUSDT,2026-04-26T05:10:23.261140+00:00,kucoin,0.06778,0.06778,0.000256,979733,6636711.341999999,-14.7,0.08195,0.06602,15570562.408,55.07,48.28,40.81,29.49,41.28,,6588399.174,0.733
MUSDT,2026-04-26T05:10:23.261140+00:00,kucoin,4.33161,4.33161,-0.000221,514510,22287029.669999998,-0.16,4.45816,4.01999,14611634.5798,55.56,54.52,50.46,49.04,52.02,71.96,22237908.191999998,0.221
DOGEUSDT,2026-04-26T05:10:23.261140+00:00,kucoin,0.09822,0.09822,2.8e-05,7435784,73004527.312,-0.26,0.09905,0.09738,13524906.026,67.56,61.26,56.93,54.36,56.61,57.26,74741567.14400001,-2.324
CROSSUSDT,2026-04-26T05:10:23.261140+00:00,kucoin,0.12854,0.12854,0.000713,1220130,1569209.193,6.909999999999999,0.13197,0.11584,13524182.6244,54.05,63.91,62.19,60.04,73.96,80.84,1529801.8029,2.576
XRPUSDT,2026-04-26T05:10:23.261140+00:00,kucoin,1.42271,1.42271,-2.7e-05,8473222,120549376.7162,-0.6799999999999999,1.43655,1.41761,13394719.7308,64.17,60.45,55.46,44.68,45.9,53.92,120738084.9706,-0.156
CUSDT,2026-04-26T05:10:23.261140+00:00,kucoin,0.07963,0.07963,-0.000398,3041404,2425519.69,-2.4299999999999997,0.08695,0.07837,13202185.8426,56.34,49.64,42.34,39.49,45.52,53.67,2447717.305,-0.907
TRUMPUSDT,2026-04-26T05:10:23.261140+00:00,kucoin,2.631,2.631,-0.001163,27845065,7328821.108,-9.81,2.983,2.467,13068108.9028,55.76,54.87,61.78,44.06,37.31,38.01,7109426.800000001,3.086
VELVETUSDT,2026-04-26T05:10:23.261140+00:00,kucoin,0.09925,0.09925,0.000966,1812240,1800460.44,3.54,0.10521,0.09137,11862988.8816,55.44,48.85,46.84,52.09,55.8,61.55,1784189.8905,0.912
RAYUSDT,2026-04-26T05:10:23.261140+00:00,kucoin,0.8076,0.8076,-0.006,5190768,4112126.4096,22.02,0.877,0.6632,11745042.0688,30.71,39.79,53.84,76.19,75.53,72.22,3483055.4414,18.061
TACUSDT,2026-04-26T05:10:23.261140+00:00,kucoin,0.008569,0.008569,0.001165,6274591,5369794.9777999995,-2.58,0.009072,0.007965,11026063.361,58.74,59.78,53.55,49.96,57.44,80.93,5394257.165,-0.453
ASTERUSDT,2026-04-26T05:10:23.261140+00:00,kucoin,0.65904,0.65904,-5.7e-05,52146846,34356428.01864,-1.3,0.66804,0.63165,10624779.15456,66.65,61.1,62.71,52.69,41.82,44.61,34248842.082,0.314
ORCAUSDT,2026-04-26T05:10:23.261140+00:00,kucoin,1.5057,1.5057,-0.02,4747286,7214925.262800001,63.029999999999994,1.7604,0.9415,10365052.5268,22.65,42.32,56.1,70.63,72.89,85.36,5570273.6928,29.526
FILUSDT,2026-04-26T05:10:23.261140+00:00,kucoin,0.9449,0.9449,0.000228,106347096,10043419.746240001,-0.43,0.9575,0.9292,10156487.74068,57.71,64.3,69.05,57.64,53.64,54.94,9931364.04192,1.128
VIRTUALUSDT,2026-04-26T05:10:23.261140+00:00,kucoin,0.7,0.7,-0.000111,4776735,3342281.4795,-0.19,0.7117,0.6905,9812209.6138,64.47,65.17,59.59,50.9,50.12,52.33,3329127.1195,0.395
TRADOORUSDT,2026-04-26T05:10:23.261140+00:00,kucoin,0.803,0.803,-0.000345,4148543,3306388.771,-38.37,1.361,0.758,9172158.412,45.31,40.43,39.84,19.21,21.92,32.71,3387311.369,-2.389
SOONUSDT,2026-04-26T05:10:23.261140+00:00,kucoin,0.1834,0.1834,0.000861,35520149,6515105.72958,-21.3,0.23767,0.18025,9097032.0856,61.95,44.59,38.85,37.14,46.4,57.47,6469661.7738,0.702
PENGUUSDT,2026-04-26T05:10:23.261140+00:00,kucoin,0.008701,0.008701,5e-05,119296643,10360913.44455,2.4899999999999998,0.00869,0.00834,8980975.43696,63.11,59.96,60.64,61.07,59.79,66.67,10908871.63335,-5.023
LABUSDT,2026-04-26T05:10:23.261140+00:00,kucoin,0.80492,0.80492,0.000996,837121,6719821.4033,9.94,0.94504,0.62546,8594514.8432,52.16,46.34,47.29,52.38,59.14,73.18,6559652.6864,2.442
USELESSUSDT,2026-04-26T05:10:23.261140+00:00,kucoin,0.04063,0.04063,-0.000481,4395591,1786368.1824,-3.81,0.04265,0.04018,8563811.8726,51.46,53.61,50.28,35.99,40.82,50.41,1784641.7952,0.097
GIGGLEUSDT,2026-04-26T05:10:23.261140+00:00,kucoin,34.11,34.11,7.6e-05,9054838,3087699.7580000004,-2.76,36.46,32.09,8371719.9412,51.71,47.48,56.04,51.36,45.64,52.1,2941263.7870000005,4.979
FLOKIUSDT,2026-04-26T05:10:23.261140+00:00,kucoin,3.2376e-05,3.2376e-05,0.000341,1966232,6367838.9552,-1.83,3.325e-05,3.188e-05,8231942.7954,67.42,63.53,60.62,46.4,47.76,57.77,6335776.815199999,0.506
ADAUSDT,2026-04-26T05:10:23.261140+00:00,kucoin,0.25025,0.25025,1.1e-05,17797847,44540891.9022,-0.16999999999999998,0.25389,0.24812,8220190.5362,56.17,58.13,57.08,50.09,50.07,49.21,44547964.2498,-0.016
JELLYJELLYUSDT,2026-04-26T05:10:23.261140+00:00,kucoin,0.047947,0.047947,0.000569,3205411,15393665.7864,5.67,0.053107,0.045263,8200985.1814,47.5,38.64,43.15,52.69,69.0,52.33,15396989.0472,-0.022
AGTUSDT,2026-04-26T05:10:23.261140+00:00,kucoin,0.01622,0.01622,0.001504,1474251,2431482.1743,48.199999999999996,0.018723,0.010901,7937712.7078,68.85,62.63,58.88,68.08,69.73,61.1,2484522.0130000003,-2.135
CATIUSDT,2026-04-26T05:10:23.261140+00:00,kucoin,0.04712,0.04712,0.000664,8352390,393648.1407,-2.31,0.04841,0.04651,7846880.84096,58.72,65.41,59.97,48.89,51.97,48.62,404308.52252999996,-2.637
XMRUSDT,2026-04-26T05:10:23.261140+00:00,kucoin,375.53,375.53,-0.000215,7681005,28848318.579,1.96,378.15,366.42,7640650.9384,48.81,53.44,56.06,57.11,55.57,59.63,28900948.6044,-0.182
OPGUSDT,2026-04-26T05:10:23.261140+00:00,kucoin,0.29248,0.29248,-0.000944,557107,1628869.4466,5.0,0.31482,0.2481,7610408.751,62.43,65.56,66.24,59.36,80.5,,1658262.4079999998,-1.773
AAVEUSDT,2026-04-26T05:10:23.261140+00:00,kucoin,93.96,93.96,1.5e-05,11744854,11026068.9352,-0.38,96.33,93.06,7577577.8258,70.55,66.96,56.01,47.1,48.39,44.76,11118392.4048,-0.83
MOODENGUSDT,2026-04-26T05:10:23.261140+00:00,kucoin,0.05806,0.05806,0.00012,8446080,4902104.832,-1.15,0.05943,0.05684,7261393.2728,70.82,62.67,61.07,51.91,48.96,58.3,4994795.2924,-1.856
BEATUSDT,2026-04-26T05:10:23.261140+00:00,kucoin,0.56604,0.56604,-0.000427,2162571,12260263.7703,0.38,0.58407,0.54089,7238313.3742,57.26,52.35,54.48,53.15,54.59,61.72,12087860.3573,1.426
GALAUSDT,2026-04-26T05:10:23.261140+00:00,kucoin,0.003445,0.003445,0.000402,1209087549,4172561.131599,-4.9399999999999995,0.003759,0.003404,7171843.630212,68.0,58.98,53.01,46.53,55.69,59.48,4061223.402845,2.741
RIVERUSDT,2026-04-26T05:10:23.261140+00:00,kucoin,6.631,6.631,0.000659,4852318,32122345.16,4.16,6.791,6.028,6974643.168,44.84,45.53,57.88,59.58,56.55,39.31,32218672.78,-0.299
ETHFIUSDT,2026-04-26T05:10:23.261140+00:00,kucoin,0.4337,0.4337,0.000101,3519698,1526844.9924,-2.88,0.4501,0.4327,6740873.0506,48.45,42.51,36.05,29.23,35.46,42.6,1538969.7024,-0.788
BCHUSDT,2026-04-26T05:10:23.261140+00:00,kucoin,453.77,453.77,0.000178,2639250,11990112.75,-0.33,456.06,451.54,6271604.0862,75.48,69.89,64.8,53.06,50.34,52.0,11987841.25,0.019
HBARUSDT,2026-04-26T05:10:23.261140+00:00,kucoin,0.09183,0.09183,5.9e-05,13926339,12795520.2732,0.8500000000000001,0.0922,0.09018,6061481.3616,69.71,71.05,76.41,62.79,59.49,55.75,13151949.4384,-2.71
SOMIUSDT,2026-04-26T05:10:23.261140+00:00,kucoin,0.1991,0.1991,-0.001658,11859208,2337449.8967999998,17.16,0.2558,0.1705,6028428.168,23.86,24.73,39.48,54.99,66.36,66.79,2169498.2273999997,7.741
MOVRUSDT,2026-04-26T05:10:23.261140+00:00,kucoin,2.3597,2.3597,0.00017,18326658,4325091.288,3.32,2.82,2.2,5969101.8104,62.93,56.3,46.02,49.43,54.74,59.9,4358847.5479999995,-0.774
CAKEUSDT,2026-04-26T05:10:23.261140+00:00,kucoin,1.5133,1.5133,-0.000275,2182043,3300776.4461,0.54,1.5197,1.4903,5837732.9028,57.21,66.69,67.83,63.2,49.73,52.25,3300165.3153,0.019
PIPPINUSDT,2026-04-26T05:10:23.261140+00:00,kucoin,0.0285,0.0285,0.000788,15775909,4481935.746900001,7.02,0.03281,0.02658,5824237.9762,47.46,36.96,31.8,42.22,55.42,35.63,4481395.1046,0.012
TRXUSDT,2026-04-26T05:10:23.261140+00:00,kucoin,0.32362,0.32362,-0.000157,549610,17791425.31,-0.05,0.32451,0.32075,5731623.412,40.24,43.77,43.26,46.06,36.94,53.57,17920876.939,-0.722
ZENUSDT,2026-04-26T05:10:23.261140+00:00,kucoin,6.113,6.113,-0.000312,7270240,4459565.216,0.49,6.157,5.986,5673653.7038,67.09,71.55,71.39,62.25,53.2,56.05,4443340.1726,0.365
ZBTUSDT,2026-04-26T05:10:23.261140+00:00,kucoin,0.17277,0.17277,0.000521,3248258,5623384.2496,21.16,0.18432,0.12941,5612162.4498,70.54,62.11,55.85,59.16,78.92,77.26,5574730.6048,0.873
DOGSUSDT,2026-04-26T05:10:23.261140+00:00,kucoin,3.242e-05,3.242e-05,0.000122,75501937,2451547.89439,-0.88,3.292e-05,3.168e-05,5473080.04932,68.93,68.62,70.11,56.63,50.34,55.03,2458234.47396,-0.272
TAOUSDT,2026-04-26T05:10:23.261140+00:00,kucoin,245.93,245.93,-0.000219,10013521,24676319.800300002,-0.84,253.4,244.6,5468736.86,57.47,57.07,51.98,44.59,48.14,42.69,24197979.455900002,1.977
ALGOUSDT,2026-04-26T05:10:23.261140+00:00,kucoin,0.11574,0.11574,-5e-06,54137316,6285342.3876,3.37,0.11824,0.11157,5422349.58526,56.06,48.99,51.51,57.73,66.56,61.52,6294434.5269,-0.144
HAEDALUSDT,2026-04-26T05:10:23.261140+00:00,kucoin,0.03441,0.03441,-0.000372,1965252,677029.314,-3.8,0.03812,0.0342,5342415.6204,36.13,39.83,40.86,42.32,50.37,58.83,685108.1835,-1.179
SANDUSDT,2026-04-26T05:10:23.261140+00:00,kucoin,0.0801,0.0801,-0.000484,22584193,1812833.17211,-0.52,0.08633,0.07864,5215127.43854,69.78,58.68,53.24,50.9,54.12,52.09,1847187.8491399998,-1.86
ORDIUSDT,2026-04-26T05:10:23.261140+00:00,kucoin,4.7432,4.7432,0.000655,25957569,12300513.22203,-2.45,4.9013,4.5486,5165095.0138,66.67,65.95,68.15,55.87,53.49,56.01,12381792.35217,-0.656
SIRENUSDT,2026-04-26T05:10:23.261140+00:00,kucoin,0.66685,0.66685,-0.001398,1401340,9364594.684,-0.84,0.81002,0.65578,5163347.614,44.76,46.37,41.29,43.6,46.95,48.07,8145287.488,14.969
ZEREBROUSDT,2026-04-26T05:10:23.261140+00:00,kucoin,0.01767,0.01767,-0.001025,57640656,1016781.17184,0.96,0.01911,0.01704,5146065.66822,37.52,33.84,45.55,47.8,54.31,71.75,1065317.45544,-4.556
SUIUSDT,2026-04-26T05:10:23.261140+00:00,kucoin,0.9397,0.9397,0.000212,77614394,73081713.39039999,-0.49,0.9547,0.9315,5128681.9822,70.7,71.35,64.04,51.96,47.3,50.28,73019793.7744,0.085
AUSDT,2026-04-26T05:10:23.261140+00:00,kucoin,0.08851,0.08851,0.000115,21544082,1908805.6652,-0.91,0.0901,0.08664,5074619.2726,60.59,70.63,69.62,54.63,56.76,60.45,1880315.9808,1.515
HUSDT,2026-04-26T05:10:23.261140+00:00,kucoin,0.15163,0.15163,-0.000132,5453848,8245672.7912,4.71,0.15313,0.13948,5069907.7944,60.28,56.83,58.03,61.09,67.88,68.2,8294584.268099999,-0.59
CETUSUSDT,2026-04-26T05:10:23.261140+00:00,kucoin,0.02761,0.02761,0.000392,6266479,1735188.0351,-2.4699999999999998,0.03197,0.02738,5010598.3828,56.33,33.61,31.48,40.57,50.89,61.77,1645239.5622,5.467
ANIMEUSDT,2026-04-26T05:10:23.261140+00:00,kucoin,0.004972,0.004972,-0.000374,25564411,1274897.1765700001,-0.1,0.005017,0.004809,5008524.8986,57.11,65.24,71.74,65.54,61.69,56.97,1306448.42947,-2.415
BTCUSDT,2026-04-26T06:31:23.857015+00:00,kucoin,77950.8,77950.8,-4e-05,29368814,2289322546.3512,0.6,78198.1,77102.5,210508997.5688,46.66,57.63,64.31,61.85,55.35,63.53,2283748440.5448003,0.244
ETHUSDT,2026-04-26T06:31:23.857015+00:00,kucoin,2329.2,2329.2,-1.3e-05,28140726,655453789.992,0.61,2336.52,2300.54,127258252.3114,51.36,63.57,66.44,63.37,51.42,55.56,650089083.384,0.825
SOLUSDT,2026-04-26T06:31:23.857015+00:00,kucoin,86.409,86.409,-0.000111,40440091,349438782.3219,0.16,86.787,85.518,62876152.2532,37.9,50.79,57.09,54.84,52.05,52.09,348256318.3614,0.34
RAVEUSDT,2026-04-26T06:31:23.857015+00:00,kucoin,0.91859,0.91859,0.001988,2901810,26671406.253,1.44,1.11629,0.711,29054243.4172,36.21,32.54,42.93,49.41,37.63,45.2,26815755.6195,-0.538
AINUSDT,2026-04-26T06:31:23.857015+00:00,kucoin,0.06534,0.06534,0.002224,942095,616035.9205,6.75,0.06608,0.05986,23828191.5738,56.6,77.29,76.0,66.44,60.33,51.86,638711.8647,-3.55
SKYAIUSDT,2026-04-26T06:31:23.857015+00:00,kucoin,0.1841,0.1841,0.000936,4271414,7865381.7396,-5.82,0.20438,0.18427,23797624.4344,34.71,22.12,13.61,26.35,46.45,64.89,9098305.8408,-13.551
BSBUSDT,2026-04-26T06:31:23.857015+00:00,kucoin,0.70864,0.70864,-0.000242,676940,4768297.665999999,44.85,0.79461,0.49144,21305415.5554,76.11,68.05,59.08,56.58,64.59,86.38,4598779.1685999995,3.686
APEUSDT,2026-04-26T06:31:23.857015+00:00,kucoin,0.1546,0.1546,-0.000362,383141319,5915701.96536,-21.27,0.1966,0.1471,20566377.25544,78.67,70.78,55.82,46.42,55.94,69.33,6187266.537120001,-4.389
ZECUSDT,2026-04-26T06:31:23.857015+00:00,kucoin,355.08,355.08,-2.5e-05,17509740,62206853.29799999,-0.11,361.61,351.22,20465201.4954,43.98,39.98,43.28,48.41,61.66,63.19,62243115.7069,-0.058
HYPERUSDT,2026-04-26T06:31:23.857015+00:00,kucoin,0.12877,0.12877,0.000112,3887271,5013802.1358,21.69,0.18127,0.10301,20331374.5938,65.03,48.8,34.85,44.58,58.12,63.41,5354559.557,-6.364
AXSUSDT,2026-04-26T06:31:23.857015+00:00,kucoin,1.412,1.412,-0.000315,32961615,4657476.1995,-2.01,1.78,1.363,19738532.594,61.12,53.47,41.0,47.17,60.71,64.37,4727482.012800001,-1.481
IDOLUSDT,2026-04-26T06:31:23.857015+00:00,kucoin,0.02279,0.02279,0.003356,504610,1150006.1900000002,-2.6,0.02365,0.0224,18084079.442,56.4,68.21,63.1,44.39,40.19,47.55,1155263.843,-0.455
PEPEUSDT,2026-04-26T06:31:23.857015+00:00,kucoin,3.8843e-06,3.8843e-06,-3.1e-05,12935553,26127022.980552,0.3,3.8942e-06,3.7813e-06,17045462.455736,56.05,64.74,65.47,62.46,55.92,57.38,25993503.139448,0.514
HYPEUSDT,2026-04-26T06:31:23.857015+00:00,kucoin,41.26,41.26,-1.2e-05,16888623,69689213.9472,0.2,41.89,40.836,16073755.7362,57.02,45.47,45.16,48.54,49.4,52.94,69228761.35040002,0.665
CHIPUSDT,2026-04-26T06:31:23.857015+00:00,kucoin,0.06953,0.06953,0.000192,985058,6831377.2299999995,-10.2,0.08195,0.06602,15548504.238,60.6,66.18,53.74,36.52,42.91,,6907093.56,-1.096
XRPUSDT,2026-04-26T06:31:23.857015+00:00,kucoin,1.4267,1.4267,-3.2e-05,8502498,121305138.966,-0.35000000000000003,1.43655,1.41761,14524993.2918,55.87,59.56,61.54,51.67,48.2,54.62,119727936.383,1.317
MUSDT,2026-04-26T06:31:23.857015+00:00,kucoin,4.27452,4.27452,-0.000178,513876,21978425.1324,1.72,4.45816,4.20394,13979991.71,35.67,38.85,40.66,43.5,49.74,70.1,21963626.746999998,0.067
DOGEUSDT,2026-04-26T06:31:23.857015+00:00,kucoin,0.09844,0.09844,4.1e-05,7414466,72973174.372,0.16999999999999998,0.09905,0.09738,13897041.366,53.71,58.7,59.06,59.5,58.2,57.75,73203034.28199999,-0.314
CROSSUSDT,2026-04-26T06:31:23.857015+00:00,kucoin,0.12839,0.12839,0.001165,1244004,1596057.132,7.3,0.13197,0.11584,13510240.6064,49.99,55.0,56.6,59.52,73.77,80.52,1587844.649,0.517
CUSDT,2026-04-26T06:31:23.857015+00:00,kucoin,0.08116,0.08116,0.000322,3047190,2472489.966,-2.31,0.08695,0.07837,13341570.099,52.0,58.28,52.14,45.2,47.62,54.97,2443230.0706,1.198
TRUMPUSDT,2026-04-26T06:31:23.857015+00:00,kucoin,2.656,2.656,-0.00137,27063766,7188136.249600001,-8.86,2.983,2.467,13331525.3664,57.32,60.63,67.29,47.89,39.48,39.3,7261359.5136,-1.008
RAYUSDT,2026-04-26T06:31:23.857015+00:00,kucoin,0.7693,0.7693,-0.006,4458487,3440168.5692,15.590000000000002,0.877,0.6632,12208945.069,52.34,39.03,47.6,64.44,67.78,69.84,3810614.5007999996,-9.721
VELVETUSDT,2026-04-26T06:31:23.857015+00:00,kucoin,0.10061,0.10061,0.00114,1788981,1799714.886,7.3,0.10521,0.09137,11812229.554,47.14,55.72,52.97,54.46,57.25,62.21,1821045.1039999998,-1.171
ORCAUSDT,2026-04-26T06:31:23.857015+00:00,kucoin,1.5537,1.5537,-0.02,4954812,7782523.2084,63.36000000000001,1.7604,0.9427,11563172.637,60.07,55.84,58.43,68.83,75.81,86.04,7787293.4243,-0.061
TACUSDT,2026-04-26T06:31:23.857015+00:00,kucoin,0.008602,0.008602,0.000787,6286220,5395462.626,-2.4,0.009072,0.007965,11162006.6994,50.23,56.35,54.12,50.61,57.64,81.32,5413627.6872000005,-0.336
ASTERUSDT,2026-04-26T06:31:23.857015+00:00,kucoin,0.65746,0.65746,8e-06,52070897,34264212.35291,-1.3599999999999999,0.66795,0.63165,10743081.87768,47.35,47.86,56.06,51.25,41.16,44.22,34327116.07273,-0.183
FILUSDT,2026-04-26T06:31:23.857015+00:00,kucoin,0.9493,0.9493,0.000224,107605843,10224707.201860001,-0.16999999999999998,0.9554,0.9292,10152693.88398,62.06,62.17,66.96,63.86,56.26,55.82,10431876.837340001,-1.986
VIRTUALUSDT,2026-04-26T06:31:23.857015+00:00,kucoin,0.7066,0.7066,-0.000123,4927958,3481602.327,0.08,0.7117,0.6905,9793513.0592,49.32,62.5,65.87,59.47,53.71,53.62,3433594.9455,1.398
PENGUUSDT,2026-04-26T06:31:23.857015+00:00,kucoin,0.008735,0.008735,5e-05,129205920,11255127.6912,1.87,0.008819,0.00834,9222751.16348,38.06,50.99,57.5,61.35,60.35,66.88,10979886.31131,2.507
LABUSDT,2026-04-26T06:31:23.857015+00:00,kucoin,0.90221,0.90221,0.000983,828817,7353595.950800001,21.17,0.94504,0.62546,8903256.0698,50.62,63.39,59.79,58.93,64.18,79.4,7418408.8328,-0.874
SOONUSDT,2026-04-26T06:31:23.857015+00:00,kucoin,0.18725,0.18725,0.000809,37763569,7070095.38818,-16.77,0.23326,0.18025,8804940.77076,58.41,59.36,47.87,41.14,47.92,58.57,7089485.9508,-0.274
USELESSUSDT,2026-04-26T06:31:23.857015+00:00,kucoin,0.04116,0.04116,-0.000837,4575494,1883273.3304,-2.78,0.04265,0.04018,8442956.9324,52.48,61.64,61.47,46.98,44.02,51.37,1837494.7668,2.491
GIGGLEUSDT,2026-04-26T06:31:23.857015+00:00,kucoin,34.48,34.48,-8.7e-05,9171864,3165210.2663999996,-1.9,36.46,32.09,8378661.3162,73.13,64.69,60.98,54.78,47.54,52.65,3195154.5933999997,-0.937
FLOKIUSDT,2026-04-26T06:31:23.857015+00:00,kucoin,3.2591e-05,3.2591e-05,0.000257,1897800,6184360.859999999,-1.59,3.325e-05,3.188e-05,8378646.4272,53.57,61.91,65.02,53.27,50.02,58.5,6190998.8319,-0.107
JELLYJELLYUSDT,2026-04-26T06:31:23.857015+00:00,kucoin,0.048126,0.048126,0.00043,3193685,15352043.795,5.9799999999999995,0.053107,0.04527,8328201.2654,50.14,45.13,44.76,52.47,68.59,52.26,15271560.194,0.527
TRADOORUSDT,2026-04-26T06:31:23.857015+00:00,kucoin,0.809,0.809,-0.000331,4960406,4008008.0480000004,-31.180000000000003,1.228,0.758,8252725.324,52.26,50.34,43.52,19.8,21.95,32.74,3317713.4480000003,20.806
AGTUSDT,2026-04-26T06:31:23.857015+00:00,kucoin,0.016635,0.016635,0.001537,1552256,2576434.5088000004,50.05,0.018723,0.010901,8230036.2166,54.77,56.08,56.7,68.4,69.95,61.21,2551612.1998,0.973
ADAUSDT,2026-04-26T06:31:23.857015+00:00,kucoin,0.25141,0.25141,1.9e-05,17640242,44345804.363800004,-0.15,0.25389,0.24812,8069683.0176,59.76,63.22,64.84,57.14,52.95,50.09,44632218.0186,-0.642
CATIUSDT,2026-04-26T06:31:23.857015+00:00,kucoin,0.04735,0.04735,0.000511,8402637,397612.78284,-1.78,0.04841,0.04651,7721596.95524,49.94,59.32,61.61,51.38,53.11,49.06,405011.54876000003,-1.827
XMRUSDT,2026-04-26T06:31:23.857015+00:00,kucoin,377.92,377.92,-0.000273,7671163,28990859.2096,2.3800000000000003,378.15,366.42,7715033.5408,58.65,65.22,65.8,63.15,58.12,60.46,29003428.8288,-0.043
OPGUSDT,2026-04-26T06:31:23.857015+00:00,kucoin,0.30178,0.30178,-0.000954,573119,1749388.4356,9.370000000000001,0.31482,0.2481,7692819.737,57.1,62.56,69.7,64.9,81.1,,1710253.6152000001,2.288
AAVEUSDT,2026-04-26T06:31:23.857015+00:00,kucoin,94.76,94.76,4.1e-05,11700431,11087328.4156,0.24,96.33,93.06,7665096.4358,53.62,61.5,63.56,54.95,51.51,45.72,10986761.5228,0.915
BEATUSDT,2026-04-26T06:31:23.857015+00:00,kucoin,0.57047,0.57047,0.000102,2140638,12203135.0466,-0.6,0.58407,0.54089,7219730.788,38.71,49.16,54.1,54.0,54.98,61.84,12255182.4376,-0.425
MOODENGUSDT,2026-04-26T06:31:23.857015+00:00,kucoin,0.05881,0.05881,0.000261,8433989,4956655.3353,-0.06,0.05928,0.05684,7112687.7262,52.09,65.11,66.85,59.84,51.83,59.16,4956869.8458,-0.004
RIVERUSDT,2026-04-26T06:31:23.857015+00:00,kucoin,6.665,6.665,0.00065,4864236,32429861.412,2.1399999999999997,6.791,6.028,7069629.362,63.64,55.65,59.51,60.58,57.38,39.49,32695274.682,-0.812
ETHFIUSDT,2026-04-26T06:31:23.857015+00:00,kucoin,0.4416,0.4416,0.0001,3580096,1580970.3936,-1.47,0.4496,0.4327,6812658.2882,58.97,66.61,62.76,51.23,42.43,44.42,1564060.6464,1.081
GALAUSDT,2026-04-26T06:31:23.857015+00:00,kucoin,0.003468,0.003468,0.000399,1215975798,4214572.115868,-4.67,0.003699,0.003404,6721168.756902,57.0,56.08,54.96,48.53,56.1,59.75,4214971.468388,-0.009
