symbol,scan_time,market_provider,price,mark_price,funding_rate,oi_contracts,oi_value_now,price_change_pct_24h,high_24h,low_24h,volume_24h,rsi_1m,rsi_5m,rsi_15m,rsi_1h,rsi_4h,rsi_1d,oi_value_1h_ago,oi_change_pct_1h
AINUSDT,2026-04-27T07:58:58.902124+00:00,kucoin,0.08948,0.08948,0.000715,2434473,2177879.5458,39.550000000000004,0.09273,0.06193,23651943.97,53.56,53.3,60.95,73.73,84.14,65.42,2174165.1666,0.171
RAVEUSDT,2026-04-27T07:58:58.902124+00:00,kucoin,0.85546,0.85546,0.000408,3285972,28093089.0168,-5.92,0.96083,0.7752,21035547.8374,32.84,35.46,33.0,37.95,36.67,45.09,27247886.783400003,3.102
AGTUSDT,2026-04-27T07:58:58.902124+00:00,kucoin,0.02109,0.02109,0.000761,1571498,3281759.2734,26.900000000000002,0.033963,0.014191,19922184.6478,43.07,57.78,53.48,54.75,61.92,61.97,3228530.5947,1.649
CHIPUSDT,2026-04-27T07:58:58.902124+00:00,kucoin,0.07503,0.07503,-0.002351,1141625,8565612.375,10.85,0.08598,0.06747,18736438.412,50.57,38.51,41.31,49.85,48.74,,8915649.834,-3.926
IDOLUSDT,2026-04-27T07:58:58.902124+00:00,kucoin,0.0229,0.0229,-0.000123,696701,1596838.692,0.43,0.0237,0.02258,18097604.906,60.89,54.93,48.53,47.38,46.21,48.56,1606884.528,-0.625
SKYAIUSDT,2026-04-27T07:58:58.902124+00:00,kucoin,0.1806,0.1806,-0.000145,4187853,7563681.3033,-0.38,0.19096,0.17815,17563272.5938,43.76,38.21,29.57,32.83,44.46,63.38,7476262.451099999,1.169
DOGEUSDT,2026-04-27T07:58:58.902124+00:00,kucoin,0.09787,0.09787,8.7e-05,8424205,82380300.69500001,-0.6,0.10086,0.09761,17045851.4,40.4,35.85,28.71,36.35,48.71,55.56,83328834.358,-1.138
PENGUUSDT,2026-04-27T07:58:58.902124+00:00,kucoin,0.009562,0.009562,5e-05,139220171,13295526.3305,9.3,0.01025,0.008602,16524750.30804,35.88,41.04,46.95,57.38,66.24,73.08,12203496.149999999,8.949
LDOUSDT,2026-04-27T07:58:58.902124+00:00,kucoin,0.3834,0.3834,-0.00034,264733371,10141935.44301,0.44,0.4701,0.3775,15566080.76444,46.37,27.16,26.23,35.13,46.12,53.31,9661618.91433,4.971
USELESSUSDT,2026-04-27T07:58:58.902124+00:00,kucoin,0.04024,0.04024,-0.000606,5304969,2133658.5318,-1.46,0.04324,0.04,14503848.9496,49.27,35.48,31.43,38.06,42.09,49.71,2075728.057,2.791
XMRUSDT,2026-04-27T07:58:58.902124+00:00,kucoin,388.7,388.7,0.000228,7482937,29055496.0773,1.5699999999999998,406.06,381.6,14185522.0118,45.62,61.7,52.08,51.13,59.88,62.71,28568397.921000004,1.705
ADAUSDT,2026-04-27T07:58:58.902124+00:00,kucoin,0.24719,0.24719,2e-05,16197266,40018585.1062,-1.6500000000000001,0.25613,0.2463,13934610.632,32.76,34.43,24.91,33.04,41.95,47.1,41169390.2229,-2.795
MUSDT,2026-04-27T07:58:58.902124+00:00,kucoin,4.19769,4.19769,0.00037,509493,21371193.378000002,-2.42,4.5752,4.16949,13688249.7058,41.71,42.21,33.36,30.95,45.26,67.55,21355044.168,0.076
CROSSUSDT,2026-04-27T07:58:58.902124+00:00,kucoin,0.10268,0.10268,-0.000692,1047531,1075814.337,-20.380000000000003,0.13627,0.10038,12840732.2556,47.27,45.19,40.77,36.08,40.6,58.8,1100253.856,-2.221
RAYUSDT,2026-04-27T07:58:58.902124+00:00,kucoin,0.7086,0.7086,-0.000407,3761883,2667175.047,-6.909999999999999,0.82,0.7066,12440039.2732,47.45,28.84,27.5,36.72,50.59,58.6,2660878.418,0.237
CUSDT,2026-04-27T07:58:58.902124+00:00,kucoin,0.07921,0.07921,-0.000402,2983679,2369936.2297,-1.87,0.08246,0.07852,12224477.9636,62.97,55.19,49.36,46.3,45.99,53.56,2364546.1099,0.228
VELVETUSDT,2026-04-27T07:58:58.902124+00:00,kucoin,0.11807,0.11807,-1.1e-05,1880922,2224002.1728,18.84,0.12006,0.09805,11485426.2462,46.24,52.02,59.88,76.59,71.8,69.61,2229957.9216,-0.267
FILUSDT,2026-04-27T07:58:58.902124+00:00,kucoin,0.9233,0.9233,7e-06,111113412,10249101.12288,-3.16,0.958,0.9202,10820890.68992,36.93,34.2,21.72,31.63,41.79,50.89,9962115.0876,2.881
OPGUSDT,2026-04-27T07:58:58.902124+00:00,kucoin,0.26924,0.26924,-0.001064,443387,1192578.0139,-11.5,0.36574,0.26376,9999915.6336,41.8,46.33,36.07,37.81,70.59,,1286986.4838999999,-7.336
TACUSDT,2026-04-27T07:58:58.902124+00:00,kucoin,0.008989,0.008989,0.000329,6264114,5631438.486,3.8899999999999997,0.009218,0.008421,9848998.9658,54.17,49.39,49.64,54.8,59.68,82.95,5624941.413,0.116
RIVERUSDT,2026-04-27T07:58:58.902124+00:00,kucoin,6.481,6.481,3.4e-05,5185809,33469211.286,-1.02,6.871,6.327,9370395.846,35.58,44.8,42.57,43.44,51.1,38.22,31452833.244,6.411
VIRTUALUSDT,2026-04-27T07:58:58.902124+00:00,kucoin,0.6965,0.6965,-0.000149,4557195,3171807.7199999997,-1.46,0.7387,0.6933,9319743.1218,39.28,30.72,27.54,36.08,46.13,51.34,3219168.4319999996,-1.471
HBARUSDT,2026-04-27T07:58:58.902124+00:00,kucoin,0.09071,0.09071,-4.2e-05,15095778,13688851.4904,-1.63,0.09323,0.09046,8999710.3096,33.15,33.86,25.7,32.06,44.73,51.61,13772956.283599999,-0.611
SUIUSDT,2026-04-27T07:58:58.902124+00:00,kucoin,0.9259,0.9259,8.3e-05,79545006,73571176.0494,-2.16,0.9639,0.9241,8880758.0226,31.08,30.48,24.66,31.87,38.93,46.86,73045418.4942,0.72
AAVEUSDT,2026-04-27T07:58:58.902124+00:00,kucoin,95.72,95.72,6e-06,12207982,11676934.783000002,1.21,100.82,94.4,8322342.937,35.28,37.59,35.95,45.08,51.28,46.84,11568786.197500002,0.935
ETHFIUSDT,2026-04-27T07:58:58.902124+00:00,kucoin,0.4343,0.4343,-9e-05,3049689,1322650.1193,-2.2399999999999998,0.4555,0.4317,7743678.7122,48.03,43.75,30.62,35.64,38.81,42.89,1325368.1172,-0.205
GIGGLEUSDT,2026-04-27T07:58:58.902124+00:00,kucoin,32.84,32.84,-0.000185,9164752,3007871.6064,-4.41,35.54,32.66,7705942.8936,40.64,37.78,28.9,37.64,40.63,50.27,2983853.9304,0.805
FLOKIUSDT,2026-04-27T07:58:58.902124+00:00,kucoin,3.2046e-05,3.2046e-05,-3e-05,1570325,5025354.065,-1.92,3.385e-05,3.1912e-05,7525586.0742,36.54,32.5,22.73,32.96,43.17,55.31,4861539.0272,3.37
BEATUSDT,2026-04-27T07:58:58.902124+00:00,kucoin,0.52727,0.52727,0.001468,1812356,9529186.612399999,-3.9800000000000004,0.57467,0.51042,7453183.1984,43.94,35.04,32.49,32.91,40.75,55.96,11152978.611499999,-14.559
ASTERUSDT,2026-04-27T07:58:58.902124+00:00,kucoin,0.64712,0.64712,4.2e-05,50531655,32670230.907150004,-1.7999999999999998,0.66436,0.64329,7343699.6469,49.31,36.24,23.84,27.37,32.34,40.22,32726790.644610003,-0.173
MOODENGUSDT,2026-04-27T07:58:58.902124+00:00,kucoin,0.0573,0.0573,-0.000123,7974898,4558451.6968,-2.3,0.06268,0.05719,7320119.6716,28.96,29.75,32.0,40.19,45.57,56.43,4539047.5916,0.427
CATIUSDT,2026-04-27T07:58:58.902124+00:00,kucoin,0.04634,0.04634,-0.000108,7790497,361011.63098,-2.19,0.04855,0.04619,6864609.87412,50.05,37.8,38.53,42.33,45.82,46.45,385624.51956,-6.383
APEUSDT,2026-04-27T07:58:58.902124+00:00,kucoin,0.1423,0.1423,-9.2e-05,327579615,4651630.533,-6.81,0.1583,0.1416,6837210.86798,36.83,33.47,34.8,39.16,49.83,63.0,5049393.7336,-7.877
NOTUSDT,2026-04-27T07:58:58.902124+00:00,kucoin,0.0004109,0.0004109,-0.001533,45736833,1868349.62805,-3.92,0.0006622,0.0003972,6836527.39308,32.98,39.66,44.16,46.28,46.4,54.17,1885379.0943500001,-0.903
BCHUSDT,2026-04-27T07:58:58.902124+00:00,kucoin,447.27,447.27,0.000138,2629735,11750707.874,-1.3599999999999999,457.88,446.79,6830971.4046,33.18,30.23,19.63,30.06,37.71,47.87,11739626.241999999,0.094
WIFUSDT,2026-04-27T07:58:58.902124+00:00,kucoin,0.1765,0.1765,-4.8e-05,10617396,18697234.356000002,-1.72,0.1837,0.1752,6814207.488,33.59,38.39,32.5,37.48,36.89,40.8,18244210.062,2.483
JELLYJELLYUSDT,2026-04-27T07:58:58.902124+00:00,kucoin,0.051437,0.051437,8e-05,3199221,16456472.901899999,7.870000000000001,0.051603,0.045718,6755810.1744,52.35,69.59,81.48,74.66,75.1,58.55,16412965.795699999,0.265
SOONUSDT,2026-04-27T07:58:58.902124+00:00,kucoin,0.17867,0.17867,0.000325,33430836,5985456.87744,-4.06,0.19477,0.17704,6752883.17862,54.1,37.8,36.55,37.83,44.34,56.02,5961740.88096,0.398
TAOUSDT,2026-04-27T07:58:58.902124+00:00,kucoin,248.38,248.38,5.2e-05,9693025,24049364.3275,0.44,257.0,245.5,6715176.508,42.56,37.22,33.59,42.32,49.53,43.68,24224301.7263,-0.722
SPXUSDT,2026-04-27T07:58:58.902124+00:00,kucoin,0.3879,0.3879,0.000206,20527673,7919576.243399999,2.29,0.4225,0.3784,6496543.0048,38.11,36.92,31.69,46.22,52.96,61.09,7972727.1378,-0.667
TRXUSDT,2026-04-27T07:58:58.902124+00:00,kucoin,0.32343,0.32343,-0.000129,563739,18247103.952,-0.16,0.32443,0.32262,6360533.22,63.58,51.26,50.48,48.65,40.82,53.39,18202921.632000003,0.243
FARTCOINUSDT,2026-04-27T07:58:58.902124+00:00,kucoin,0.2022,0.2022,0.000114,44002732,8892952.1372,0.69,0.214,0.1991,6227861.0388,50.01,39.18,33.21,44.74,50.68,53.46,8668779.7857,2.586
ALGOUSDT,2026-04-27T07:58:58.902124+00:00,kucoin,0.11546,0.11546,-0.000422,69562529,8010125.21435,-0.8,0.12127,0.11462,6215715.08868,48.44,42.07,31.02,38.43,54.83,58.43,8054140.15035,-0.546
MASKUSDT,2026-04-27T07:58:58.902124+00:00,kucoin,0.5244,0.5244,-3.9e-05,13936181,728444.1808700002,-3.26,0.6951,0.5229,6017483.4293,28.5,26.56,24.2,36.35,47.88,60.37,723262.6035000001,0.716
ZEREBROUSDT,2026-04-27T07:58:58.902124+00:00,kucoin,0.01604,0.01604,-0.000216,85771694,1376635.6886999998,-6.529999999999999,0.01722,0.01459,5953972.59986,46.72,48.62,54.56,50.6,48.13,62.84,1313358.9167999998,4.818
ZENUSDT,2026-04-27T07:58:58.902124+00:00,kucoin,6.042,6.042,0.000107,7149426,4308244.107600001,-1.3599999999999999,6.217,5.938,5648915.7784,37.82,49.94,40.88,41.2,45.54,53.38,4172289.1112,3.259
CAKEUSDT,2026-04-27T07:58:58.902124+00:00,kucoin,1.5084,1.5084,-0.000164,2110208,3180294.4768000003,-0.18,1.5449,1.5056,5574544.1432,34.29,35.81,22.67,35.59,45.31,51.01,3203731.3889,-0.732
LUNCUSDT,2026-04-27T07:58:58.902124+00:00,kucoin,5.8744e-05,5.8744e-05,-0.000571,93264337,5479652.856098,13.86,6.5725e-05,5.1273e-05,5420493.408724,61.06,49.31,45.33,59.44,68.73,71.14,3503243.08994,56.417
AUSDT,2026-04-27T07:58:58.902124+00:00,kucoin,0.08794,0.08794,-0.000104,22382299,1963375.2682800002,-1.94,0.09319,0.08328,5242546.93896,40.54,34.7,24.91,31.11,46.81,56.68,1986739.2271200002,-1.176
LABUSDT,2026-04-27T07:58:58.902124+00:00,kucoin,0.75369,0.75369,0.000744,975773,7330006.776,-17.21,0.97361,0.73178,5184903.3496,57.67,50.76,47.34,43.66,50.93,67.78,6746925.336,8.642
PNUTUSDT,2026-04-27T07:58:58.902124+00:00,kucoin,0.0522,0.0522,-0.000161,130007152,6781173.04832,-2.86,0.05599,0.05207,5177743.82206,33.94,29.97,28.25,36.33,42.57,52.26,6781302.405119999,-0.002
DOGSUSDT,2026-04-27T07:58:58.902124+00:00,kucoin,3.142e-05,3.142e-05,-0.000437,67149010,2104449.9734,-3.7900000000000005,3.451e-05,3.111e-05,5167234.65156,36.35,40.07,38.1,39.55,39.74,51.33,2174525.5866,-3.223
AIOTUSDT,2026-04-27T07:58:58.902124+00:00,kucoin,0.07964,0.07964,-0.000593,1191642,952479.4506,43.59,0.08733,0.05155,5139427.5496,41.34,45.38,53.78,62.05,72.81,66.06,1069341.9064,-10.928
1000BONKUSDT,2026-04-27T07:58:58.902124+00:00,kucoin,0.0061937,0.0061937,-4.2e-05,715616,4424653.728,-1.8800000000000001,0.006498,0.006165,5122490.714,35.4,36.41,29.46,35.53,44.28,51.95,4565137.671,-3.077
AIXBTUSDT,2026-04-27T07:58:58.902124+00:00,kucoin,0.02738,0.02738,-0.000735,5077048,1387557.2184,-3.0,0.02954,0.02729,5056463.2858,38.24,30.69,25.48,35.56,45.08,53.68,1373299.1574,1.038
BTCUSDT,2026-04-27T13:09:33.967181+00:00,kucoin,77712.73,77712.73,5e-06,28918238,2247302497.74502,-0.16999999999999998,79475.6,77457.4,533207650.0872,53.27,45.62,40.84,41.59,49.63,61.23,2239975316.77008,0.327
ETHUSDT,2026-04-27T13:09:33.967181+00:00,kucoin,2314.67,2314.67,-7.8e-05,28094554,650301831.9826,-0.61,2404.43,2308.38,381580874.1436,48.04,42.13,34.06,35.87,45.01,53.43,632021868.6173,2.892
SOLUSDT,2026-04-27T13:09:33.967181+00:00,kucoin,85.103,85.103,-0.000132,39684070,337715404.107,-1.09,88.092,84.887,129055828.223,52.44,46.85,35.21,33.22,41.43,48.98,334488518.85870004,0.965
XRPUSDT,2026-04-27T13:09:33.967181+00:00,kucoin,1.41,1.41,-0.0002,9579785,135083590.30650002,-1.0,1.44707,1.40936,80098388.6326,42.77,32.44,29.55,33.66,40.13,51.31,134286410.0259,0.594
PEPEUSDT,2026-04-27T13:09:33.967181+00:00,kucoin,3.8377e-06,3.8377e-06,-0.000363,12136628,24221165.592624,-1.66,4.0273e-06,3.808e-06,35843011.55708,56.19,50.21,45.38,42.18,48.03,55.33,24182917.848804,0.158
ZECUSDT,2026-04-27T13:09:33.967181+00:00,kucoin,355.55,355.55,2.9e-05,16301933,57950111.42840001,1.3,364.8,350.29,31033559.1016,57.51,44.92,45.73,48.21,57.47,63.33,56895949.707600005,1.853
BSBUSDT,2026-04-27T13:09:33.967181+00:00,kucoin,0.67955,0.67955,-0.000265,1059237,7312230.7821,-0.8699999999999999,0.94689,0.6261,27696959.2394,50.75,39.38,38.51,44.82,55.62,78.95,7611999.6813,-3.938
SWARMSUSDT,2026-04-27T13:09:33.967181+00:00,kucoin,0.02465,0.02465,0.005548,4506044,1111190.4504,33.17,0.02599,0.01831,24704369.2068,50.97,51.54,67.13,85.49,79.48,73.46,525468.3498000001,111.467
ZBTUSDT,2026-04-27T13:09:33.967181+00:00,kucoin,0.173,0.173,-0.000241,3729743,6455812.1587,0.73,0.2752,0.1678,24298133.9194,51.49,51.57,40.13,40.25,53.36,64.35,6304789.402799999,2.395
HYPEUSDT,2026-04-27T13:09:33.967181+00:00,kucoin,42.296,42.296,-4.2e-05,15577763,65903284.1478,3.26,43.596,40.949,24023370.6728,53.65,52.15,47.01,52.62,56.65,56.5,66305749.587,-0.607
AINUSDT,2026-04-27T13:09:33.967181+00:00,kucoin,0.08976,0.08976,-0.00083,2510844,2257248.756,31.6,0.09368,0.06744,23318806.7736,52.69,54.14,57.93,66.16,80.55,65.81,2182508.593,3.425
CHIPUSDT,2026-04-27T13:09:33.967181+00:00,kucoin,0.07601,0.07601,-0.001166,1204559,9172716.785,6.569999999999999,0.08598,0.06944,20335546.912,44.71,53.6,52.71,51.89,49.67,,8814088.36,4.069
AGTUSDT,2026-04-27T13:09:33.967181+00:00,kucoin,0.017522,0.017522,-0.000266,1659518,2908139.3432,8.08,0.033963,0.015472,20113568.6258,51.82,49.95,43.21,46.42,53.44,56.57,2887825.5224,0.703
ORCAUSDT,2026-04-27T13:09:33.967181+00:00,kucoin,1.2276,1.2276,0.000138,6873083,8429836.2995,-27.11,1.745,1.1759,19284290.5564,61.79,66.86,54.86,40.62,52.05,68.79,8004589.125499999,5.313
DOGEUSDT,2026-04-27T13:09:33.967181+00:00,kucoin,0.09814,0.09814,-0.000116,8337338,81864321.822,-0.43,0.10086,0.09761,19147908.158,53.1,49.46,46.06,43.53,50.98,56.54,82304105.013,-0.534
RAVEUSDT,2026-04-27T13:09:33.967181+00:00,kucoin,0.85428,0.85428,0.000251,3225652,27667384.8996,-5.63,0.96083,0.7752,18622667.4926,42.57,43.38,40.29,38.43,36.79,45.09,27302180.6202,1.338
IDOLUSDT,2026-04-27T13:09:33.967181+00:00,kucoin,0.023,0.023,-0.001138,697873,1605107.9,0.69,0.0237,0.02258,17783723.582,54.87,52.67,52.12,50.28,47.19,48.8,1610768.2,-0.351
PENGUUSDT,2026-04-27T13:09:33.967181+00:00,kucoin,0.009796,0.009796,-5e-05,110292995,10829669.17905,10.35,0.01025,0.008602,17278792.09742,68.26,67.4,60.64,61.57,69.55,74.64,12376786.06926,-12.5
USELESSUSDT,2026-04-27T13:09:33.967181+00:00,kucoin,0.04007,0.04007,-0.000109,5693552,2281406.2864,-1.5699999999999998,0.04324,0.03945,15208990.0,59.2,52.73,42.28,39.12,41.47,49.38,2265762.5577000002,0.69
LDOUSDT,2026-04-27T13:09:33.967181+00:00,kucoin,0.384,0.384,-0.000302,243933316,9371918.00072,-3.37,0.4701,0.3803,15044783.55704,52.02,49.46,36.63,36.7,46.57,53.54,9476184.92454,-1.1
XMRUSDT,2026-04-27T13:09:33.967181+00:00,kucoin,391.38,391.38,0.000293,7668184,30003303.536799997,0.77,406.06,381.6,14671606.583,61.12,52.42,52.11,54.29,61.6,64.31,30114091.6373,-0.368
MUSDT,2026-04-27T13:09:33.967181+00:00,kucoin,3.99535,3.99535,0.000237,513126,20484246.483,-8.43,4.44613,3.97092,14612949.7808,31.38,28.88,25.53,17.12,38.02,62.22,20624686.802,-0.681
PRLUSDT,2026-04-27T13:09:33.967181+00:00,kucoin,0.30444,0.30444,-0.016582,3655775,11181187.8375,39.379999999999995,0.34231,0.21512,14168953.5248,51.82,54.74,59.47,64.7,74.73,71.31,12660159.156000001,-11.682
ADAUSDT,2026-04-27T13:09:33.967181+00:00,kucoin,0.24773,0.24773,-0.000193,16785417,41592584.7843,-1.8499999999999999,0.25613,0.2463,13184060.8184,55.77,56.4,45.55,37.8,43.81,47.6,41143277.0889,1.092
SKYAIUSDT,2026-04-27T13:09:33.967181+00:00,kucoin,0.17267,0.17267,0.000842,3159277,5437115.717,-7.75,0.19096,0.17,12795418.591,31.04,36.04,34.13,27.85,39.45,60.16,5801413.555,-6.279
CROSSUSDT,2026-04-27T13:09:33.967181+00:00,kucoin,0.09772,0.09772,-0.000636,1130841,1102343.8068,-19.08,0.12524,0.09753,11955552.1754,30.88,25.09,26.57,32.95,37.07,55.6,1006029.6675999999,9.574
CUSDT,2026-04-27T13:09:33.967181+00:00,kucoin,0.07827,0.07827,-0.000395,3132211,2449702.2231,-3.5700000000000003,0.08246,0.07684,11801684.3412,49.93,51.38,46.61,40.6,43.22,51.94,2447416.9269,0.093
VELVETUSDT,2026-04-27T13:09:33.967181+00:00,kucoin,0.12811,0.12811,0.000136,1629857,2087846.8169999998,27.689999999999998,0.12757,0.09859,11135156.2008,61.27,66.95,73.08,80.68,77.38,72.83,2056303.4729999998,1.534
FILUSDT,2026-04-27T13:09:33.967181+00:00,kucoin,0.9241,0.9241,-6.3e-05,115896240,10714607.388,-2.34,0.958,0.9192,10457268.4861,46.75,48.25,40.76,35.62,43.26,51.34,10751571.4866,-0.344
RIVERUSDT,2026-04-27T13:09:33.967181+00:00,kucoin,6.455,6.455,-0.000379,5477318,35460156.732,-4.42,6.871,6.325,10106310.614,58.71,55.83,51.16,46.76,51.51,38.33,35505209.298,-0.127
TACUSDT,2026-04-27T13:09:33.967181+00:00,kucoin,0.010397,0.010397,-0.00117,6847152,7212105.2016,17.22,0.010489,0.008769,9983524.2534,61.41,78.11,84.77,84.57,72.31,87.22,6887100.0069,4.719
RAYUSDT,2026-04-27T13:09:33.967181+00:00,kucoin,0.7152,0.7152,0.000116,3811323,2726620.4742,-5.07,0.7619,0.7039,9202213.8368,52.35,60.82,50.13,41.66,52.03,59.79,2781393.6444,-1.969
VIRTUALUSDT,2026-04-27T13:09:33.967181+00:00,kucoin,0.6995,0.6995,-0.000186,4554734,3186491.9064,-1.4500000000000002,0.7387,0.6924,9150033.5074,60.14,58.08,48.17,41.68,48.12,52.21,3243149.0124,-1.747
SUIUSDT,2026-04-27T13:09:33.967181+00:00,kucoin,0.9297,0.9297,9.9e-05,81749885,76035568.0385,-1.29,0.9639,0.9221,8977550.4068,57.17,54.74,46.21,39.64,42.37,47.93,76017385.5136,0.024
OPGUSDT,2026-04-27T13:09:33.967181+00:00,kucoin,0.26116,0.26116,-0.001536,636361,1673565.7939,-26.41,0.36304,0.25174,8746134.2178,73.39,63.49,48.91,38.64,68.68,,1657744.3155,0.954
AAVEUSDT,2026-04-27T13:09:33.967181+00:00,kucoin,96.29,96.29,-8e-05,12386174,11919215.240200002,0.7100000000000001,100.82,94.54,8548637.1552,53.62,54.68,49.04,49.06,52.97,47.44,11791821.1547,1.08
HBARUSDT,2026-04-27T13:09:33.967181+00:00,kucoin,0.09102,0.09102,-2.1e-05,13756912,12522916.9936,-1.17,0.09323,0.09046,8296079.7598,46.89,52.56,48.03,39.76,47.64,52.69,12829800.9708,-2.392
TAOUSDT,2026-04-27T13:09:33.967181+00:00,kucoin,250.6,250.6,6.8e-05,9881559,24774056.5689,1.87,257.0,245.5,8256339.732,49.93,53.62,52.82,51.92,53.47,44.79,24789091.6476,-0.061
ETHFIUSDT,2026-04-27T13:09:33.967181+00:00,kucoin,0.4315,0.4315,0.000442,3159507,1363011.3198,-1.66,0.4555,0.4312,7901290.6186,42.15,36.28,30.36,34.72,37.31,42.33,1338929.709,1.799
BEATUSDT,2026-04-27T13:09:33.967181+00:00,kucoin,0.55212,0.55212,-0.000235,1613326,8869905.0154,-2.79,0.57467,0.50767,7729154.6372,40.7,59.17,57.34,49.61,49.02,59.2,8874556.2388,-0.052
FLOKIUSDT,2026-04-27T13:09:33.967181+00:00,kucoin,3.2085e-05,3.2085e-05,0.000209,1836153,5893316.6688,-2.18,3.385e-05,3.1912e-05,7497642.6366,48.95,47.43,40.12,37.14,44.62,55.9,5898561.1552,-0.089
GIGGLEUSDT,2026-04-27T13:09:33.967181+00:00,kucoin,33.01,33.01,-0.00032,8702316,2870894.0484,-0.9900000000000001,35.54,32.48,7456815.9852,42.27,47.55,46.15,42.34,42.02,50.53,2627716.5109,9.254
WIFUSDT,2026-04-27T13:09:33.967181+00:00,kucoin,0.1766,0.1766,4.4e-05,11177848,19751257.416,-1.0,0.1837,0.1752,7360596.936,45.61,49.47,44.91,41.42,38.33,41.01,19638353.184,0.575
BCHUSDT,2026-04-27T13:09:33.967181+00:00,kucoin,449.84,449.84,0.000102,2438164,10972957.082,-0.21,457.88,445.48,7312434.1456,57.32,66.32,62.54,45.15,44.57,49.57,10859711.000500001,1.043
ASTERUSDT,2026-04-27T13:09:33.967181+00:00,kucoin,0.65048,0.65048,-9.1e-05,51538646,33547020.06786,-0.7000000000000001,0.66436,0.64329,7304687.91036,56.5,57.54,51.47,39.91,37.93,41.64,33621616.957499996,-0.222
NOTUSDT,2026-04-27T13:09:33.967181+00:00,kucoin,0.0003919,0.0003919,-0.001432,50919393,2004696.50241,-7.07,0.0006622,0.0003884,7032255.3167,61.8,48.7,42.26,44.5,39.43,50.62,1996265.1019499998,0.422
JELLYJELLYUSDT,2026-04-27T13:09:33.967181+00:00,kucoin,0.051348,0.051348,0.000309,3240357,16664507.979600001,11.799999999999999,0.052865,0.045934,6899105.3482,58.05,53.9,54.39,63.51,75.85,58.73,16597579.580400001,0.403
MOODENGUSDT,2026-04-27T13:09:33.967181+00:00,kucoin,0.05756,0.05756,-0.000153,7902621,4549538.909700001,-1.18,0.06268,0.05701,6885831.0576,56.5,50.01,43.05,43.67,47.02,57.22,4523377.950300001,0.578
LUNCUSDT,2026-04-27T13:09:33.967181+00:00,kucoin,6.1622e-05,6.1622e-05,3.9e-05,65279198,4026486.2118379995,19.34,6.5725e-05,5.1556e-05,6746650.027428,47.23,56.19,59.97,63.33,73.14,77.92,4234324.720689,-4.908
CATIUSDT,2026-04-27T13:09:33.967181+00:00,kucoin,0.04617,0.04617,0.000834,7303341,337049.18714999995,-2.7,0.04855,0.0461,6722618.36108,43.0,34.05,38.13,40.36,44.55,45.87,338543.98565,-0.442
